Gene = FBXO24
index = 542
Annotated 5SS: [  165   447   729  2274  3389  4913  5595  6078 10573]
Annotated 3SS: [  347   544  2037  3153  4753  5472  5945 10401 10904]
SMsplice 5SS: [ 165  447 3389 4913 6078]
SMsplice 3SS: [  347  3153  4753  5945 10401]
top_k =  1000
Partition function (log Z): -2.463656151655848

Sorted 5' Splice Sites (High to Low Probability):
Position 4913: 0.9527560035388218
Position 6078: 0.7726923556170301
Position 447: 0.7401878062079679
Position 165: 0.7269133749950979
Position 5595: 0.4992003523942214
Position 1835: 0.47854802987561534
Position 3389: 0.4269380828807386
Position 10573: 0.4178226721755326
Position 2274: 0.3332365849361548
Position 3232: 0.273189794112068
Position 1321: 0.08139627744333199
Position 280: 0.05742206033818784
Position 3635: 0.05373433002380404
Position 3349: 0.04356783178027389
Position 3236: 0.03191831820421702
Position 344: 0.0257380439492754
Position 2658: 0.016907221324549845
Position 10402: 0.015777545218529254
Position 1905: 0.014975886596927276
Position 3271: 0.01138518225477147
Position 3171: 0.010747303627318851
Position 687: 0.008129375925392422
Position 695: 0.007980526134926533
Position 2872: 0.007511004523313278
Position 622: 0.00749619297707045
Position 3727: 0.006050597829184061
Position 729: 0.005092142897766406
Position 2497: 0.0046965846910348935
Position 6351: 0.0038786582678885964
Position 9209: 0.0033613788998483086
Position 1709: 0.0030914164072637813
Position 666: 0.0028348143505689096
Position 8882: 0.0028001057195521976
Position 211: 0.0026688788105311383
Position 923: 0.002477372979142182
Position 5712: 0.0023814591712506103
Position 943: 0.0023514637722748667
Position 8043: 0.0021704907430403955
Position 10584: 0.0021304241557236585
Position 7272: 0.002108010090278479
Position 1684: 0.00170441102380617
Position 620: 0.0016740573611692545
Position 884: 0.0016478438484738573
Position 8851: 0.0014349896928755011
Position 8842: 0.0014004607657617082
Position 1100: 0.0013479119870741549
Position 6204: 0.0011621147337616895
Position 7183: 0.0011524225995584322
Position 10456: 0.0011469575828513584
Position 6314: 0.0011157626068134209
Position 348: 0.0010472314833302966
Position 859: 0.0010258673966116133
Position 10434: 0.001020547434930643
Position 3810: 0.000943005930792855
Position 11016: 0.0009294875667947924
Position 2895: 0.0008763039959591164
Position 6436: 0.0008493645312483245
Position 6309: 0.0008248513680683249
Position 5651: 0.0008090560357753827
Position 1852: 0.0007186198169304939
Position 3353: 0.0006898836994198576
Position 2489: 0.0006398029488355161
Position 8374: 0.0006198715951492777
Position 7355: 0.0006136576508587732
Position 1865: 0.0006081021764798223
Position 222: 0.0005663549858186696
Position 4840: 0.0005511196473055697
Position 8846: 0.000512639219145267
Position 6703: 0.0004921620906469814
Position 8001: 0.000420972607868279
Position 3590: 0.0004041336557283593
Position 1254: 0.00035148397228507573
Position 96: 0.0003051991335975394
Position 1840: 0.0003015650331674201
Position 15: 0.0002958772092369266
Position 6669: 0.00028676348992745244
Position 1783: 0.00028617235892914775
Position 545: 0.00027053462439410213
Position 5742: 0.0002354160218102813
Position 1504: 0.00022388742534215774
Position 6281: 0.0002121549984522182
Position 4952: 0.0002100025089592436
Position 1510: 0.00019449615853871897
Position 9567: 0.00013940679335875086
Position 6825: 0.0001382954943369194
Position 953: 0.00012776407458486014
Position 7280: 0.0001269652918560904
Position 8941: 0.00010833988320169329
Position 1252: 0.00010078634377400822
Position 7632: 8.292414083471646e-05
Position 1860: 7.885645199125616e-05
Position 2169: 5.001567157642094e-05
Position 897: 4.688250616521626e-05
Position 1589: 2.2804967336324995e-05
Position 2827: 1.9012256664824533e-05
Position 1817: 1.8445884804604445e-05
Position 451: 1.7079643236369036e-05
Position 250: 1.559531618797442e-05
Position 864: 1.5151670089009511e-05
Position 1047: 1.384084822221612e-05
Position 1647: 1.3452690794015798e-05
Position 263: 1.32650547106959e-05
Position 198: 1.2969440616202042e-05
Position 640: 1.2731387187951213e-05
Position 1078: 1.2125422982955502e-05
Position 654: 1.1911273624603302e-05
