Gene = MIOS
index = 846
Annotated 5SS: [  201   817  1252  6898  7325 16501 18934 21692 22692 28261 29590 39200]
Annotated 3SS: [  734  1153  5563  7225 16245 18763 21625 22532 28107 29384 39069 40123]
SMsplice 5SS: [  201   817  1252  6806  7325 16501 18934 22692 28261 29590 39200]
SMsplice 3SS: [  734  1153  6667  7073 16245 18763 22532 28107 29384 39069 40123]
top_k =  1000
Partition function (log Z): 5.0528172808570035

Sorted 5' Splice Sites (High to Low Probability):
Position 817: 0.9921581240081311
Position 29590: 0.9475851242035519
Position 28261: 0.94528026414544
Position 16501: 0.9356921565128226
Position 1252: 0.9313679222399858
Position 18934: 0.8985118645566338
Position 7325: 0.8894170119877777
Position 39200: 0.8882628821783486
Position 22692: 0.7533730745139093
Position 6806: 0.5709774129310395
Position 201: 0.49751770743985
Position 9925: 0.4782366440863835
Position 15948: 0.46103054436165575
Position 9737: 0.4559003160618847
Position 613: 0.4263875762183981
Position 37160: 0.38238385038253353
Position 8250: 0.2865823070266759
Position 35980: 0.27641163747933867
Position 21814: 0.2759932807332788
Position 24941: 0.26573970243693384
Position 30042: 0.15889325593547077
Position 9163: 0.15508854631327512
Position 31716: 0.14538223839323866
Position 39390: 0.14414614063359285
Position 28910: 0.14009956585405556
Position 39784: 0.13770411808298363
Position 40010: 0.12285193660715742
Position 2520: 0.11141336632330706
Position 21692: 0.1089458798475
Position 6964: 0.09201080451920012
Position 29172: 0.07863977389148902
Position 29789: 0.07845570535919254
Position 29219: 0.06576088173963131
Position 31900: 0.04842101217282213
Position 28588: 0.043951274085644025
Position 28706: 0.04240070344814164
Position 32736: 0.03930138178852641
Position 500: 0.038974695288927656
Position 28226: 0.037351774807373145
Position 18665: 0.027685245427473193
Position 40265: 0.027564987071441883
Position 18108: 0.02574993024306192
Position 35986: 0.025318639010553135
Position 2630: 0.02521542832020608
Position 29208: 0.02429473809858764
Position 35963: 0.022965180877915548
Position 5283: 0.020943383950006278
Position 15967: 0.019773521022800406
Position 29166: 0.019627961868005465
Position 29542: 0.018882986103991656
Position 28500: 0.01851827722174312
Position 10466: 0.017876884284005745
Position 4539: 0.017820306058953975
Position 21644: 0.017188699092568396
Position 7845: 0.01609362873623949
Position 4216: 0.01436725314805277
Position 205: 0.012844876115733633
Position 9512: 0.01272234455292656
Position 219: 0.009257493292951061
Position 39401: 0.00863481717325295
Position 18029: 0.008418090394744539
Position 18073: 0.00813082558387025
Position 29475: 0.007906087745794146
Position 6828: 0.007693934355955261
Position 12620: 0.007032076319659553
Position 6935: 0.006804206490153644
Position 325: 0.006615115355873827
Position 40014: 0.006529622500584473
Position 38550: 0.006274756116135725
Position 18315: 0.005859683133455069
Position 10026: 0.005463768851752472
Position 10371: 0.005448706000363886
Position 32309: 0.005324566113511546
Position 1229: 0.004982080492826431
Position 22681: 0.00433886528584337
Position 11650: 0.004242993859846165
Position 28856: 0.0036181124141031963
Position 19284: 0.003488445020893579
Position 29195: 0.0032854894994393366
Position 30942: 0.0028449223686148636
Position 5807: 0.0027856561711060556
Position 5509: 0.0026746321283498235
Position 2062: 0.002589067710785943
Position 12930: 0.002144325358963997
Position 2016: 0.0021015869934901195
Position 6926: 0.0020869235699010617
Position 29094: 0.002075317858802793
Position 4092: 0.0017786243614948502
Position 2986: 0.0016459007759804098
Position 6340: 0.001619419949621152
Position 29081: 0.0013831401766018732
Position 89: 0.0013316971783725175
Position 826: 0.0013259775719750096
Position 4292: 0.0012205717788360518
Position 5611: 0.0011309025819226035
Position 28490: 0.0011196394272593303
Position 14973: 0.0010702489921337634
Position 15317: 0.0010256646835738984
Position 29106: 0.0008408972541549891
Position 39934: 0.0008289392910909227
Position 639: 0.000538671612089481
Position 570: 0.0005043832062958079
Position 982: 0.0004850634335209022
Position 2292: 0.0004021374203882018
Position 2363: 0.0003067692292922343
Position 175: 0.00028528037857272575
Position 320: 0.0002685545126911473
Position 57: 0.00022036890974328648
Position 1368: 0.0001973394331715514
Position 2007: 0.00019331780284985393
Position 1565: 0.0001739074303169939
Position 65: 0.00015396943859999235
Position 31107: 0.00015235718033515332
Position 40194: 0.00014104343975672174
Position 2358: 0.0001398520886752943
Position 1273: 0.00012385347055941378
Position 2202: 0.00012166032186323903
Position 28557: 0.00011628181357669955
Position 29473: 0.00011145653432835982
Position 29458: 0.00010695804009483487
Position 1966: 0.00010200225662738279
Position 29468: 9.75537814411185e-05
Position 2110: 9.328439197506499e-05
Position 2161: 9.299505521081731e-05
Position 804: 9.224780186611244e-05
Position 698: 7.878108886174449e-05
Position 8789: 7.136564278406441e-05
Position 1608: 6.917426531256895e-05
Position 850: 6.188997716057173e-05
Position 2298: 5.070436071560236e-05
Position 28265: 4.6875156401829694e-05
Position 458: 4.6433911723227474e-05
Position 127: 4.4774722600906556e-05
Position 874: 3.8682813568327134e-05
Position 2409: 3.78549329219536e-05
Position 965: 3.580482519748488e-05
Position 29822: 3.1664966854694756e-05
Position 853: 3.0982912582687047e-05
Position 154: 3.07500439051928e-05
Position 69: 2.066225888538747e-05
Position 277: 1.9654910760330686e-05
Position 225: 1.7735063715914667e-05
Position 293: 1.738169936994798e-05
Position 62: 1.684725419564059e-05
Position 969: 1.555821011731993e-05
Position 54: 1.3864157348273062e-05
Position 1173: 1.367707967644456e-05
Position 3868: 1.1312193526335837e-05
Position 1058: 1.0644756928769592e-05
Position 30240: 9.7330968179621e-06
Position 3856: 8.95300657895017e-06
Position 2318: 8.947864998719619e-06
Position 1865: 8.73411990728303e-06
Position 29919: 8.732796845449607e-06
Position 865: 8.127405187331673e-06
Position 51: 6.75883733457366e-06
Position 554: 5.945441056842274e-06
Position 1899: 5.880185628011393e-06
Position 1955: 5.705815432645495e-06
Position 939: 5.603690981340158e-06
Position 393: 5.076579918980694e-06
Position 517: 4.862858046585705e-06
Position 907: 4.812034640095897e-06
Position 1034: 4.746897109657837e-06
Position 1766: 4.640718387452278e-06
