Gene = HSPB11
index = 667
Annotated 5SS: [  375  5945 15891 17558 22026]
Annotated 3SS: [ 5831 15783 17488 21981 24161]
SMsplice 5SS: [  375  5945 22026]
SMsplice 3SS: [ 5831 21981 22940]
top_k =  1000
Partition function (log Z): -12.01671366038384

Sorted 5' Splice Sites (High to Low Probability):
Position 5945: 0.9899421178029917
Position 375: 0.7993527494598947
Position 4365: 0.6388223047668017
Position 22026: 0.5086475210934608
Position 16084: 0.27446710728788704
Position 15939: 0.2062282676975969
Position 23161: 0.13951290979848305
Position 344: 0.11716379313863427
Position 15891: 0.11660820620409476
Position 1910: 0.11201157156320306
Position 15712: 0.1080752784185472
Position 675: 0.07724691802222339
Position 13797: 0.04435395473031454
Position 3047: 0.04169096796087345
Position 4125: 0.03335048674542338
Position 4120: 0.026560577441876967
Position 15854: 0.02484527863086342
Position 725: 0.021918795774227458
Position 4086: 0.01870203585171894
Position 383: 0.01486824879604361
Position 391: 0.01325176444053192
Position 328: 0.013193248822456443
Position 2840: 0.011545560199007359
Position 1725: 0.01148443339759891
Position 413: 0.010397741198852043
Position 15676: 0.0090864134318173
Position 4374: 0.006333717635017405
Position 1559: 0.005679105698832233
Position 1007: 0.005352376483293842
Position 134: 0.004996445246028654
Position 8259: 0.004744541614654942
Position 4341: 0.004565203640502699
Position 292: 0.004475325797297382
Position 900: 0.0034165972061407173
Position 2877: 0.003251533823479969
Position 75: 0.0031990187805183263
Position 55: 0.0027840229569280027
Position 1828: 0.0027100766119953807
Position 670: 0.0022826872607469907
Position 1033: 0.0021705017052679504
Position 640: 0.0017136939013897936
Position 956: 0.0016695490621389144
Position 2806: 0.0016002049161522106
Position 3084: 0.0015422913938982464
Position 823: 0.0011993794196030433
Position 995: 0.001103775175927562
Position 1063: 0.0010575797916346564
Position 5985: 0.0009273966213564361
Position 4688: 0.0008998345059814796
Position 694: 0.0008814763089846756
Position 3014: 0.0008032608082402588
Position 4704: 0.0006631302404419299
Position 4134: 0.00042270788430956105
Position 2893: 0.00036752210179605174
Position 4191: 0.00034676768396978987
Position 7596: 0.00030694492084570245
Position 191: 0.0001808612985316903
Position 6242: 0.00013911720230226616
Position 11778: 8.85370002125311e-05
Position 529: 6.807650514262484e-05
Position 8046: 6.310687560413622e-05
Position 29: 5.72705928414244e-05
Position 6800: 5.5481405596968907e-05
Position 67: 4.845403447443868e-05
Position 1201: 4.6569952344673615e-05
Position 1847: 3.2571774802314914e-05
Position 9232: 2.8147359255105282e-05
Position 7513: 2.335670130563325e-05
Position 1797: 2.3040858060910376e-05
Position 1148: 2.010609261344664e-05
Position 831: 1.4565700832109763e-05
Position 1980: 1.1924890515138607e-05
Position 484: 1.187107907632177e-05
Position 456: 1.1477957335453075e-05
Position 1082: 1.0369785045355559e-05
Position 307: 8.982620507700289e-06
Position 1905: 6.5867331635208e-06
Position 682: 6.347093375214174e-06
Position 6283: 5.841487133531897e-06
Position 452: 4.826649178236535e-06
Position 1708: 4.741161163723394e-06
Position 1834: 4.407231284502535e-06
Position 916: 3.2116699502353114e-06
Position 2192: 3.07735971507972e-06
Position 716: 2.5934311014977675e-06
Position 658: 2.561140702177102e-06
Position 2522: 1.2948460421390619e-06
Position 1362: 1.1970184134427049e-06
Position 1459: 1.1195171238543388e-06
Position 162: 1.0737020205622235e-06
Position 106: 9.305809612279391e-07
Position 6616: 4.2796040387817677e-07
Position 7294: 4.205208930051978e-07
Position 2050: 2.1655264865310813e-07
Position 2084: 2.1020314707718174e-07
Position 2429: 2.1002013282782502e-07
Position 481: 2.091880972087846e-07
Position 112: 1.8805195729511925e-07
Position 233: 1.2105108667529147e-07
Position 205: 1.1266481658537166e-07
Position 637: 8.262515222017797e-08
Position 810: 3.615301727647242e-08
Position 368: 2.1900845189134148e-08
Position 473: 1.7242817464382967e-08
Position 5998: 1.7172281258293354e-08
Position 5908: 1.614549595987995e-08
Position 846: 1.1885947601291955e-08
Position 6082: 9.082942256448146e-09
Position 6230: 6.8397396374834596e-09
Position 115: 3.6488378359484974e-11
Position 214: 6.74600188303134e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5831: 0.9683692516663313
Position 22940: 0.6800384234626078
Position 21981: 0.5533882802342203
Position 4225: 0.33276700854034946
Position 15985: 0.311455342139351
Position 15783: 0.30761383495684247
Position 4272: 0.25054119692646953
Position 24161: 0.16675833485205094
Position 15597: 0.12913589440143255
Position 557: 0.0938557223178678
Position 4025: 0.08973289685339177
Position 1891: 0.08235362223970098
Position 22328: 0.07089722723648334
Position 13598: 0.04386897086541352
Position 4303: 0.043202234810953616
Position 23242: 0.03698412198419079
Position 15812: 0.03301911965523265
Position 2696: 0.02454632225345202
Position 5778: 0.020313686328899083
Position 2950: 0.019559020996508646
Position 2674: 0.012889523843789646
Position 15427: 0.011702667999001411
Position 1815: 0.010868411609186597
Position 4190: 0.009307194477758324
Position 6545: 0.008616368798096217
Position 13622: 0.008469163832930789
Position 22130: 0.007684560238682621
Position 16755: 0.007563761808386425
Position 1724: 0.007379991748161077
Position 1618: 0.006726928850842914
Position 17164: 0.0065369813917172575
Position 1871: 0.005966189028537605
Position 18378: 0.005758644418199689
Position 8023: 0.005548156609866911
Position 1291: 0.005507682898510582
Position 16254: 0.005249228969213766
Position 1797: 0.004984522922236579
Position 885: 0.004950329770436505
Position 10937: 0.004080910176887741
Position 2734: 0.0036330375363909785
Position 916: 0.002957405380082356
Position 15938: 0.0028634998493764175
Position 8895: 0.00219409989065373
Position 15711: 0.0021604167547678945
Position 4166: 0.001997560631229689
Position 16417: 0.0019355344786380498
Position 859: 0.0018400041562582512
Position 8045: 0.0016408552805517436
Position 5720: 0.001494046162589175
Position 16036: 0.0013578201460513993
Position 7551: 0.0013439189219970743
Position 4573: 0.0013409398930217256
Position 1448: 0.0013251224958340474
Position 13023: 0.0011722174242032972
Position 4069: 0.0010672068359459416
Position 8361: 0.001002345466370845
Position 14013: 0.0009869415979990824
Position 14297: 0.0008597366500819975
Position 8079: 0.0008093948484045378
Position 1671: 0.000793383557198866
Position 1586: 0.0007651679527717304
Position 1822: 0.0007625919222940076
Position 1583: 0.0007558401383360176
Position 10565: 0.0007495546613986549
Position 11292: 0.000717182323436582
Position 627: 0.0006665385282870813
Position 881: 0.0006601776806690684
Position 10642: 0.0006261324644117962
Position 1757: 0.0005683717957824211
Position 1451: 0.0005510133125884766
Position 5744: 0.0005061758905974783
Position 6541: 0.0004966197501456552
Position 10779: 0.00047917522110558857
Position 10377: 0.0004748574703477638
Position 5599: 0.00045285308818128494
Position 6119: 0.00041997893509125795
Position 4350: 0.0004118975842645658
Position 5846: 0.00039375219888177057
Position 9718: 0.0003915804798875527
Position 6171: 0.0003884899326625868
