Gene = HOXA10-HOXA9
index = 661
Annotated 5SS: [  368 15136]
Annotated 3SS: [15045 16171]
SMsplice 5SS: [  368 15136]
SMsplice 3SS: [15045 16171]
top_k =  1000
Partition function (log Z): -5.965825067250431

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9846261335144023
Position 15136: 0.7686507390680556
Position 199: 0.5741165046614898
Position 10720: 0.3060022748099559
Position 4974: 0.3003146020273722
Position 8268: 0.2695547920907243
Position 6665: 0.16101846147846413
Position 3631: 0.11125406884107228
Position 13279: 0.1069282005359151
Position 9583: 0.038783825130335306
Position 5312: 0.03858127864670158
Position 947: 0.030326322123137534
Position 4592: 0.029021385958149418
Position 3082: 0.020919222103389267
Position 1048: 0.019800728455675418
Position 3556: 0.01859404691594278
Position 5239: 0.013050919432094726
Position 10547: 0.012029179023645338
Position 5662: 0.011109272771405766
Position 5040: 0.010595087780051143
Position 10454: 0.008901876397198713
Position 4829: 0.008337597786206585
Position 3199: 0.005173341323153154
Position 2613: 0.004429359473255667
Position 12807: 0.0042781225704456045
Position 4237: 0.0036692719345102183
Position 1521: 0.003087984691828572
Position 12911: 0.0029693739534699696
Position 16299: 0.002611869483124862
Position 10793: 0.0024092591858303363
Position 3547: 0.0022878075777083323
Position 901: 0.001998195320212159
Position 10458: 0.0016452895923932589
Position 13294: 0.0014329961055897713
Position 171: 0.0013437836654325104
Position 3395: 0.001285444321007735
Position 925: 0.0012115687915525781
Position 1266: 0.0010430861402341812
Position 4807: 0.0010031432521240774
Position 4629: 0.0009234730436164976
Position 2079: 0.0009004697122829626
Position 4721: 0.0007615038973744735
Position 1596: 0.0007124328585488972
Position 3343: 0.0005328502314000284
Position 1410: 0.0004321574190894274
Position 1922: 0.00039984322992314025
Position 704: 0.00036389029132536185
Position 2138: 0.000264222094111624
Position 4746: 0.0002343100685404117
Position 477: 0.00017495155685885358
Position 4282: 0.00014106052402597196
Position 401: 6.66887998042815e-05
Position 123: 5.8731113674337545e-05
Position 460: 3.868819841056185e-05
Position 5168: 3.06033745636988e-05
Position 382: 2.0581017305572006e-05
Position 3657: 2.0549475111413972e-05
Position 2916: 1.4864694285204549e-05
Position 508: 1.4381455449215433e-05
Position 2091: 1.4336975712744662e-05
Position 268: 1.0200584487460166e-05
Position 420: 9.35202472538604e-06
Position 273: 8.11363903618526e-06
Position 47: 6.550486075879531e-06
Position 2893: 6.477791147331499e-06
Position 1042: 4.8286012177813924e-06
Position 714: 3.4315627311325402e-06
Position 41: 3.3372594914551416e-06
Position 469: 1.5870477207707842e-06
Position 1903: 1.3241504921927366e-06
Position 540: 1.1872331698134311e-06
Position 2775: 7.07496900939794e-07
Position 4159: 6.982847933860389e-07
Position 729: 6.495972068623372e-07
Position 1259: 6.487683655492639e-07
Position 346: 5.756370660276727e-07
Position 360: 5.492544189572737e-07
Position 215: 5.362576161458425e-07
Position 753: 4.9919941401978e-07
Position 675: 4.780276464698168e-07
Position 660: 1.6104272663183907e-07
Position 808: 1.5606244391227852e-07
Position 827: 1.4338553748153492e-07
Position 362: 8.900158185374401e-08
Position 261: 8.809201966453825e-08
Position 1291: 6.217254706242783e-08
Position 412: 5.621245942068528e-08
Position 759: 5.441517098303471e-08
Position 649: 3.8778285910418944e-08
Position 678: 2.7618899942085606e-08
Position 396: 2.6837356376274176e-08
Position 1313: 2.4247473283413655e-08
Position 597: 1.929284121442902e-08
Position 799: 1.7057416013663633e-08
Position 750: 1.4494153109603386e-08
Position 1012: 1.4164124143666845e-08
Position 532: 1.1650141386386624e-08
Position 914: 5.047209038757003e-09
Position 1118: 4.705573571281187e-09
Position 464: 2.2246736015388924e-09
Position 651: 5.2299424449058596e-11
Position 429: 1.6199668279409176e-11
Position 335: 9.755702042549086e-12
Position 452: 2.847911795757468e-12
Position 312: 1.5367442973957707e-12
Position 954: 2.9490909506319636e-13
Position 931: 2.422845495701873e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16171: 0.9569493944090247
Position 15045: 0.7751960187333837
Position 283: 0.36646202115426
Position 8177: 0.2618724326096646
Position 4920: 0.23996610081548744
Position 10660: 0.22847319725696646
Position 300: 0.19136521175318472
Position 3501: 0.1158414315380456
Position 13192: 0.09617941764890293
Position 10637: 0.08037616090783956
Position 6360: 0.06594326192408567
Position 4895: 0.05127665344862806
Position 4661: 0.045098043049955405
Position 6551: 0.03613696019240629
Position 6438: 0.034513595836740324
Position 9388: 0.032006003150070815
Position 5161: 0.03095401826839352
Position 826: 0.028328267769662102
Position 4493: 0.02620132931875676
Position 10242: 0.02296436447417361
Position 851: 0.021791347616562214
Position 6475: 0.017843094576472554
Position 2989: 0.01778409773331268
Position 13122: 0.012916163070061097
Position 16064: 0.010217758996772594
Position 5534: 0.009413766351238365
Position 12685: 0.008771283822371141
Position 3554: 0.00823668282801115
Position 6189: 0.006694304704743076
Position 2915: 0.005537157035958943
Position 15427: 0.005495390216438003
Position 8036: 0.004980039262964798
Position 16023: 0.00459319349462838
Position 4091: 0.003915940013822458
Position 9328: 0.0036714982274095014
Position 9483: 0.003610379693824865
Position 3246: 0.0036099053999015937
Position 8125: 0.0033211814259488663
Position 879: 0.003004472473977332
Position 4520: 0.0029466856706628357
Position 5190: 0.002754720539021247
Position 15289: 0.0027101120437160175
Position 4929: 0.0026791468708906273
Position 3282: 0.0024866820532376747
Position 2542: 0.0022556314571215525
Position 3315: 0.002201014818654338
Position 2539: 0.0018473375082947011
Position 3011: 0.001786156770231467
Position 15204: 0.001694882103192058
Position 16153: 0.0014908480887334584
Position 16364: 0.0014188598453273578
Position 1351: 0.0012959039373839083
Position 11378: 0.001234135218573866
Position 3473: 0.001197857469352412
Position 16430: 0.0011930096377975026
Position 16289: 0.00117703327913003
Position 1225: 0.0011614642431202896
Position 5480: 0.00111533690538552
Position 236: 0.0010904981346991746
Position 1332: 0.0010781518388079823
Position 261: 0.0008832066756512936
Position 4427: 0.000817756039358532
Position 1427: 0.0007153583486477592
Position 7839: 0.000684725671060999
Position 346: 0.000655856284181291
Position 5500: 0.0005776252153608254
Position 1956: 0.0005005805391674103
Position 11882: 0.0004652254478942375
Position 4950: 0.0004540022316580509
Position 1553: 0.00040186454940573216
Position 2934: 0.00038882738806249366
Position 3424: 0.0003724126503376982
Position 1004: 0.0003690551875764091
Position 2770: 0.0003592214438216705
Position 1936: 0.0003498325942968108
Position 5167: 0.00033685288474634065
Position 1780: 0.00028468295940727094
Position 600: 0.00028352833899108717
Position 2519: 0.00022002115002645132
Position 507: 0.00021896789535910032
Position 1978: 0.00018064196393412658
Position 12284: 0.0001794317810299169
Position 3146: 0.000165237991453809
Position 2560: 0.0001559479906429688
Position 3394: 0.00014424323021200854
Position 6323: 0.00014097461515465194
Position 1826: 0.00013835171496568682
Position 2069: 0.00013493472124489944
Position 1073: 0.00013185316707392585
Position 3023: 0.00010859957636439297
Position 790: 0.00010568281433518408
Position 13923: 9.184679705118658e-05
Position 2727: 9.029075325196791e-05
Position 11188: 8.516700877977767e-05
Position 1259: 8.256708653267959e-05
Position 9761: 7.752105037884399e-05
Position 966: 7.427342579338417e-05
Position 6889: 7.059450173053529e-05
Position 4668: 7.008873617195826e-05
Position 980: 6.835810016164247e-05
Position 6052: 5.641540520653384e-05
Position 1166: 5.436691087355635e-05
Position 1451: 4.895872388328336e-05
Position 6853: 4.877539565813584e-05
Position 1678: 4.80233452551259e-05
Position 328: 4.018269568411373e-05
Position 7154: 3.8909796272730996e-05
Position 6123: 3.2824276516229344e-05
Position 9602: 2.6483923725212498e-05
Position 5457: 2.3881599244756244e-05
Position 6903: 2.0286988666696717e-05
Position 3730: 1.685140567042094e-05
Position 3060: 1.328663609074134e-05
Position 5934: 1.2718845474542124e-05
Position 9567: 1.24289218944824e-05
Position 6863: 1.0663562070167281e-05
Position 3911: 1.0330365368082229e-05
Position 1375: 9.708329547678047e-06
Position 1852: 9.69661826303094e-06
Position 1380: 9.408329187032002e-06
Position 3630: 9.101561041111821e-06
Position 1784: 8.327208987265529e-06
Position 325: 6.971608794189246e-06
Position 1410: 5.330209235154346e-06
Position 3686: 5.298092415579731e-06
Position 6120: 5.165741744403136e-06
Position 438: 4.5520129071189845e-06
Position 3753: 4.40430913582273e-06
Position 1608: 3.647196504244117e-06
Position 2683: 2.8539957885625363e-06
Position 2487: 2.827020324398934e-06
Position 1628: 2.584972297987537e-06
Position 6153: 2.4830999602761114e-06
Position 799: 1.4397688599631656e-06
Position 1639: 1.0268034580392927e-06
Position 1583: 1.0148761278706886e-06
Position 796: 7.268938902437846e-07
Position 1614: 7.162553583784658e-07
Position 566: 6.93948767285694e-07
Position 579: 4.6445591417713907e-07
Position 553: 4.3928706166012924e-07
Position 310: 3.1631000082011006e-07
Position 480: 2.6971901538145513e-07
Position 258: 2.442907087012263e-07
Position 2545: 2.2587472328104212e-07
Position 332: 1.3907984317100995e-07
Position 242: 1.1899057802853732e-07
Position 1015: 9.634077185479694e-08
Position 1018: 9.183324420953406e-08
Position 1084: 6.690266420864253e-08
Position 774: 6.541961364054929e-08
Position 435: 5.8734314079226574e-08
Position 1519: 5.73847701737381e-08
Position 1339: 5.6630658818519306e-08
Position 519: 5.5996592550084806e-08
Position 1387: 4.781467818628845e-08
Position 367: 4.429458716652472e-08
Position 1101: 3.7128596245265316e-08
Position 920: 3.434054338159922e-08
Position 894: 3.219859573612715e-08
Position 2465: 2.8667015217358434e-08
Position 1798: 2.3251017269882623e-08
Position 610: 2.309836171828176e-08
Position 3176: 2.1114019787293556e-08
Position 912: 1.9861596930760377e-08
Position 756: 1.9497579371454125e-08
Position 914: 1.5028556632420662e-08
Position 516: 8.763893142538672e-09
Position 947: 8.73505236431244e-09
Position 671: 7.4864292445481e-09
Position 396: 7.3447224429854205e-09
Position 615: 4.50955734854777e-09
Position 858: 3.913470248918048e-09
Position 535: 2.9738866021213098e-09
Position 1414: 2.7243696398399184e-09
Position 759: 2.3195520994515418e-09
Position 657: 1.0281925642932903e-09
Position 1285: 9.730818921054127e-10
Position 625: 8.687383094620906e-10
Position 532: 7.722263830150701e-10
Position 525: 6.898243106042762e-10
Position 189: 6.398242663467959e-10
Position 642: 2.955991638714951e-10
Position 484: 2.826584340135308e-10
Position 372: 2.4507307300569656e-10
Position 194: 1.8192004652483022e-10
Position 634: 1.0318412808636292e-10
Position 649: 8.246215927178206e-11
Position 387: 4.412488458425978e-11
Position 412: 3.725850320892151e-11
Position 703: 3.453434691146573e-11
Position 419: 3.368223547952913e-11
Position 891: 8.475093031937727e-12
Position 779: 6.088944268725663e-12
Position 129: 6.734149354270849e-13
Position 374: 2.887526958320845e-13
Position 1433: 2.5176163789473056e-13
Position 1463: 1.81707372208461e-13
Position 540: 1.2865761968376493e-13
Position 382: 1.1231607529995631e-13
Position 191: 3.15223208701531e-14
Position 153: 1.130032267042648e-14
Position 807: 2.778532311754467e-15
Position 140: 1.7165151227410722e-15
