Gene = PSPH
index = 1093
Annotated 5SS: [  467 17644 19676 30532 32005 34371 36582]
Annotated 3SS: [17497 19549 30372 31869 34224 36432 39734]
SMsplice 5SS: [  349 17644 19676 30532 32005 34371]
SMsplice 3SS: [17425 19549 30372 31869 34224 39734]
top_k =  1000
Partition function (log Z): -20.59222602587194

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.9980209615108393
Position 17644: 0.9962639894541585
Position 19676: 0.9018207856221353
Position 19388: 0.3591020503397548
Position 22545: 0.12099167054425591
Position 30532: 0.0990128146067864
Position 20293: 0.003219768495573364
Position 467: 0.0009825869939677357
Position 291: 0.0009545466056588062
Position 8457: 0.0006898957854331054
Position 7888: 0.0004283045513105332
Position 19917: 0.0004051329289644801
Position 117: 0.00023066689957492004
Position 4414: 0.00016242634271957336
Position 6059: 0.0001368046259264284
Position 17749: 9.488377970950376e-05
Position 330: 4.799823365577999e-05
Position 199: 4.333889232946421e-05
Position 7189: 3.812810168391737e-05
Position 112: 3.24163831542905e-05
Position 5175: 2.9933739394300353e-05
Position 8599: 2.6861617604160246e-05
Position 257: 1.875802128401326e-05
Position 7310: 1.6847726396337774e-05
Position 146: 1.346111618118417e-05
Position 1018: 1.1429334382134966e-05
Position 2538: 1.1118795220679536e-05
Position 7185: 8.592138660435969e-06
Position 3862: 5.786214273799263e-06
Position 995: 5.693601853806809e-06
Position 190: 5.648551017665266e-06
Position 6068: 5.509672759638312e-06
Position 252: 4.841470085593317e-06
Position 9214: 4.7663485082676165e-06
Position 7946: 4.614557938560462e-06
Position 543: 4.295212645194824e-06
Position 934: 2.5273144673553684e-06
Position 4730: 2.1174409292824435e-06
Position 2448: 1.1316854436404227e-06
Position 688: 9.96273963622471e-07
Position 2980: 9.955793401215982e-07
Position 4088: 7.855475028221052e-07
Position 500: 7.071898920143815e-07
Position 92: 6.293737575919535e-07
Position 1424: 5.807193520987861e-07
Position 363: 3.9883525932318664e-07
Position 2480: 3.57501590695383e-07
Position 3738: 2.981851544341546e-07
Position 834: 2.3442595851418165e-07
Position 367: 2.2722108393492702e-07
Position 298: 2.021601236792117e-07
Position 2571: 1.6844228232562806e-07
Position 24: 1.0654015433164801e-07
Position 540: 9.07722165037672e-08
Position 341: 8.996166023350654e-08
Position 1873: 8.179889864735895e-08
Position 4034: 7.379508985335754e-08
Position 3701: 5.1607304401837954e-08
Position 2652: 4.1669993856428544e-08
Position 1225: 4.000149035829774e-08
Position 1132: 3.0880005467591615e-08
Position 3939: 3.06382874632236e-08
Position 3706: 2.665737715121087e-08
Position 4014: 2.4486909356465918e-08
Position 3784: 2.194721853305783e-08
Position 178: 1.9518038507941027e-08
Position 204: 8.165284893052593e-09
Position 32: 3.901293660451168e-09
Position 533: 3.819384504472472e-09
Position 220: 2.35482519430777e-09
Position 708: 2.1954489392014917e-09
Position 428: 1.258163550201531e-09
Position 180: 1.1561991029127084e-09
Position 768: 7.217767840968101e-10
Position 570: 4.774346451054787e-10
Position 8212: 3.857939679473285e-10
Position 823: 1.9612991773744136e-10
Position 673: 1.76910905206962e-10
Position 493: 1.47284381022142e-10
Position 644: 1.2110140613604642e-10
Position 433: 9.223492725288819e-11
Position 581: 8.551634849675028e-11
Position 150: 3.815244392374279e-11
Position 14: 2.97880473528927e-11
Position 507: 2.022419540322092e-11
Position 625: 4.668382195839519e-12
Position 671: 3.300295838099137e-12
Position 509: 7.000885517231717e-13
Position 155: 4.885681010358135e-13
Position 601: 3.999401634911888e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17425: 0.9963372981973447
Position 19549: 0.8489693444348396
Position 30372: 0.7763620933724662
Position 19307: 0.3593965043257477
Position 22419: 0.1443556304417904
Position 30654: 0.0990128146067864
Position 19460: 0.05451162212274492
Position 28366: 0.05442158937966827
Position 19797: 0.03516674786548395
Position 20389: 0.0314084527663947
Position 21876: 0.015484151807963701
Position 24405: 0.011674611934438238
Position 20189: 0.007902427539568399
Position 26863: 0.007402266894193345
Position 23562: 0.004632594568622899
Position 17713: 0.003849356069884902
Position 17831: 0.002766780498748344
Position 24426: 0.002730123139493615
Position 19817: 0.0024506462097829665
Position 21570: 0.0022959739906143802
Position 22297: 0.0022603622686964133
Position 22117: 0.0019769507420431256
Position 18109: 0.0018419084993577036
Position 23919: 0.0018176000477436525
Position 21628: 0.001774708349272332
Position 21181: 0.0015861697507919788
Position 20413: 0.0012854328006627505
Position 8744: 0.0010994994173060212
Position 18113: 0.0010519687596172705
Position 7783: 0.0006028519362271455
Position 21129: 0.0005673471595943402
Position 19774: 0.0005667000710694297
Position 21704: 0.0005425723033439374
Position 8342: 0.0004625477861930852
Position 20712: 0.00035759070920660314
Position 8319: 0.00032788426759356175
Position 17809: 0.000281992178458036
Position 17834: 0.00027236677327787155
Position 4222: 0.00025593373508243873
Position 17852: 0.0002516908627705942
Position 12286: 0.00023068867947964133
Position 198: 0.00021903221882728122
Position 12462: 0.00017443268533996788
Position 17957: 0.00016568326250890819
Position 18133: 0.00015294661461985097
Position 370: 0.00013428718917832797
Position 13148: 0.00013035597380767403
Position 8960: 0.00012395403834741575
Position 7092: 9.967687536857084e-05
Position 9392: 7.67438049771947e-05
Position 11836: 6.749585333113423e-05
Position 3009: 6.234399953661234e-05
Position 8338: 5.879495971295659e-05
Position 10902: 4.9047595471345694e-05
Position 800: 3.97105137746689e-05
Position 5962: 3.925734788723739e-05
Position 5882: 3.865630982723109e-05
Position 10590: 3.8569154146365346e-05
Position 8813: 3.530720093315737e-05
Position 5885: 3.4652542553298166e-05
Position 6538: 3.269421981001814e-05
Position 6559: 3.125206976445023e-05
Position 9120: 2.597750138426935e-05
Position 3633: 2.586033679702608e-05
Position 9687: 2.5010043364330104e-05
Position 8554: 2.4718391830271804e-05
Position 7803: 2.2971445432867224e-05
Position 14437: 2.2848664271930826e-05
Position 4218: 2.1315389611591204e-05
Position 7779: 2.0995320634063555e-05
Position 5037: 1.9318001277161442e-05
Position 431: 1.8278597381162824e-05
Position 5911: 1.8130635442097047e-05
Position 2414: 1.713248435156261e-05
Position 579: 1.51117843828753e-05
Position 4808: 1.4733464597040533e-05
Position 6168: 1.425135393878631e-05
Position 8716: 1.4219799560663649e-05
Position 8116: 1.0381771869924885e-05
Position 932: 1.0376444204362287e-05
Position 6142: 9.915691598717323e-06
Position 4847: 9.028160235720535e-06
Position 466: 8.776917315186417e-06
Position 5744: 8.350660267233533e-06
Position 9388: 7.652727771344937e-06
Position 8789: 7.558793048807693e-06
Position 950: 7.4510699645687e-06
Position 4646: 6.8165103736868956e-06
Position 5078: 6.310135538282324e-06
Position 5064: 5.802358760716726e-06
Position 6534: 5.41550736898699e-06
Position 3131: 5.102037698079716e-06
Position 5720: 4.769937791070678e-06
Position 11077: 4.742080293292991e-06
Position 4986: 4.722069874673704e-06
Position 4387: 4.600312263815795e-06
Position 5780: 4.5356477303763236e-06
Position 9197: 3.7520790567624003e-06
Position 3274: 3.602341918249595e-06
Position 3989: 3.3509835637458735e-06
Position 3327: 3.331091144466563e-06
Position 2273: 3.244381657547529e-06
Position 3672: 3.1615874897037207e-06
Position 5683: 3.0641609556157546e-06
Position 7290: 2.704232125670531e-06
Position 7183: 2.6538784383679833e-06
Position 3351: 2.5443544516325127e-06
Position 4242: 2.41268684697777e-06
Position 9874: 2.178145273170134e-06
Position 3387: 2.1281682109545306e-06
Position 409: 1.974141837713483e-06
Position 599: 1.8487503866583013e-06
Position 7236: 1.8183990301593935e-06
Position 3331: 1.7356187537627234e-06
Position 3543: 1.5690404076791968e-06
Position 4116: 1.5010923900190109e-06
Position 3166: 1.4459434653859984e-06
Position 1602: 1.4371059716276662e-06
Position 6260: 1.3119428561120567e-06
Position 8006: 1.0810376283531575e-06
Position 4660: 1.030979204997352e-06
Position 1292: 9.711917260435682e-07
Position 7980: 9.488359974507706e-07
Position 7334: 7.514333957458216e-07
Position 3041: 6.188532566641263e-07
Position 7396: 6.107221218125999e-07
Position 3182: 5.671337697718975e-07
Position 2841: 5.63381891597793e-07
Position 3571: 5.573250586911952e-07
Position 3208: 5.518704726118398e-07
Position 1900: 4.988627581040456e-07
Position 4071: 4.633411899651992e-07
Position 2791: 4.1391388745211103e-07
Position 2878: 4.04054686557179e-07
Position 314: 4.036783642687846e-07
Position 2372: 3.8618200866520204e-07
Position 3257: 3.6101226376999814e-07
Position 1072: 3.234088811359406e-07
Position 1325: 3.2240421943474197e-07
Position 1423: 2.7153969597957604e-07
Position 3079: 2.0015010419309356e-07
Position 1207: 1.951843789313408e-07
Position 4554: 1.8936690574414542e-07
Position 2305: 1.3981342299333592e-07
Position 671: 1.231272269903462e-07
Position 685: 1.1106456358014656e-07
Position 1511: 9.701500145541394e-08
Position 450: 8.295379058257606e-08
Position 500: 7.239155719374008e-08
Position 2924: 6.731417787030811e-08
Position 1256: 6.200204330430997e-08
Position 4603: 5.8677629181291026e-08
Position 1772: 5.555387102517188e-08
Position 2936: 4.1817790979692604e-08
Position 3689: 3.429349156289454e-08
Position 1022: 3.2211202735309184e-08
Position 229: 2.0658816618118764e-08
Position 2392: 1.945489103924584e-08
Position 2431: 1.485830844281101e-08
Position 2358: 1.1513158007228643e-08
Position 2887: 9.876842840315537e-09
Position 396: 9.406866847815706e-09
Position 324: 9.326948035853492e-09
Position 389: 8.119687236890739e-09
Position 261: 8.088914918981879e-09
Position 318: 6.532771000114339e-09
Position 267: 4.302111882855831e-09
Position 2547: 3.2784733059283372e-09
Position 166: 2.0328892438786742e-09
Position 960: 1.3127116264371612e-09
Position 811: 1.2627053827575211e-09
Position 346: 1.1815445324779733e-09
Position 1366: 6.625108197541073e-10
Position 220: 5.415032663054415e-10
Position 1388: 5.211027292767698e-10
Position 433: 4.449177699546247e-10
Position 625: 1.8397784706864917e-10
Position 108: 1.773623527976514e-10
Position 353: 1.3357924098764064e-10
Position 480: 8.544785555745079e-11
Position 272: 7.766424761961182e-11
Position 525: 4.2712736005620585e-11
Position 753: 4.206710961465151e-11
Position 1732: 3.64913299894367e-11
Position 341: 3.6137464002290205e-11
Position 507: 3.309633830843114e-11
Position 1700: 2.7274012860605045e-11
Position 278: 2.5506415938110728e-11
Position 1817: 1.8483784420059072e-11
Position 644: 1.615262855537256e-11
Position 282: 1.6053009433786694e-11
Position 1121: 1.0559920815251637e-11
Position 619: 8.552285802121335e-12
Position 976: 7.505226851195923e-12
Position 290: 7.317413897334217e-12
Position 638: 2.7536821639797927e-12
Position 482: 1.1278981920082202e-12
Position 115: 1.1086159260231267e-12
Position 294: 8.664101902633545e-13
Position 762: 5.758876303241483e-13
Position 298: 2.4020279676647e-13
Position 771: 2.2276641177001646e-13
Position 82: 1.4497697162069352e-17
