Gene = PDAP1
index = 1006
Annotated 5SS: [  294  3968  5432  8527 10968]
Annotated 3SS: [ 3875  5323  8404 10815 12088]
SMsplice 5SS: [  294  3968  5432  8527 10968]
SMsplice 3SS: [ 3875  5303  8404 10815 12088]
top_k =  1000
Partition function (log Z): -1.3540636690269223

Sorted 5' Splice Sites (High to Low Probability):
Position 5432: 0.9823168155454609
Position 10968: 0.974456550392763
Position 294: 0.9431068284481997
Position 8527: 0.7518793070857649
Position 3968: 0.5449442210679093
Position 2123: 0.31359692669630135
Position 7962: 0.10242928885337745
Position 3972: 0.1012008510512077
Position 9096: 0.09966611439283611
Position 1518: 0.07723552718281135
Position 7866: 0.07476757729626356
Position 1195: 0.05337678386626975
Position 1524: 0.04987139609275851
Position 6523: 0.041444996492103384
Position 11777: 0.03827016727527428
Position 3770: 0.03667796454654946
Position 8116: 0.03371762228561648
Position 3219: 0.021406547415804777
Position 3763: 0.02084987743328231
Position 11374: 0.01940553838863191
Position 10: 0.018788482843260314
Position 3394: 0.018497302174152387
Position 7879: 0.01809645292452816
Position 4607: 0.017061015421095088
Position 8260: 0.015233172011183503
Position 3774: 0.01443665126334198
Position 142: 0.014111858977993509
Position 3527: 0.01373744195203495
Position 988: 0.01252455015982305
Position 775: 0.011935292714282253
Position 341: 0.011807619690314675
Position 11728: 0.011693150437519687
Position 9571: 0.01120826233707808
Position 491: 0.010634823605959765
Position 7694: 0.01016608105466464
Position 1780: 0.007847883451694779
Position 11068: 0.007476694041447418
Position 11550: 0.007464271869303339
Position 5406: 0.007361361951374056
Position 4729: 0.007323968390589588
Position 8755: 0.0066369809099111905
Position 5837: 0.006100884180358819
Position 11208: 0.0060792373726578485
Position 8477: 0.006005795526380278
Position 764: 0.005025217131964784
Position 8098: 0.004910429948711806
Position 5364: 0.004385638758603396
Position 113: 0.0043395612680284966
Position 3136: 0.004030433910806777
Position 5825: 0.0038703196520755013
Position 11554: 0.003826664136337514
Position 7909: 0.0037924855267253877
Position 7625: 0.0036645619065859046
Position 7859: 0.003195268098901098
Position 4952: 0.0030537902025242042
Position 8136: 0.002930517854958258
Position 2960: 0.002922486040358078
Position 2236: 0.0026949614980103015
Position 1531: 0.0026558626936514776
Position 4739: 0.0025871765647603744
Position 12639: 0.002384848295506412
Position 5601: 0.0019951157063974783
Position 12454: 0.001951656071201054
Position 2263: 0.0017721126979510192
Position 12904: 0.0015407686352671116
Position 4107: 0.001495758151936504
Position 11809: 0.001300065420217828
Position 885: 0.0012526429866824619
Position 11804: 0.0012375441023015426
Position 11175: 0.0011490263762278202
Position 6209: 0.0011294155936093983
Position 1131: 0.0010049251392017981
Position 4109: 0.0009560840929327868
Position 11471: 0.0008064984744174518
Position 4857: 0.0007875777057713007
Position 235: 0.0005910712140631858
Position 2148: 0.0005907383703351535
Position 4793: 0.0005586832378018671
Position 8595: 0.000541313341725859
Position 6886: 0.0005369734000716596
Position 5518: 0.0005292198999390269
Position 2455: 0.0005237557535972956
Position 227: 0.00048435963247910253
Position 7615: 0.000442630299007854
Position 992: 0.0004273724104967792
Position 11293: 0.00040755701043584144
Position 1260: 0.00040502901883215345
Position 4668: 0.0003702909340497484
Position 12940: 0.00033149847338719734
Position 1602: 0.0003205485988063154
Position 507: 0.00031659314350508634
Position 11304: 0.00029973299697908564
Position 5157: 0.0002655624580324972
Position 1611: 0.0002105532837247199
Position 5767: 0.0001956347568034459
Position 2328: 0.0001799516323821521
Position 3747: 0.0001733438224742719
Position 6902: 0.0001677504931501849
Position 4096: 0.00014926631393106566
Position 687: 0.0001341340630048842
Position 7620: 0.00013176962198319637
Position 3024: 0.0001236907137478676
Position 148: 0.00011289168665781454
Position 4622: 0.00010008086342466447
Position 6974: 9.400157946845e-05
Position 6731: 9.089239711401039e-05
Position 2017: 8.903519718825713e-05
Position 946: 7.675132438642794e-05
Position 11734: 6.416897986244475e-05
Position 6418: 5.753727119488848e-05
Position 6527: 5.7307700979033634e-05
Position 3741: 5.6740010484511014e-05
Position 1658: 5.018754743590111e-05
Position 1466: 5.007596816218455e-05
Position 667: 3.948215219625019e-05
Position 1573: 3.789964073021803e-05
Position 660: 2.634097479332258e-05
Position 123: 2.1864829068211364e-05
Position 6028: 2.1843283916353017e-05
Position 568: 2.1070545649510536e-05
Position 1313: 2.0020087412878678e-05
Position 523: 1.6965763565271867e-05
Position 1192: 1.3989831922700436e-05
Position 239: 1.3726348141756944e-05
Position 745: 1.3573671090187595e-05
Position 498: 1.2882787642796742e-05
Position 311: 1.1183760102187378e-05
Position 1256: 1.0860783482575339e-05
