Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  1000
Partition function (log Z): 2.833918282283935

Sorted 5' Splice Sites (High to Low Probability):
Position 12495: 0.9305947045132881
Position 1564: 0.8699599207706553
Position 15292: 0.8286130240259626
Position 8720: 0.7865365946091736
Position 10773: 0.7401741038768452
Position 13038: 0.655545840706208
Position 7995: 0.47593396252923154
Position 15644: 0.4615990281828723
Position 12324: 0.37875623489904414
Position 437: 0.3684587035216447
Position 22747: 0.3278253936131494
Position 100: 0.28867213343139636
Position 16886: 0.2643121794094091
Position 16947: 0.25883732548453925
Position 407: 0.234395566068332
Position 15698: 0.22468145134790615
Position 10794: 0.22398462901246866
Position 15660: 0.13201193311579162
Position 1586: 0.12409166119677334
Position 721: 0.10621118301821898
Position 11142: 0.09954552471065871
Position 6229: 0.09704755453755577
Position 3453: 0.08641169961972649
Position 13259: 0.08120921509561789
Position 22981: 0.07194735732745644
Position 280: 0.060154888212874374
Position 26520: 0.05515584343130624
Position 13847: 0.04946665395657165
Position 172: 0.04883393757115048
Position 22921: 0.047309885563604506
Position 22715: 0.04376278713415872
Position 8578: 0.03279901809997279
Position 15857: 0.03075322549833748
Position 18639: 0.029283577455969528
Position 3226: 0.029218373248617577
Position 8416: 0.02617397592282951
Position 17826: 0.02424641049587015
Position 15310: 0.02399208797370563
Position 13907: 0.02378742356422012
Position 228: 0.02345249158830633
Position 10912: 0.020580585886105597
Position 13723: 0.020436836226041467
Position 16869: 0.019904739888648732
Position 14951: 0.01904097033294484
Position 12858: 0.018068427170081
Position 13879: 0.0178644781343665
Position 899: 0.016925593845698136
Position 8895: 0.016424730766797273
Position 15939: 0.015670416789605884
Position 10383: 0.015066328133993933
Position 19091: 0.014929866433313954
Position 17415: 0.014450635940577179
Position 1213: 0.013798374652372016
Position 862: 0.013266507441304132
Position 11150: 0.012664287170706303
Position 8914: 0.012555893885267176
Position 918: 0.012256432194553715
Position 14371: 0.01156734044538629
Position 8282: 0.011484165889868307
Position 95: 0.011400359148028677
Position 13338: 0.010150486489893886
Position 1993: 0.009993138215491065
Position 799: 0.009050875549305037
Position 2128: 0.008856498892724858
Position 10866: 0.008031810388064952
Position 12345: 0.007458534471244461
Position 16743: 0.007339069239029626
Position 13891: 0.006985904645072547
Position 1366: 0.006277257028272321
Position 8029: 0.006225845211226965
Position 60: 0.005438320542209988
Position 8206: 0.004921654159650704
Position 12885: 0.004890168875413067
Position 13574: 0.004796704621073002
Position 13102: 0.004739672028464591
Position 1359: 0.004536084705847824
Position 9758: 0.004262060189139952
Position 709: 0.003869498758630138
Position 10422: 0.003687284069113129
Position 13079: 0.0035860229516570265
Position 1530: 0.003479201234470899
Position 12060: 0.0033704590750970303
Position 495: 0.0032945510871363773
Position 10431: 0.0032869516628393413
Position 19665: 0.0028596404533134095
Position 2526: 0.002791421296124415
Position 12248: 0.0026663142223935232
Position 10391: 0.0025972165703038253
Position 14383: 0.002519981950008255
Position 1634: 0.002301619411368111
Position 9482: 0.002278474765439229
Position 2554: 0.0020659841113166632
Position 8533: 0.0020314123656951194
Position 1179: 0.001962468003543615
Position 12615: 0.0018649406668831445
Position 13464: 0.001751350765557521
Position 914: 0.001612417589484744
Position 15608: 0.0016032312522108235
Position 13043: 0.0015777617831648492
Position 1362: 0.001573035906594238
Position 15074: 0.0014627518144694827
Position 15457: 0.001455334403509351
Position 12140: 0.0012829149117354938
Position 3598: 0.0012153526835326208
Position 376: 0.0012035278308377615
Position 546: 0.0011552698523073519
Position 12740: 0.001153373406843186
Position 2543: 0.001014190156305225
Position 13105: 0.0010028923146036984
Position 13493: 0.0009447023726905416
Position 11750: 0.0009335963041453853
Position 13964: 0.0009241725561270718
Position 11232: 0.00086500536773755
Position 12928: 0.0007986070935809363
Position 7388: 0.0007586430006912238
Position 13359: 0.000736632667854595
Position 13481: 0.0007215393379160217
Position 110: 0.0007212173148303285
Position 1964: 0.000716614938705946
Position 8836: 0.000662499435605851
Position 15631: 0.0006139846193021254
Position 6276: 0.0005803246823427181
Position 10898: 0.0005796148574653646
Position 2210: 0.000552396062944672
Position 13121: 0.0005162813576541955
Position 177: 0.0005159094105932834
Position 12981: 0.0004964630860946193
Position 6315: 0.00048702834509656816
Position 18996: 0.0004372170856070256
Position 924: 0.00039707120085231935
Position 3899: 0.00036359251594578765
Position 11619: 0.00035944493363398446
Position 12349: 0.00035108476595450353
Position 5152: 0.00034661035980973985
Position 12567: 0.00032897581034749436
