Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  1000
Partition function (log Z): -7.79120884185552

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8847224800271948
Position 1176: 0.8373378909365303
Position 832: 0.09872581749746427
Position 807: 0.03607786435614062
Position 455: 0.02265833298591658
Position 826: 0.009073165033986488
Position 947: 0.006602253045075085
Position 410: 0.0033901392622309834
Position 240: 0.002765742360858263
Position 1383: 0.002610000509404228
Position 980: 0.002515179988076723
Position 1180: 0.0023331532905006835
Position 1503: 0.0020849576524037804
Position 174: 0.002048622493153058
Position 598: 0.0012964365306455928
Position 302: 0.0011863230097104059
Position 589: 0.0009597668348080971
Position 620: 0.0009375373614648845
Position 951: 0.0009337946407317158
Position 839: 0.000886306444059983
Position 1392: 0.0007690581258183903
Position 25: 0.0006418466377992637
Position 1569: 0.0004346474762351206
Position 1419: 0.00028099842113906906
Position 602: 0.0002609146603642636
Position 1889: 0.0002127366567761681
Position 1644: 0.00019725942649611192
Position 487: 0.00017114674236419313
Position 772: 0.00014921948597150254
Position 377: 0.00014307829293881067
Position 2276: 0.00013904342046857203
Position 215: 0.00013377707509507669
Position 1516: 0.0001301426294757351
Position 224: 0.00011619687192227343
Position 494: 0.00010857776053534437
Position 2070: 0.00010163390410041318
Position 791: 4.291392245132146e-05
Position 1341: 3.329125328270088e-05
Position 2105: 2.8059505631142028e-05
Position 631: 2.7048805972981042e-05
Position 38: 2.677544259633292e-05
Position 2225: 2.670470599375067e-05
Position 369: 2.5372802053965e-05
Position 669: 1.897463844474666e-05
Position 1197: 1.8914478625805153e-05
Position 73: 1.8510096019693872e-05
Position 902: 1.2914639219265303e-05
Position 40: 1.1022229962194453e-05
Position 870: 1.0778136640953839e-05
Position 2199: 7.884531855332915e-06
Position 977: 6.2741470546647815e-06
Position 683: 6.142056918417281e-06
Position 43: 4.544007719320471e-06
Position 794: 2.978675111349208e-06
Position 530: 6.655100539088092e-07
Position 432: 2.475506223021865e-07
Position 347: 2.412234816180278e-07
Position 217: 1.0648536603992984e-07
Position 700: 1.6522626468430212e-08
Position 1344: 1.554961949713815e-08
Position 524: 1.3175930369662844e-08
Position 1323: 1.2346602980793055e-08
Position 716: 1.1453413286347244e-08
Position 1317: 1.0728424178212062e-08
Position 1298: 9.168613055240857e-09
Position 1151: 7.927363514877638e-09
Position 836: 1.8449014619877872e-09
Position 333: 2.206759879764856e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5953839918311523
Position 1244: 0.3140961518976571
Position 1083: 0.12304009535884414
