Gene = CDCA8
index = 338
Annotated 5SS: [  367   616  3533  6560  8104  9401 10930 13150 14647]
Annotated 3SS: [  486  3491  6486  8017  9335 10833 13022 14559 15903]
SMsplice 5SS: [  161   367   616  6560  8104  9401 10930 14647]
SMsplice 3SS: [  257   486  6486  8017  9335 10833 14559 15903]
top_k =  1000
Partition function (log Z): 10.396161616358443

Sorted 5' Splice Sites (High to Low Probability):
Position 616: 0.9986297805498059
Position 367: 0.9982137796850686
Position 161: 0.9783091914730749
Position 14647: 0.8848277518330089
Position 8104: 0.8322299400367209
Position 6560: 0.8144890094605658
Position 10930: 0.7204118636342626
Position 9401: 0.7175281753727755
Position 5712: 0.422693770793309
Position 13150: 0.20547024475549397
Position 4454: 0.19707184661540178
Position 6330: 0.16990696377010694
Position 3533: 0.15873342264589474
Position 4448: 0.14528064197162702
Position 12814: 0.14229493749375013
Position 8081: 0.12303151812455233
Position 10090: 0.11741645625658098
Position 13309: 0.10494670877530109
Position 12508: 0.06722053594532965
Position 15413: 0.0598128869132414
Position 14920: 0.058105521820061026
Position 12807: 0.03539835341928155
Position 8120: 0.028172607863760756
Position 5936: 0.025814804455257783
Position 16111: 0.02545383087833416
Position 4507: 0.020955976919216638
Position 10918: 0.016811443181128958
Position 7038: 0.01651034525022439
Position 7851: 0.016319032009372493
Position 9468: 0.015612988819255998
Position 8330: 0.015016954717147833
Position 3966: 0.014950332312919475
Position 6609: 0.013224192156049882
Position 6315: 0.012924931037144009
Position 4794: 0.01269641084431712
Position 15787: 0.012350332382162108
Position 2350: 0.011327488458938492
Position 5921: 0.00943869864887948
Position 3857: 0.009002666891655246
Position 8026: 0.008696498425098498
Position 2599: 0.0065112150736212826
Position 9418: 0.006136481530520728
Position 5360: 0.005718904891095169
Position 16427: 0.005533016670863626
Position 9857: 0.0054636965517722335
Position 6931: 0.0044934268372907975
Position 7774: 0.004159303126616097
Position 15306: 0.00410196224264557
Position 6644: 0.004022423413561909
Position 5993: 0.003936111972767998
Position 2160: 0.0037511862040117117
Position 5470: 0.0033553278154842196
Position 6296: 0.003310227977854768
Position 8581: 0.0031555324088642697
Position 9535: 0.002721587555075472
Position 2706: 0.0024204851116217275
Position 1664: 0.0023262555863452264
Position 13155: 0.001971179931377676
Position 130: 0.001923880629365516
Position 8035: 0.001711270396132755
Position 14907: 0.001466735512923623
Position 15563: 0.0012425286396350827
Position 3390: 0.001113809455895676
Position 16106: 0.001045026891025759
Position 6806: 0.0009427083665651102
Position 2164: 0.0009282062977191143
Position 8576: 0.0009197933145302123
Position 5795: 0.0008722693647891032
Position 10830: 0.0008572622554036452
Position 15380: 0.0008536348279557324
Position 8594: 0.0007969163394914064
Position 15480: 0.0006964185800919208
Position 940: 0.0006143277474132896
Position 10321: 0.0005375103860637602
Position 419: 0.0005228944545107049
Position 4679: 0.00039634758277825775
