Gene = ATP5J2
index = 112
Annotated 5SS: [  33 6076 7015]
Annotated 3SS: [5967 6897 7805]
SMsplice 5SS: [  51 6183]
SMsplice 3SS: [5967 6897]
top_k =  1000
Partition function (log Z): -4.124768884036866

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.796845240410102
Position 6183: 0.48979405134958287
Position 6076: 0.4405571820158737
Position 5312: 0.4270107183287611
Position 7015: 0.3633526033944659
Position 33: 0.19110910540236248
Position 3044: 0.16412623818843583
Position 6671: 0.14080862389622054
Position 578: 0.09216317799514363
Position 2288: 0.06567490101806038
Position 5588: 0.06561305153976274
Position 514: 0.05738187927793398
Position 480: 0.039487872641255035
Position 2035: 0.03656082772915434
Position 4193: 0.03287107328388982
Position 6692: 0.024383465808980792
Position 4926: 0.017899031922476997
Position 7247: 0.01634226592459121
Position 475: 0.014608881893042882
Position 245: 0.014168995730192882
Position 6307: 0.011530156887602522
Position 4124: 0.01107214661578334
Position 2163: 0.0071874877742673406
Position 6097: 0.007179675140271538
Position 5433: 0.006391365917490075
Position 5370: 0.0062723667098126415
Position 5839: 0.005666841053203468
Position 5076: 0.005378331135995898
Position 7617: 0.00471714068824396
Position 5746: 0.004690837059589468
Position 555: 0.004688891189920082
Position 5339: 0.004497833258978136
Position 2646: 0.003695061997174768
Position 2511: 0.003686504057280856
Position 1419: 0.003316337283625594
Position 528: 0.0032154295350343854
Position 2895: 0.0032008140858176583
Position 5260: 0.0027590818266637744
Position 7176: 0.0025625023220672413
Position 2954: 0.0024999059476016497
Position 3070: 0.0024991514496509153
Position 5742: 0.002360782458125361
Position 2181: 0.0018451518915353435
Position 6093: 0.001794188678766561
Position 3067: 0.0016556318630926196
Position 5639: 0.001534575965719496
Position 7610: 0.0015210184721477621
Position 1162: 0.001459414192393916
Position 5236: 0.0013700021278472104
Position 6963: 0.0012095602947368217
Position 2230: 0.0011367864915237662
Position 259: 0.001100944885241053
Position 856: 0.0010592975321111191
Position 7413: 0.0008456924795891566
Position 3464: 0.0008176450367774019
Position 5230: 0.0007680996745482889
Position 7431: 0.0007430629593201838
Position 641: 0.0007323251745941726
Position 4255: 0.0006900229362613107
Position 1463: 0.0006387146096903369
Position 3294: 0.0006351727280790284
Position 5781: 0.0005898580063960032
Position 7630: 0.0005536019661662292
Position 4210: 0.000512800696406159
Position 5085: 0.00046584264350666533
Position 6908: 0.00044277322523861594
Position 1487: 0.0004357645258415718
Position 6454: 0.00043415964260181864
Position 2134: 0.0003033153775979106
Position 3022: 0.0002973236882458668
Position 3647: 0.0002870578737922898
Position 2050: 0.00028524499933593636
Position 816: 0.0002528497585898065
Position 7064: 0.00025264483959310267
Position 7649: 0.0001706852926706754
Position 25: 0.00014626332861943748
Position 6660: 0.00012630144319510192
Position 7433: 0.0001262570903342461
Position 1120: 0.00011619388113938162
Position 4880: 0.00010709367085168517
Position 2770: 9.91235655610836e-05
Position 538: 8.430042202849358e-05
Position 2463: 7.121692457568621e-05
Position 6920: 7.038773726192996e-05
Position 29: 6.510733833029832e-05
Position 2052: 5.1973111891643884e-05
