Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  7591  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  7413  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  1000
Partition function (log Z): 11.06459029905163

Sorted 5' Splice Sites (High to Low Probability):
Position 9915: 0.9804162819757722
Position 10859: 0.9742826501594635
Position 11048: 0.9717998373870125
Position 13068: 0.9581467097274642
Position 14946: 0.9147525107278774
Position 10661: 0.840904284240751
Position 533: 0.7930468936035376
Position 256: 0.7637737018899102
Position 15526: 0.6829050656023317
Position 7591: 0.5605412064126652
Position 4942: 0.5233727604547859
Position 4857: 0.3885771492940936
Position 956: 0.30819146725192115
Position 1610: 0.2700352838184854
Position 3739: 0.2310773436750126
Position 15921: 0.2276371221397882
Position 9564: 0.21258043626135834
Position 1978: 0.1419329030542442
Position 249: 0.13981863305675943
Position 17557: 0.11164151261611957
Position 9633: 0.10995715419815623
Position 5294: 0.10929507856335664
Position 7196: 0.10185628714740212
Position 12397: 0.10131390619519602
Position 14568: 0.09629402033195929
Position 938: 0.08455503720239377
Position 17992: 0.08339004011823552
Position 1111: 0.07178773531149803
Position 15060: 0.06946161893803932
Position 538: 0.06571280811473115
Position 9149: 0.06443612130314219
Position 10592: 0.05517010322365845
Position 14443: 0.05072208809502554
Position 281: 0.04962509897178999
Position 10268: 0.031094310517726462
Position 10191: 0.03015351855457212
Position 15875: 0.030150594500454958
Position 4916: 0.029327777036723544
Position 7570: 0.02895435413855312
Position 9418: 0.020400908933539248
Position 1069: 0.020283247620458703
Position 6875: 0.01992482044218587
Position 11658: 0.015841158289098524
Position 481: 0.013230142781620095
Position 12677: 0.01252202271771533
Position 864: 0.011221845153880475
Position 1961: 0.01116877163897286
Position 4873: 0.010999245266482119
Position 7191: 0.0106802169678977
Position 13269: 0.010474503308947067
Position 3560: 0.009887129097381186
Position 7928: 0.009152677374839744
Position 6017: 0.007857646166168025
Position 10833: 0.007057573555885203
Position 565: 0.006546376893046065
Position 11731: 0.006462988151412994
Position 9907: 0.006241210132393241
Position 11071: 0.006151274578116806
Position 10869: 0.005341404873723114
Position 12387: 0.0052593323075356135
Position 14564: 0.004659799348267127
Position 10675: 0.0034782927084665237
Position 15990: 0.00346404559129126
Position 8727: 0.0033738717928798313
Position 10790: 0.003292624611233258
Position 17799: 0.003221486559650741
Position 274: 0.0031702071189350445
Position 17497: 0.003155657223775574
Position 4862: 0.0030805288772310243
Position 14664: 0.0028691593593833157
Position 17387: 0.0028168028297909094
Position 13039: 0.0025888440050954955
Position 4380: 0.002542355260428641
Position 11104: 0.002452562350904427
Position 14958: 0.0023992316463872193
Position 6879: 0.0023694303109120574
Position 13862: 0.0021707841182386917
Position 20087: 0.0020345394768193073
Position 3283: 0.0019501870466321557
Position 612: 0.0019278550103175032
Position 796: 0.0018815764058142516
Position 19793: 0.0018441628560557867
Position 1852: 0.001781783508763316
Position 14999: 0.0014865631865540623
Position 15361: 0.0014235318847926294
Position 14611: 0.0012864913091320436
Position 11015: 0.001043899390204698
Position 15730: 0.0010329730729920627
Position 12433: 0.0010089447817044775
Position 17077: 0.000996876285584493
Position 10990: 0.0009694809438528487
Position 528: 0.0009668401734487479
Position 1235: 0.0008735681692447339
Position 25: 0.000791205948912072
Position 852: 0.0007609589881123729
Position 13590: 0.0007523943814215114
Position 2042: 0.0007315483331807878
Position 16629: 0.0007103681764245334
Position 17120: 0.0006832724998122839
Position 13018: 0.0006753254823801457
Position 6563: 0.0006373667994764928
Position 7043: 0.0005912860597851256
Position 13849: 0.0005694262074121097
Position 2189: 0.0005595405750289931
Position 2790: 0.0004903769016964368
Position 3163: 0.00041662187908247196
Position 4322: 0.00040982592207889864
Position 6583: 0.000373378084330974
Position 1318: 0.00037094450308357144
