Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  1000
Partition function (log Z): 6.875616901526332

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9961364793305783
Position 11599: 0.9847860879583413
Position 2738: 0.9837613722404973
Position 17508: 0.9448291708296489
Position 16780: 0.9375094832993547
Position 554: 0.9346326628618252
Position 4364: 0.9260473967503913
Position 22585: 0.9011126892791642
Position 28906: 0.8719583475739033
Position 180: 0.8675052067445245
Position 24780: 0.8634685067893858
Position 24536: 0.8516243777199064
Position 21825: 0.6216486349258294
Position 4198: 0.6200531712904832
Position 21649: 0.5742708860720782
Position 5464: 0.5355469611457816
Position 18205: 0.3895146826097187
Position 21666: 0.33678431933072694
Position 4806: 0.27846617181191147
Position 30039: 0.23101310393445104
Position 3163: 0.1739530573138468
Position 30461: 0.17323768022582306
Position 13345: 0.1615441725796868
Position 24307: 0.1501000711909107
Position 37120: 0.14114297661846403
Position 17650: 0.1394840834195715
Position 24828: 0.1324617486690714
Position 24220: 0.1300549588628446
Position 16032: 0.09874579040727298
Position 23470: 0.08539695427099817
Position 24027: 0.08069972214332878
Position 32968: 0.07237769348632539
Position 12020: 0.06997876409019388
Position 28265: 0.06959198631764796
Position 17003: 0.062150030469348395
Position 28590: 0.06193565585244091
Position 5122: 0.06044152372210827
Position 6932: 0.055949716823411724
Position 293: 0.05570055935705393
Position 16036: 0.055113703078295134
Position 1988: 0.054178762610356604
Position 7936: 0.052777574582794785
Position 31411: 0.04386218435978752
Position 7437: 0.03588446701074791
Position 4694: 0.03368708305554293
Position 2178: 0.03230856980664266
Position 30272: 0.032063993185828636
Position 14887: 0.03196692589247122
