Gene = UQCRQ
index = 1534
Annotated 5SS: [128 476]
Annotated 3SS: [308 927]
SMsplice 5SS: [132 476]
SMsplice 3SS: [308 927]
top_k =  1000
Partition function (log Z): -6.348050791051456

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.8394135066995764
Position 476: 0.5356613037833546
Position 128: 0.14165867261216208
Position 1042: 0.012267062330435544
Position 101: 0.0076113605438645
Position 1149: 0.004431109718171137
Position 156: 0.003657329199772408
Position 834: 0.0035238889348817703
Position 1296: 0.0018467720243509856
Position 141: 0.0012490708275048937
Position 1088: 0.0011709138605450085
Position 695: 0.000825399319661245
Position 1121: 0.0006942127538384819
Position 704: 0.0003852399814189386
Position 575: 0.00023367129566836457
Position 146: 0.0002040682225842638
Position 469: 0.00013912432650756032
Position 136: 0.00013848062592145384
Position 466: 8.8788851559956e-05
Position 433: 8.445248121981558e-05
Position 1079: 5.7614398763417944e-05
Position 728: 4.515422431657219e-05
Position 384: 3.295382150174231e-05
Position 1093: 3.217565531212926e-05
Position 1130: 2.1901769695766533e-05
Position 1242: 1.9959512626732885e-05
Position 361: 1.9197337852091334e-05
Position 1318: 1.206004030369392e-05
Position 894: 1.001451717812538e-05
Position 21: 9.56049226569644e-06
Position 755: 8.975682444575299e-06
Position 832: 7.038386827993105e-06
Position 1049: 6.550312992714025e-06
Position 1322: 5.956375083086882e-06
Position 107: 5.693086906344483e-06
Position 1091: 4.896100985620317e-06
Position 10: 4.7292657199653664e-06
Position 1347: 4.698332177219619e-06
Position 629: 3.497204741276379e-06
Position 1229: 3.2448780266285367e-06
Position 1133: 3.1522328619307437e-06
Position 453: 2.233338739521973e-06
Position 1397: 1.9189307462041776e-06
Position 1286: 1.0420855243087814e-06
Position 1341: 9.94768359567704e-07
Position 232: 9.852019043114447e-07
Position 88: 9.566994023369356e-07
Position 149: 5.285526568590104e-07
Position 300: 3.137950158800151e-07
Position 154: 9.950773926758587e-08
Position 160: 8.937703319201879e-08
Position 776: 7.397347692869799e-08
Position 333: 5.3604522217623036e-08
Position 225: 4.7401941356948744e-08
Position 34: 4.7032131364698287e-08
Position 211: 3.9002371493966464e-08
Position 788: 3.3455702617757655e-08
Position 480: 2.8491359059036425e-08
Position 529: 1.914193487363281e-08
Position 378: 7.287910089595677e-09
Position 585: 3.566502606310032e-09
Position 896: 5.740693778397843e-10
Position 289: 8.105974981489935e-12
Position 409: 5.8883870956042456e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 308: 0.7127340314596312
Position 927: 0.541766706302037
Position 1441: 0.11295743412800228
Position 1465: 0.04968637417351614
Position 781: 0.03811505152487035
Position 969: 0.02208527170109879
Position 393: 0.01341617836002046
Position 784: 0.008406141803212894
Position 929: 0.006897180758984807
Position 274: 0.006440099551655784
Position 1156: 0.005509972597921661
Position 625: 0.005286320503639878
Position 742: 0.003798096373273043
Position 421: 0.002806786408944307
Position 1205: 0.0025523180928511417
Position 752: 0.0023406705301297305
Position 936: 0.0022575487703800296
Position 1183: 0.002106665450717938
Position 278: 0.0019387379349768263
Position 368: 0.0016510772403671046
Position 1059: 0.0015453293504669922
Position 1370: 0.0012398933487809904
Position 1447: 0.0010545713616806223
Position 713: 0.0010163580367401224
Position 971: 0.0009766098817453072
Position 1282: 0.0009503595197308183
Position 374: 0.0008014183556561387
Position 849: 0.0006239486899045631
Position 821: 0.0005983973468770436
Position 694: 0.0005759760801553726
Position 567: 0.00048044596469693895
Position 202: 0.0003598806719465036
Position 390: 0.000283409637697781
Position 1091: 0.00021842793398689823
Position 999: 0.0002108430963052594
Position 1248: 0.00019686215476956334
Position 846: 0.00016246850819644703
Position 1414: 0.00015687804571985512
Position 1023: 0.00013397504488681152
Position 727: 0.00012555966397071976
Position 673: 0.00011586743572991491
Position 550: 0.00011509033719709357
Position 1253: 0.00010128925862924898
Position 1079: 9.941437422384212e-05
Position 1404: 8.922136907400173e-05
Position 333: 6.597670559694119e-05
Position 986: 4.660115267938857e-05
Position 992: 4.637101685262224e-05
Position 222: 4.508214738307764e-05
Position 1219: 4.196011729161094e-05
Position 208: 4.08285605378131e-05
Position 1153: 3.571055025522869e-05
Position 1074: 3.249171408395976e-05
Position 1295: 3.191297620996609e-05
Position 225: 2.761370643433336e-05
Position 216: 2.5588004430413013e-05
Position 832: 2.398373423776254e-05
Position 1286: 2.223872251776675e-05
Position 1192: 1.6051233465273934e-05
Position 1289: 1.358657983682767e-05
Position 505: 1.3366876103928291e-05
Position 520: 1.2330591586790708e-05
Position 526: 1.105064229350939e-05
Position 453: 1.0717300124335368e-05
Position 1211: 1.0673565143895834e-05
Position 523: 9.755596059189644e-06
Position 480: 8.923008699731542e-06
Position 1101: 7.88978503190259e-06
Position 517: 6.59152565230441e-06
Position 1250: 5.339701200798165e-06
Position 283: 4.343721196784059e-06
Position 211: 3.60609680619089e-06
Position 797: 3.351984619122265e-06
Position 499: 2.046039290624223e-06
Position 788: 1.656411478658705e-06
Position 529: 1.1870785520472451e-07
Position 178: 2.5045193774643813e-08
Position 173: 1.4748329878599842e-08
Position 667: 9.686336672022387e-09
Position 88: 7.080420563407946e-10
Position 112: 1.2576239437063799e-11
Position 154: 1.1534599234152444e-11
Position 118: 1.8312990366873576e-12
Position 1076: 8.062952771466615e-13
Position 123: 7.240746328948482e-15
Position 136: 1.9645117379134125e-15
