Gene = NUDCD2
index = 970
Annotated 5SS: [ 279 2579 3212]
Annotated 3SS: [2529 3059 6089]
SMsplice 5SS: [ 279 2579 3212]
SMsplice 3SS: [2529 3059 6089]
top_k =  1000
Partition function (log Z): -5.4990298980441015

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9815045504379205
Position 279: 0.8589447385519774
Position 2579: 0.7783399751597604
Position 2968: 0.5974465930837906
Position 3922: 0.10586742511231816
Position 2453: 0.09692503265757296
Position 2445: 0.09622726540403527
Position 10468: 0.08669924392563078
Position 2585: 0.08217898334398817
Position 1387: 0.07789669037691853
Position 2457: 0.05618429312920133
Position 6371: 0.04114951946873684
Position 411: 0.03732133622573749
Position 255: 0.02679876772920365
Position 189: 0.02609534211854999
Position 61: 0.02370235803723462
Position 3426: 0.02258217419303412
Position 646: 0.020504751800290644
Position 449: 0.01938704488049822
Position 6801: 0.019337030032950054
Position 6142: 0.018491913340339675
Position 6288: 0.016954046321314097
Position 2709: 0.014527026580722881
Position 814: 0.01279071445649948
Position 3234: 0.01177230922913914
Position 1146: 0.010278440357575747
Position 2746: 0.00971692082831434
Position 9230: 0.008355747511311132
Position 2933: 0.007867013093803218
Position 635: 0.007405291632194716
Position 5234: 0.005824679470767869
Position 422: 0.005257551523068957
Position 1065: 0.004850191825523729
Position 123: 0.004268449266719969
Position 1689: 0.003928365360253406
Position 2841: 0.003620718014257106
Position 4139: 0.003518327113713041
Position 3704: 0.0024826772020498295
Position 5723: 0.0013395764087474806
Position 742: 0.0012996776577316061
Position 3228: 0.0012223206814195935
Position 1927: 0.0011776573474946506
Position 6827: 0.0010319370917549519
Position 2927: 0.001001351348864628
Position 940: 0.0009902498534270722
Position 1750: 0.0009303371820206448
Position 6270: 0.0009153717838120839
Position 2427: 0.000912772825771107
Position 2855: 0.0008157398876303163
Position 2416: 0.000656952978870397
Position 417: 0.0004177595627210861
Position 171: 0.00039502333114153654
Position 9178: 0.0003929022305166876
Position 128: 0.00038327033862887376
Position 803: 0.00036395561358166774
Position 1110: 0.00035450479149506134
Position 3029: 0.00031296405356140135
Position 251: 0.0002719048871084686
Position 152: 0.0002654947433097473
Position 656: 0.00025725456374348484
Position 4060: 0.0002440378305156002
Position 4099: 0.00024321313164743746
Position 2974: 0.0002267401330052355
Position 221: 0.00018719580810836655
Position 4036: 0.00016678003638700254
Position 42: 0.0001615499298618753
Position 4130: 0.0001449868042615485
Position 2334: 0.00013630817822696885
Position 1441: 0.00013217046279088645
Position 8888: 0.00012675286421662488
Position 5418: 0.00010839566801996162
Position 5097: 0.00010696059717611483
Position 2727: 0.00010630127503864252
Position 301: 9.401608703438173e-05
Position 2650: 8.2642996020882e-05
Position 1331: 7.980161538260669e-05
Position 1866: 7.297160979114434e-05
Position 2260: 7.28045297671049e-05
Position 1120: 7.256725073533229e-05
Position 183: 6.983854386913569e-05
Position 1655: 6.826875566125901e-05
Position 1209: 6.761656894363549e-05
Position 3676: 5.6609618318050535e-05
Position 1391: 4.946966798352716e-05
Position 1784: 4.344305153403067e-05
Position 916: 4.011305477631523e-05
Position 2820: 3.795634411626612e-05
Position 306: 3.6242241224069036e-05
Position 3240: 3.5079322594329316e-05
Position 4116: 3.458377014746058e-05
Position 556: 2.9356389210940988e-05
Position 2750: 2.9119172702035097e-05
Position 1591: 2.754301944055777e-05
Position 1340: 2.6658107624549038e-05
Position 1401: 2.50266398025457e-05
Position 4548: 2.349265859723315e-05
Position 3632: 1.9242428532030085e-05
Position 3448: 1.6298006654445206e-05
Position 3456: 1.2268185938417568e-05
Position 4498: 8.49280094933499e-06
Position 5424: 8.279599745571399e-06
Position 3161: 6.62411062550631e-06
Position 120: 6.3901169578644094e-06
Position 115: 4.417182812453105e-06
Position 3365: 4.003812400198736e-06
Position 4197: 3.0506991830636985e-06
Position 92: 2.692789015425038e-06
Position 243: 2.5862187306544146e-06
Position 140: 1.9862998872703903e-06
Position 351: 1.9164977986437493e-06
Position 3216: 1.270399550745738e-06
Position 28: 1.0579439821126094e-06
Position 456: 8.504876809616293e-07
Position 3419: 8.056451147706643e-07
Position 101: 6.71015204486968e-07
Position 356: 5.663086440235368e-07
Position 3074: 3.2957200095640487e-07
Position 173: 3.0223940926767693e-07
Position 806: 2.3749456525273823e-07
Position 17: 1.2521522029269698e-07
Position 977: 1.0860397748720836e-07
Position 3337: 9.833697076966845e-08
Position 618: 8.411614752380107e-08
Position 149: 8.034183413563619e-08
Position 3680: 6.839674469705652e-08
Position 335: 5.097354914214265e-08
Position 358: 3.133563386642444e-08
Position 373: 2.6837083163721027e-08
Position 486: 1.8908860929899076e-08
Position 299: 1.006773927698682e-08
Position 831: 7.698459672558321e-09
Position 3636: 1.8621144785515144e-11
Position 2719: 9.192316150900949e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3059: 0.8829335409539794
Position 2529: 0.7835759832454037
Position 2649: 0.3086262251260619
Position 2668: 0.2913159999791658
Position 6089: 0.26840780477646875
Position 11959: 0.14360158628798297
Position 2334: 0.11361698670231986
Position 10362: 0.08115617794046759
Position 3986: 0.07679931228947992
Position 3794: 0.06490877883953461
Position 3134: 0.06242538054024375
Position 2310: 0.06188929960256276
Position 2506: 0.05945317777126495
Position 11060: 0.059179476792246596
Position 11033: 0.054470104588934545
Position 1313: 0.05207642987682035
Position 2350: 0.051556075296376715
Position 9750: 0.04716308430161045
Position 12423: 0.04180180687658542
Position 13202: 0.03627240249474916
Position 3821: 0.03551245293291391
Position 3094: 0.0353329724957828
Position 11987: 0.03350726013199746
Position 9051: 0.028472868496768534
Position 7152: 0.01965432357418248
Position 1199: 0.01854249006868009
Position 2290: 0.018504314172277967
Position 2877: 0.0179729828526074
Position 3611: 0.017945037735821085
Position 12501: 0.016940680360829095
Position 6692: 0.016812703829347037
Position 9335: 0.016114045367435884
Position 10707: 0.014988476659721466
Position 5130: 0.014344038728742823
Position 383: 0.014247588831327665
Position 8423: 0.013635783187159552
Position 3323: 0.013494293572371325
Position 11788: 0.013314397105575287
Position 6109: 0.01101311026416869
Position 2554: 0.010914781592614907
Position 10341: 0.010889266060116828
Position 8684: 0.010677200518363426
Position 3061: 0.010140332238778747
Position 536: 0.009637649550719468
Position 7033: 0.009349367761975638
Position 10572: 0.00927725198307747
Position 491: 0.008934477555872695
Position 3734: 0.008915278698571135
Position 2780: 0.008789986238599657
Position 3326: 0.008302531521767425
Position 2257: 0.008153910653562196
Position 9402: 0.007888851445855556
Position 11292: 0.0077665817086749
Position 2218: 0.007646215117504721
Position 6561: 0.007138035347429626
Position 7629: 0.006876667605861411
Position 13136: 0.005650824770611235
Position 4203: 0.005331610369483007
Position 1560: 0.005269456629203192
Position 10942: 0.00500852590646999
Position 13161: 0.004706259206466152
Position 4409: 0.004551384939173011
Position 1002: 0.004543203693044171
Position 443: 0.004499933517273116
Position 3948: 0.004419579042929062
Position 2881: 0.0038305744096725053
Position 8537: 0.003378703036571718
Position 9430: 0.0033753541787621914
Position 320: 0.003306852706731603
Position 3703: 0.0032650980707342437
Position 6054: 0.0031856772311639526
Position 7444: 0.003079750549131509
Position 593: 0.002937543611801393
Position 1059: 0.002705156934486039
Position 12369: 0.002696998532526267
Position 3066: 0.0026527265983727582
Position 12752: 0.002541259971304215
Position 4781: 0.0025179622960447685
Position 896: 0.0024392154551936
Position 4102: 0.0023502727998410927
Position 4838: 0.002346569055759896
Position 9405: 0.0023025390123409136
Position 3306: 0.0022716944349789733
Position 5533: 0.0021902510174500287
Position 915: 0.00216537167894911
Position 5082: 0.0021452041298105403
Position 448: 0.0021447104107123307
Position 9498: 0.0020519072549728644
Position 8384: 0.0019035961316089416
Position 4891: 0.0018078262725018462
Position 6208: 0.0017695020262686087
Position 8089: 0.0017616089358728705
Position 9433: 0.00172374253916972
Position 6987: 0.0016604638224551323
Position 1292: 0.0016594684470141196
Position 11991: 0.001553990590935016
Position 3387: 0.0015007763677142298
Position 6205: 0.0014643972418059421
Position 149: 0.0014362350550635179
Position 4239: 0.0014349681294558477
Position 8972: 0.0014307286464757627
Position 2391: 0.0014281454190110368
Position 1357: 0.001283595250963512
Position 7626: 0.0012817635274344516
Position 5333: 0.0011187602084430084
Position 158: 0.0011051981512747659
Position 11270: 0.0010680663325029693
Position 7473: 0.0010470930920464692
Position 7401: 0.0010112594520845647
Position 8114: 0.001001346485424501
Position 5252: 0.0009234916434558283
Position 7768: 0.0009018355192722285
Position 2234: 0.0008373776791873158
Position 188: 0.0008146435465451332
Position 212: 0.000787524069636148
Position 183: 0.0007803723340967346
Position 7828: 0.0007160134604281802
Position 967: 0.0007026289614404383
Position 2360: 0.0006982310229005258
Position 330: 0.0006335836462072046
Position 9906: 0.0006127261709487837
Position 3149: 0.0005794647904117675
Position 939: 0.0005698322329535244
Position 6335: 0.0005693472210987054
Position 4743: 0.0005405894701382468
Position 4358: 0.0005353076391104815
Position 8253: 0.0005193568900295255
Position 5336: 0.00048732433222779825
Position 3483: 0.0004558728872974905
Position 3825: 0.00045197952525934056
Position 10053: 0.0004213253556152279
Position 9833: 0.00039863372459408413
Position 6401: 0.00038843495933131486
Position 8662: 0.00036538490274144313
Position 7202: 0.00033828997071191815
Position 1838: 0.00033492141913931615
Position 1227: 0.0003336154724057766
Position 765: 0.0003072559852449806
Position 1588: 0.0002961586310691447
Position 8033: 0.0002797905705728805
Position 2719: 0.0002791519488609548
Position 306: 0.0002789320387961697
Position 198: 0.00027859815612873767
Position 1174: 0.00027602248214570976
Position 2791: 0.00026394985857572633
Position 8446: 0.0002592260440759696
Position 8657: 0.00025815700432579375
Position 3348: 0.00025543435539329646
Position 8887: 0.000254177629812932
Position 3100: 0.00024836313693953245
Position 6633: 0.0002482078220004079
Position 4622: 0.00024638202511794246
Position 4542: 0.00024390229896643163
Position 565: 0.00021937174914743457
Position 233: 0.0002124499011540278
Position 5028: 0.0002094386188483827
Position 504: 0.00020802032358717738
Position 1331: 0.00018785688162006054
Position 7238: 0.00018022102612206848
Position 5882: 0.0001752077332047244
