Gene = SSC4D
index = 1338
Annotated 5SS: [  282  5389  8688  9410 10976 12178 14443 15866 16291 17732]
Annotated 3SS: [ 5189  8651  9103 10897 11862 14364 15790 15978 17653 19319]
SMsplice 5SS: [  282  4041  6621  8733  9410 10976 12178 14443 15866 16291 17732]
SMsplice 3SS: [ 3940  6489  8651  9103 10897 11996 14364 15737 15978 17653 19319]
top_k =  1000
Partition function (log Z): 10.02080083851544

Sorted 5' Splice Sites (High to Low Probability):
Position 15866: 0.9948727480461315
Position 282: 0.983480790564694
Position 6621: 0.9393815902486604
Position 17732: 0.8620963113991182
Position 12178: 0.71470104475814
Position 16291: 0.6924115631267536
Position 10976: 0.6748570655174501
Position 9410: 0.6637676336669518
Position 14443: 0.5063957083355289
Position 8733: 0.4411154188456571
Position 66: 0.3597881363938212
Position 1486: 0.3191579073249163
Position 10980: 0.29482667814534247
Position 8688: 0.2624592979337831
Position 14473: 0.23865907783626766
Position 5389: 0.22869980280615249
Position 17949: 0.1966512355646637
Position 12215: 0.19104226988617753
Position 16309: 0.16754659130165236
Position 5318: 0.128717052737601
Position 14479: 0.08567141447096942
Position 11883: 0.08503785247666824
Position 14657: 0.08163866109179217
Position 13512: 0.0733107618372276
Position 14484: 0.06867940462274112
Position 19387: 0.06142134357694953
Position 702: 0.059047758874518304
Position 4265: 0.05425535110765432
Position 5586: 0.052726682953906305
Position 9641: 0.04735802216826265
Position 14575: 0.041594483685687904
Position 14760: 0.037728420340012836
Position 9214: 0.037269169985085136
Position 16009: 0.03580357528999313
Position 7703: 0.03555814334743482
Position 17911: 0.035034814825257166
Position 11863: 0.032960669587726615
Position 4283: 0.032286325975616724
Position 8554: 0.028800703787121854
Position 11580: 0.026652670479334856
Position 18364: 0.021181563900792153
Position 11752: 0.02058733142287574
Position 14579: 0.019421743210556692
Position 1368: 0.018758478129117854
Position 16514: 0.01839626804905498
Position 999: 0.01764083665374784
Position 13255: 0.014052198534470676
Position 9498: 0.013834515717942936
Position 14488: 0.012629891542458855
Position 12386: 0.010621597163083465
Position 8881: 0.01054644570849464
Position 7870: 0.008740479232423872
Position 755: 0.008319787170479659
Position 11874: 0.007350560751934507
Position 11804: 0.007105304253428369
Position 16556: 0.0069301510497302805
Position 1870: 0.0064048469135682745
Position 12537: 0.005975426138152153
Position 10452: 0.005769002386288468
Position 16188: 0.005383338902436771
Position 15996: 0.004795099379358814
Position 11985: 0.004265884132448829
Position 11526: 0.004042795063349083
Position 11662: 0.004037228343862089
Position 12130: 0.0037535073832543633
Position 17407: 0.0035679950069553283
Position 14644: 0.0035514936986884766
Position 604: 0.0031549205069441237
Position 16061: 0.0031244208287890835
Position 17756: 0.0030811737259137223
Position 6877: 0.0030351197711349373
Position 16032: 0.002857405010073784
Position 17462: 0.0025604772846378873
Position 17736: 0.0023612248602408454
Position 22: 0.002358115435389978
Position 321: 0.0020149079936792906
Position 11590: 0.002004832509148876
Position 10356: 0.0017983938289169916
Position 8989: 0.0017405348738218477
Position 840: 0.001673148648476838
Position 10991: 0.0016519469352358868
Position 3179: 0.0016107745531875146
Position 15905: 0.001303873446216798
Position 12572: 0.001256334341069018
Position 4086: 0.0011640396883451352
Position 11315: 0.0011449917510492564
Position 14683: 0.0010924178100470139
Position 13770: 0.0010151178693603858
Position 4751: 0.0010007429204036238
Position 13485: 0.0009956745177196634
Position 10438: 0.0009028790709809773
Position 13370: 0.0008886508821965157
Position 3136: 0.0008838233532119221
Position 9342: 0.0008283651255474084
Position 9115: 0.0008092756305149142
Position 580: 0.0008059685168581821
Position 4315: 0.0007889144219902623
Position 12689: 0.0007808211514570184
Position 10010: 0.0007678029905393471
Position 6950: 0.0007211012108787267
Position 4558: 0.0007173978676214652
Position 11192: 0.0007123357048567735
Position 11946: 0.0007065038074778292
Position 6579: 0.0006504676075978025
Position 13684: 0.0006504191506239484
Position 523: 0.0006373449775390386
Position 12935: 0.0006169162475667706
Position 8583: 0.0005986169806138158
