Gene = ZNF316
index = 1610
Annotated 5SS: [ 126  688 1820 4641 5443 5752 6627 7272]
Annotated 3SS: [  523  1719  4502  5059  5641  6499  7157 14980]
SMsplice 5SS: [ 126  688 1820 4641 5752 6627 7272]
SMsplice 3SS: [  591  1719  4502  5641  6499  7157 14980]
top_k =  1000
Partition function (log Z): 9.966555696485564

Sorted 5' Splice Sites (High to Low Probability):
Position 5752: 0.9954913754729965
Position 7272: 0.9881481044067175
Position 6627: 0.9660276019012974
Position 4641: 0.9212796967087695
Position 1820: 0.9196560648760698
Position 126: 0.8545670080167901
Position 688: 0.6710334190506823
Position 11264: 0.33658349177309227
Position 5443: 0.33647920335568565
Position 4892: 0.30557417861185304
Position 7430: 0.29479032752145434
Position 7441: 0.2594919310366853
Position 805: 0.13301017406150842
Position 15084: 0.1277973183258491
Position 14742: 0.11754414794882852
Position 5208: 0.1092096446578005
Position 10870: 0.10281308948806273
Position 3067: 0.08963031413983627
Position 3634: 0.0887632032976269
Position 10212: 0.0878218738329009
Position 5150: 0.0795053285468657
Position 9521: 0.07510092229639942
Position 15049: 0.06965042981675815
Position 6941: 0.06615500052057686
Position 4322: 0.06477454128389169
Position 4669: 0.05691350187471991
Position 7446: 0.052248545611383035
Position 13478: 0.04984035304102272
Position 6895: 0.04934031619905354
Position 171: 0.04924370093426089
Position 692: 0.04789148595446202
Position 301: 0.047566188411282524
Position 1646: 0.032687340655606516
Position 13655: 0.03194321971563195
Position 3119: 0.028240556728259092
Position 3679: 0.027250290398667762
Position 5274: 0.024928039323923647
Position 2103: 0.022283738375093808
Position 1964: 0.02108815875427437
Position 2603: 0.020918344154073204
Position 11396: 0.01840707225719601
Position 655: 0.01704468208888468
Position 3382: 0.01615719796439349
Position 13385: 0.015557457917448912
Position 3401: 0.015092636155098225
Position 148: 0.013641626085534903
Position 3081: 0.01177264621872951
Position 5352: 0.011474961220822798
Position 11210: 0.011219310362683832
Position 4867: 0.010559897249692767
Position 15162: 0.010163681727711224
Position 1868: 0.010098016277474885
Position 751: 0.009830279522465655
Position 376: 0.009377938171758827
Position 5217: 0.009278250325568546
Position 1525: 0.00817739018311647
Position 9310: 0.00751361086700707
Position 2784: 0.007230195800809027
Position 5488: 0.0071236471470300195
Position 5292: 0.0068288802372004544
Position 13356: 0.006369750325043136
Position 4282: 0.006065293854785795
Position 6831: 0.005097064855132389
Position 4286: 0.004999224674014785
Position 11913: 0.004792341609484057
Position 884: 0.004661554324253458
Position 12012: 0.0045822552556547885
Position 5263: 0.004346392304411957
Position 2967: 0.004016337697769856
Position 10146: 0.003950082294615702
Position 1008: 0.0036651437151749558
Position 5156: 0.0036380916187120655
Position 6108: 0.0035185987120126363
Position 13210: 0.003483508187291256
Position 13390: 0.003360973450426675
Position 5000: 0.0031895751463295067
Position 2627: 0.0029443807910592
Position 853: 0.002902417283059683
Position 3789: 0.0028360561717721026
Position 11334: 0.002770994702896611
Position 12727: 0.002174237238414761
Position 10813: 0.0021658899670552473
Position 6947: 0.002074161997285899
Position 2447: 0.002070999333002236
Position 7295: 0.0020046950311713584
Position 8820: 0.001866949275866075
Position 4294: 0.001819171741180856
Position 11416: 0.0018098427487494221
Position 5410: 0.0017919096062695098
Position 9771: 0.0015900914034246373
Position 11187: 0.0015296222131545442
Position 4625: 0.001516502686781107
Position 130: 0.0013113161406114748
Position 11935: 0.001290021714466437
Position 3898: 0.0012807146845063625
Position 6731: 0.0012063641410409054
Position 5781: 0.00118047529122832
Position 1290: 0.0010872715012324446
Position 524: 0.0010027487951650895
Position 3077: 0.0009704838273323548
