Gene = ZZZ3
index = 1628
Annotated 5SS: [    74  41137  41275  43210  50809  98142 100680 100883 101661 103132
 103885 106591 114327 116578]
Annotated 3SS: [ 41002  41211  43055  49252  98002 100531 100766 101588 103029 103788
 106437 114191 116476 116873]
SMsplice 5SS: [    74   7144  41137  60967  79237  97892  98142 100680 100883 101661
 103132 103885 106591 114327]
SMsplice 3SS: [  6968  41002  60868  79147  97828  98002 100531 100766 101588 103029
 103788 106437 114191 115634]
top_k =  1000
Partition function (log Z): -63.39614730050653

Sorted 5' Splice Sites (High to Low Probability):
Position 7144: 0.8150722833885654
Position 638: 0.49701182591900456
Position 2628: 0.28957251750031765
Position 612: 0.25992027064388584
Position 367: 0.2352763093507542
Position 2851: 0.13235969889312227
Position 3749: 0.11027592671229407
Position 6018: 0.10195777170079248
Position 2650: 0.09368738079899903
Position 5581: 0.08011504873633706
Position 6510: 0.077213257696699
Position 247: 0.06450128624675217
Position 2791: 0.04605050478072901
Position 4008: 0.02628138237519183
Position 719: 0.014548193088061715
Position 6459: 0.012891095286769254
Position 163: 0.010904391434534436
Position 1063: 0.010800941141740782
Position 6761: 0.010323064786270065
Position 3320: 0.009624001667408061
Position 6493: 0.00706972832309403
Position 78: 0.00679313488850346
Position 581: 0.005983100957543798
Position 4113: 0.005680285892838049
Position 11208: 0.005156083002513584
Position 7118: 0.004700226597741101
Position 6993: 0.004643809249760088
Position 1293: 0.004490051462394192
Position 4180: 0.003864897573772579
Position 3651: 0.0030088799702556925
Position 3626: 0.0029007660813753825
Position 296: 0.002752504556474871
Position 411: 0.0027191207778379024
Position 2007: 0.002715002597073595
Position 2044: 0.002642489919357374
Position 81: 0.0024959422298811
Position 398: 0.002200095240063565
Position 529: 0.002164453686828475
Position 2187: 0.0016490097091679905
Position 2201: 0.001439310580484956
Position 1039: 0.0008578300107720525
Position 113: 0.0006851281060997908
Position 2469: 0.0005490815199417258
Position 1075: 0.00045959266906932483
Position 2540: 0.00045649496902599367
Position 361: 0.000393239702890867
Position 37: 0.00037193680811216406
Position 2838: 0.0003287992973726599
Position 869: 0.00032682168606690173
Position 1370: 0.0003178758976254084
Position 1766: 0.00027553821512881345
Position 1772: 0.0002744640684086276
Position 1706: 0.00023385626506665144
Position 1632: 0.0002138819750968316
Position 2369: 0.00019845926431082402
Position 1834: 0.0001899811844318474
Position 1406: 0.0001544526782593385
Position 669: 0.00014519081835786827
Position 5057: 0.00013094535037263356
Position 5225: 0.00011031673956398067
Position 2640: 9.367405270135946e-05
Position 1678: 8.547180162855761e-05
Position 3124: 8.544766175586182e-05
Position 3199: 8.48403184171555e-05
Position 2305: 8.3519917949914e-05
Position 441: 7.461588772000557e-05
Position 371: 6.982076919756069e-05
Position 493: 6.611283733109317e-05
Position 684: 6.381964102712344e-05
Position 542: 5.2581706995579414e-05
Position 2674: 2.583944810363484e-05
Position 125: 2.0112800360471305e-05
Position 264: 1.9313894020895942e-05
Position 103: 1.2432328937946724e-05
Position 423: 1.0114430709591106e-05
Position 454: 4.928536593231205e-06
Position 2599: 3.1984579409171023e-06
Position 2867: 2.8459889450656997e-06
Position 421: 2.615879103528733e-06
Position 146: 2.4141163260242133e-06
Position 12: 2.2250430483736874e-06
Position 15: 1.5371132741343497e-06
Position 342: 6.993648779112606e-07
Position 520: 2.8404172622400216e-07
Position 280: 1.7306158223686483e-07
Position 643: 1.2448257513435751e-07
Position 270: 1.223741191094527e-07
Position 695: 1.0207706381461641e-07
Position 631: 9.257983739073613e-08
Position 307: 7.468219214637255e-08
Position 705: 6.917603951981751e-08
Position 495: 1.9057403540859322e-08
Position 1568: 4.614613111950412e-09
Position 578: 2.472133274594766e-09
