Gene = SSX2IP
index = 1346
Annotated 5SS: [  175 19369 19900 20865 24424 26129 28091 28348 32228 34198 34714 38663
 40184]
Annotated 3SS: [19236 19729 20651 24312 25992 28014 28169 32076 34060 34539 38547 40017
 42937]
SMsplice 5SS: [  175 10208 19369 19900 20865 24424 26129 28091 28348 32228 34198 34714
 38663]
SMsplice 3SS: [10157 19236 19729 20768 24312 25992 28014 28169 32076 34060 34539 38547
 46085]
top_k =  1000
Partition function (log Z): 5.40837097309285

Sorted 5' Splice Sites (High to Low Probability):
Position 19900: 0.9934272583167089
Position 10208: 0.9915034727622725
Position 24424: 0.9883676279964787
Position 175: 0.9663364029937831
Position 28091: 0.9618100405954106
Position 34714: 0.9115732659187581
Position 20865: 0.860957876629475
Position 34198: 0.7116347233176545
Position 32228: 0.7040173001802424
Position 30200: 0.6601347883220704
Position 28348: 0.6382920929833305
Position 26129: 0.6013038389538259
Position 38663: 0.5207278151353151
Position 26991: 0.43763801721732054
Position 19369: 0.42634975424810834
Position 24124: 0.3615864330642457
Position 4784: 0.24728388304099863
Position 30509: 0.24455778192211294
Position 20698: 0.2388039235167678
Position 27676: 0.22728888000347405
Position 35313: 0.2261937885037297
Position 32254: 0.20850358915472586
Position 23980: 0.18776298667368244
Position 35023: 0.16436660330743433
Position 45430: 0.1327685505575756
Position 19357: 0.12664951283482573
Position 40184: 0.12560108853683344
Position 33576: 0.10330668245470392
Position 22903: 0.08804845265611942
Position 25765: 0.0879151943319913
Position 25772: 0.07426258145621675
Position 14332: 0.07226350910880075
Position 27920: 0.07035933029891572
Position 43048: 0.07004237950450448
Position 8718: 0.06647744253937139
Position 19303: 0.06087568042362287
Position 28579: 0.060753384733101594
Position 494: 0.050925852499572696
Position 392: 0.05008780335046168
Position 14694: 0.04995932043573694
Position 37023: 0.04799572994227408
Position 25635: 0.04790187348494154
Position 32271: 0.03749869553658347
Position 2273: 0.03600596851374774
Position 13087: 0.032897562856012856
Position 26302: 0.031876791262442514
Position 7882: 0.030156319848800614
Position 36543: 0.02948943640116784
Position 26610: 0.026916482236369214
Position 8348: 0.02669978002991798
Position 12281: 0.0258906429914893
Position 24765: 0.025172490395941844
Position 36734: 0.025117011909923614
Position 23353: 0.023244905458958676
Position 6908: 0.02321939078492414
Position 1268: 0.02247428787848844
Position 30193: 0.018941273023254223
Position 32149: 0.01894014360209933
Position 32123: 0.018792945195490872
Position 23998: 0.017454337729726696
Position 21094: 0.01634653832188468
Position 34160: 0.015298286469762598
Position 9431: 0.014359950903335498
Position 7578: 0.0136921221234736
Position 14545: 0.012986462107754814
Position 14402: 0.012972267471051239
Position 34069: 0.012245547589875514
Position 28075: 0.012077699668498828
Position 40875: 0.011775498665984934
Position 19551: 0.011378029379963643
Position 22237: 0.01105293880670438
Position 1501: 0.010570686593556013
Position 14601: 0.010152690670726293
Position 34143: 0.010000186789160708
Position 23154: 0.009829840432690203
Position 14874: 0.009690116155040333
Position 35730: 0.009644083706121354
Position 40410: 0.009496977741043158
Position 29024: 0.00905935770309782
Position 1728: 0.009009158082410823
Position 4981: 0.008895422345919522
Position 20985: 0.00843665196617022
Position 34753: 0.008267889062486329
Position 2242: 0.007569079947382193
Position 3971: 0.007214459554553878
Position 27982: 0.007155219852383447
Position 5961: 0.007128294993706803
Position 31288: 0.006888166028487856
Position 22156: 0.006346216224962762
Position 7368: 0.006209083431758449
Position 29011: 0.005775488207380847
Position 3909: 0.0055383781464511265
Position 34294: 0.005400705935408606
Position 15350: 0.005172183566784545
Position 22186: 0.005140671237451598
Position 8748: 0.005083162690554408
Position 21197: 0.004856804476525119
Position 22874: 0.00469339039180768
Position 4971: 0.004681911677794679
Position 31812: 0.00454399795943802
Position 4033: 0.004478317680593651
Position 35027: 0.004365026845209192
Position 3837: 0.004295088685705198
Position 1076: 0.004289609247869242
Position 23136: 0.004120043126841024
Position 11662: 0.003978224600302572
Position 5527: 0.00393623806238565
Position 7811: 0.003915511018371208
Position 8977: 0.0038469279243182842
Position 23975: 0.0037788614240610746
Position 27074: 0.003762204583170709
Position 21213: 0.003682917445807975
Position 27474: 0.003602083191963591
Position 28258: 0.0035727092877084463
Position 23427: 0.0034333011619816774
Position 24658: 0.0034103938666492067
Position 17947: 0.00339866806995159
Position 24377: 0.00329596861176396
Position 7221: 0.003281145909375136
Position 16367: 0.0032248364666405023
Position 5324: 0.0031016479624057613
Position 33774: 0.002938813283383423
Position 10241: 0.002902652190868272
Position 9342: 0.0026815218706588173
Position 25340: 0.0026103035960837076
Position 3437: 0.0025028395870007594
Position 4894: 0.002492753195569157
Position 15429: 0.0024915709246099483
Position 1272: 0.002390906104878493
Position 2224: 0.0023679931414172075
Position 7626: 0.002358107628084972
Position 7795: 0.0022712101712517993
Position 5057: 0.0022643187493834784
Position 8771: 0.0022559225514473965
Position 28587: 0.002169373097689217
Position 270: 0.002077403260685453
Position 24781: 0.0019619718066583303
Position 3645: 0.0018507775971767378
Position 12214: 0.00179322810921199
Position 2676: 0.0017005711901100153
Position 32249: 0.0016367527369437111
Position 2688: 0.0015736206017562338
Position 6938: 0.0015241971141927437
Position 9087: 0.001473386985057229
Position 8370: 0.001396847395563373
Position 26291: 0.0013577120305573642
Position 143: 0.0013530958901165578
Position 385: 0.0013251959049433288
Position 30445: 0.0013171130803116178
Position 2256: 0.0012656213311295899
Position 1089: 0.001262808980291001
Position 6301: 0.0011641908589500743
Position 5107: 0.0011503094789741028
Position 2220: 0.0010849562081182785
Position 1479: 0.0010653429339946639
Position 4938: 0.0010418652151179153
Position 22268: 0.0009214097119917866
Position 25760: 0.0008764559211928482
Position 344: 0.0008695513761813363
Position 6343: 0.0008516910195675496
Position 8605: 0.0008409136010672529
Position 25046: 0.0008328745471051018
Position 22884: 0.0008282234498255478
Position 8561: 0.0008023151396790571
Position 33360: 0.0008005651824321658
Position 6297: 0.0007735237894389054
Position 5375: 0.0007707120053740257
Position 34757: 0.0007536547632399078
Position 29027: 0.0007491191452128309
Position 2000: 0.0007210927728934197
Position 2248: 0.0006439556733454156
Position 30680: 0.0006132957754917339
Position 7409: 0.0005976467379517741
Position 22247: 0.0005643930980401211
Position 35031: 0.0005057824671604308
Position 26588: 0.00042040852686006284
Position 24431: 0.0003997706576994133
Position 3667: 0.0003807401869694762
Position 14490: 0.00037608961287088514
Position 26894: 0.00036213226950469193
Position 3791: 0.00031888142413002784
Position 3857: 0.00026163983571052734
Position 1388: 0.00023088726651625388
Position 14141: 0.00022761653378277588
Position 3874: 0.00022664190971522695
Position 1148: 0.00022006393465141358
Position 396: 0.00021814626488879437
Position 4788: 0.00019857903767197152
Position 33811: 0.00018182050657175128
Position 3524: 0.0001804735960765424
Position 13315: 0.00015682366409001722
Position 35267: 0.00014286553064073745
Position 2207: 0.0001241273114002594
Position 30266: 0.0001199773406991909
Position 28412: 9.179307014304108e-05
Position 237: 5.293899947790706e-05
Position 2764: 4.371296035495608e-05
Position 2671: 2.691455149467944e-05
Position 28327: 2.1065995884737586e-05
Position 28337: 2.05748127656139e-05
Position 2047: 1.9406505951410146e-05
Position 194: 1.6262564607012224e-05
Position 820: 1.5173107200525817e-05
Position 20911: 1.4353378238004071e-05
Position 692: 1.1826727463028869e-05
Position 924: 9.50465276902146e-06
Position 1236: 8.973325405527714e-06
Position 1056: 8.153950451258763e-06
Position 28117: 7.1556093469470645e-06
Position 1049: 6.5615282618666525e-06
Position 862: 4.578928014488011e-06
Position 1588: 3.1905622519820678e-06
Position 738: 2.8047025731608803e-06
Position 19880: 2.706991526646767e-06
Position 204: 2.4744518964688024e-06
Position 1688: 2.2218811843681203e-06
Position 4874: 2.18311241856063e-06
Position 2696: 2.132815842002722e-06
Position 169: 1.1156184459026786e-06
Position 1220: 1.1043207218818585e-06
Position 1162: 1.057158879991344e-06
Position 24820: 1.0381645581780491e-06
Position 1203: 4.924758678647695e-07
Position 598: 4.430771222763502e-07
Position 532: 4.0070587319171104e-07
Position 2624: 3.6368522164809236e-07
Position 1649: 2.940301761134088e-07
Position 1166: 2.6023954054387645e-07
Position 699: 2.3834758337259013e-07
Position 3441: 2.211367683993191e-07
Position 1296: 2.029803331065524e-07
Position 425: 1.402149977749041e-07
Position 967: 1.1993283210300174e-07
Position 808: 1.0170201424982746e-07
Position 687: 7.069697144050675e-08
Position 356: 5.75198284277519e-08
