Gene = TFG
index = 1396
Annotated 5SS: [   54  4492 10681 19481 23295 27339 35554]
Annotated 3SS: [ 4264 10596 19333 23129 27197 35454 38770]
SMsplice 5SS: [  344 10681 19481 23295 27339 30108 35554]
SMsplice 3SS: [10596 19333 23129 27197 29982 35454 38770]
top_k =  1000
Partition function (log Z): 4.768762593297707

Sorted 5' Splice Sites (High to Low Probability):
Position 19481: 0.9934852465781764
Position 35554: 0.9844458551583876
Position 23295: 0.8124964203253714
Position 27339: 0.7498687687101602
Position 30108: 0.7196252765695954
Position 10681: 0.5775795642196355
Position 33797: 0.5435768422269122
Position 37931: 0.5343514616800229
Position 4492: 0.5241809498076345
Position 344: 0.46803154246404455
Position 54: 0.420250799505527
Position 13566: 0.3828191875118395
Position 32346: 0.36343667930557166
Position 32823: 0.3513132467725116
Position 19794: 0.26243392508282243
Position 10765: 0.2501524441702929
Position 27327: 0.23679641015523475
Position 37575: 0.22002781615996564
Position 29477: 0.1851007425821418
Position 20359: 0.16505779888948577
Position 23205: 0.1471769731379734
Position 10920: 0.14391115242685334
Position 11138: 0.14143999033954852
Position 9686: 0.12487475467478278
Position 33008: 0.12396331861711081
Position 918: 0.10726149307803665
Position 13693: 0.09940138996245079
Position 31985: 0.09212235047940268
Position 25392: 0.07083786335574223
Position 32812: 0.06959081550352457
Position 38077: 0.06707908665455413
Position 27738: 0.06387172106879542
Position 13543: 0.061104832925864425
Position 32933: 0.05384179185705436
Position 3546: 0.05181114499632311
Position 11102: 0.05162648477538115
Position 34676: 0.04999182030712642
Position 2165: 0.04551408241995171
Position 7605: 0.04177500560260786
Position 32557: 0.038673700814485415
Position 25905: 0.038645145382991096
Position 38188: 0.037427775371970985
Position 19949: 0.03646722430400237
Position 8943: 0.036279824499115404
Position 34055: 0.03319870169478113
Position 34137: 0.03145511202498668
Position 20122: 0.02874622656691639
Position 22518: 0.022958827170924477
Position 3563: 0.02267605547006508
Position 4225: 0.02208004220715266
Position 20710: 0.02194791379493483
Position 8674: 0.021238788349479797
Position 25141: 0.020089229520687504
Position 10899: 0.019919772196255427
Position 7123: 0.019083104095999778
Position 27505: 0.018526969939350827
Position 1691: 0.01797788413369237
Position 32493: 0.016306497143922367
Position 38700: 0.01618588050267839
Position 11880: 0.015998760133744024
Position 25941: 0.01579186235530207
Position 24521: 0.015393883466094008
Position 211: 0.014797175515648034
Position 34449: 0.014532357842925819
Position 35539: 0.012337121441705252
Position 28059: 0.012093312048234703
Position 35014: 0.01117634570531018
Position 38867: 0.010000135571578016
Position 29636: 0.009791447178744769
Position 444: 0.009647458001139718
Position 23963: 0.008488772023667027
Position 34835: 0.007816326553292422
Position 38089: 0.007666415344814513
Position 28938: 0.007431849055554549
Position 3362: 0.0071263769270896405
Position 20632: 0.007037743168263871
Position 24453: 0.006609210421387105
Position 2371: 0.006363267214334954
Position 23192: 0.005708958907995944
Position 36022: 0.005314923591871877
Position 11728: 0.004858503253228256
Position 32551: 0.00459010318258542
Position 35964: 0.004507391513190568
Position 33662: 0.004136062654990167
Position 34025: 0.004031230882642351
Position 37894: 0.0039048385313790275
Position 10931: 0.0032864176757036985
Position 483: 0.0026900047004240475
Position 37924: 0.002468994099281681
Position 38146: 0.002360418671715365
Position 34372: 0.002286012426276798
Position 10881: 0.002220224254240627
Position 37809: 0.0020306913223710056
Position 34071: 0.0019155494176841083
Position 35562: 0.0018418099018540277
Position 456: 0.0014351681064260257
Position 37834: 0.001336870245857229
Position 34731: 0.0013142858363378376
Position 35534: 0.0013105129121643141
Position 38299: 0.001298035493899309
Position 3973: 0.001160369451928268
Position 36318: 0.0010883810586977019
Position 39035: 0.0008594070105965892
Position 32711: 0.0005889492881353522
Position 30410: 0.0004819126840271918
Position 37838: 0.0004278272868658888
Position 5997: 0.0004007806120104383
Position 1008: 0.00029993690869221094
Position 5949: 0.00025740502520838024
Position 714: 0.0002484984233082411
Position 7954: 0.0002370466521898424
Position 37800: 0.00021157582526042476
Position 500: 0.00017751004269626818
Position 36384: 0.00017566732126599694
Position 7781: 0.00015297103382893096
Position 5333: 0.00014788879986792685
Position 1499: 0.0001130984329493663
Position 6935: 0.00010860591955435646
Position 7950: 0.00010831708297478972
Position 2001: 9.856658666906376e-05
Position 6025: 8.819371746307676e-05
Position 6170: 8.38300796075639e-05
Position 2602: 7.676219561285765e-05
Position 7285: 7.369208295414018e-05
Position 36295: 6.494670961692112e-05
Position 36357: 6.295457638780807e-05
Position 2935: 5.999082344476157e-05
Position 36379: 5.8671561622706384e-05
Position 4456: 5.5931247233274506e-05
Position 1218: 5.1263705903765136e-05
Position 8039: 4.633162090806464e-05
Position 2485: 3.824272335574503e-05
Position 757: 3.6203720490106885e-05
Position 3038: 3.237722481980249e-05
Position 6542: 2.8755939630284328e-05
Position 1330: 2.8681699075688954e-05
Position 1508: 2.8640357373936972e-05
Position 3437: 2.7003268959659596e-05
Position 6644: 2.6660312360221126e-05
Position 4702: 2.5029483263343087e-05
Position 39077: 2.3179092782588805e-05
Position 23288: 1.807644194361615e-05
Position 23568: 1.3280791561781262e-05
Position 379: 6.104813477361369e-06
Position 421: 5.692787092369426e-06
Position 2777: 3.595275277742989e-06
Position 35656: 3.3986412587958966e-06
Position 169: 2.6647750864424887e-06
Position 35546: 2.6505607818803192e-06
Position 35747: 2.301773586372413e-06
Position 2489: 1.6031858389321096e-06
Position 2172: 1.5049935323226023e-06
Position 644: 1.319021091195993e-06
Position 136: 1.0799197545014794e-06
Position 2398: 8.376966728335152e-07
Position 2458: 8.034409224686793e-07
Position 664: 4.7387371113321844e-07
Position 36174: 3.902435913256325e-07
Position 2179: 3.7826701229953994e-07
Position 35782: 3.5832444873168515e-07
Position 365: 3.401886248250907e-07
Position 58: 2.685796920465547e-07
Position 36278: 2.535274884704378e-07
Position 219: 2.4380102512811554e-07
Position 287: 2.4231992490812086e-07
Position 566: 2.418819852472658e-07
Position 2003: 1.402085883264379e-07
Position 36071: 8.965603919055134e-08
Position 3529: 7.7360711763699e-08
Position 244: 4.388223296764109e-08
Position 149: 3.373899423499237e-08
Position 164: 1.8992096667807757e-08
Position 1086: 8.309881364885925e-09
Position 1170: 8.107564295197079e-09
Position 116: 2.404596276172209e-09
Position 36: 1.3448210976819755e-09
Position 1123: 9.251473686742967e-10
Position 864: 1.91714354695217e-10
