Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  1000
Partition function (log Z): -2.6693152328952

Sorted 5' Splice Sites (High to Low Probability):
Position 4145: 0.9815219525092478
Position 4330: 0.98107364655347
Position 390: 0.9783291419830595
Position 10330: 0.7981040912060171
Position 10732: 0.5693010684633569
Position 6141: 0.4779800235037526
Position 10104: 0.46243992422339375
Position 1910: 0.25225057935953316
Position 156: 0.15475505775069054
Position 9743: 0.06690926258779334
Position 16568: 0.0570638247361285
Position 240: 0.0538320259662036
Position 9093: 0.0439077917764558
Position 1718: 0.02495876038638983
Position 3930: 0.017746904173704676
Position 3481: 0.01441814138915922
Position 1651: 0.011207610567020843
Position 10072: 0.007679654485104338
Position 1545: 0.007664061594920489
Position 2657: 0.0070403882545425674
Position 11206: 0.005986315126875006
Position 5795: 0.0059442619546652255
Position 15728: 0.004900188445406042
Position 953: 0.004360374590889659
Position 4439: 0.004071513623096542
Position 10215: 0.003552342133976975
Position 124: 0.0034008377159820166
Position 3224: 0.0028872284500834717
Position 152: 0.0028581520316746283
Position 5729: 0.0025827306086331652
Position 4371: 0.0024579052397999007
Position 4487: 0.002311233171936951
Position 1503: 0.0020176793879174326
Position 4345: 0.0017825268847924704
Position 854: 0.001657232596722935
Position 7285: 0.0015981033846841632
Position 1597: 0.0014987909682394281
Position 1847: 0.0013065375355994075
Position 34: 0.0012722497410568
Position 2099: 0.00126982691775438
Position 3415: 0.001256380235965469
Position 3922: 0.0012320961007727252
Position 446: 0.0012157512124321731
Position 1477: 0.0011824132181543735
Position 3447: 0.0011760229812779652
Position 2184: 0.001071150980662057
Position 4527: 0.00106174552571427
Position 14727: 0.0010024685910337084
Position 5712: 0.0009474601595189388
Position 11389: 0.0008883386580673363
Position 1414: 0.0008539369898254075
Position 10723: 0.0007939036418975499
Position 100: 0.000624144652584031
Position 160: 0.0003893056612617688
Position 251: 0.0003830411759212418
Position 5020: 0.0003701714116754753
Position 1333: 0.000348785793579428
Position 5221: 0.00031630556477685805
Position 11384: 0.0002895602982996681
Position 10825: 0.0002623997558112618
Position 2603: 0.00025624168750326167
Position 9694: 0.0002474212080504697
Position 2376: 0.0002230612077875182
Position 2921: 0.0002225871067174155
Position 5588: 0.0001958626441758911
