Gene = WLS
index = 1573
Annotated 5SS: [  360 38599 73431 77455 79037 82366 83991 84418 86685 87985 94774]
Annotated 3SS: [ 38325  73305  77292  78899  82196  83892  84353  86540  87900  94619
 106217]
SMsplice 5SS: [  360 11616 38405 41277 73431 73751 77455 82366 82924 83991 84136 84418
 87985 94774 98728]
SMsplice 3SS: [ 11532  38325  41152  73305  73508  77292  82196  82769  83892  84056
  84353  87900  94619  98567 106719]
top_k =  1000
Partition function (log Z): -51.35566482011623

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9758847580095612
Position 11616: 0.9310212771683778
Position 12978: 0.45989131333962907
Position 4395: 0.42222593923177354
Position 2617: 0.4048829392526166
Position 8498: 0.24555226663076846
Position 11423: 0.18482977415566015
Position 14013: 0.08487798976255813
Position 4404: 0.08254412099527646
Position 3391: 0.07154104721069163
Position 4333: 0.05678340522941707
Position 9424: 0.05665074508870821
Position 12404: 0.053399999770419745
Position 966: 0.04797550105527921
Position 11413: 0.04336177405691792
Position 2545: 0.02582679753734846
Position 987: 0.024796950877890644
Position 1489: 0.024623422498607578
Position 6713: 0.021226258174185074
Position 16161: 0.02094732835883954
Position 9192: 0.02044095799596335
Position 17532: 0.020438059641745273
Position 13895: 0.019274591968418263
Position 3023: 0.017594115952051605
Position 2472: 0.016374197358517157
Position 1314: 0.014796285046282493
Position 2626: 0.013219182354516081
Position 7501: 0.01234525104280111
Position 1217: 0.011170338235862517
Position 13763: 0.010275622831430978
Position 9174: 0.008935172820060708
Position 181: 0.007871494344820661
Position 16036: 0.007613264551188221
Position 9168: 0.007100286963072416
Position 344: 0.006626079476911491
Position 2896: 0.004580014954519048
Position 11237: 0.003854661885593927
Position 2506: 0.0037316658389023043
Position 14219: 0.003226430742988591
Position 992: 0.0031643583774883226
Position 6949: 0.002630355897137519
Position 6786: 0.002320259544844595
Position 2335: 0.002202102438166702
Position 4594: 0.0019772707432677518
Position 9493: 0.001711244883525022
Position 4775: 0.0016563021557786277
Position 9233: 0.0015681555278247087
Position 177: 0.001565161682309502
Position 851: 0.0011004650624974334
Position 14066: 0.001073376553358547
Position 2606: 0.0009262574153171816
Position 854: 0.0007720576316158263
Position 9821: 0.0007364815993748271
Position 364: 0.0007237555081277441
Position 1738: 0.0007225022752162686
Position 2285: 0.0005647037992968024
Position 7034: 0.0005620750394514436
Position 306: 0.0005312604260852545
Position 2395: 0.00043058111426319133
Position 1049: 0.0002850596828101271
Position 302: 0.00028408222802369553
Position 890: 0.0002487475990790927
Position 581: 0.0002463644979663918
Position 139: 0.0002078779678387773
Position 85: 0.00018929217496987908
Position 1144: 0.00018393455386975948
Position 1065: 0.00013909525338219296
Position 3055: 0.00010453131444753547
Position 179: 9.677141658798289e-05
Position 1592: 8.6207671464129e-05
Position 1002: 8.548019772400012e-05
Position 1723: 8.115723234143859e-05
Position 1076: 7.507824550333831e-05
Position 2424: 7.195324595101546e-05
Position 6309: 5.8201968533555325e-05
Position 2165: 5.4110161554231874e-05
Position 2534: 5.3752840909425524e-05
Position 1693: 5.164968279751052e-05
Position 867: 5.022727053914687e-05
Position 1007: 4.8925456267463525e-05
Position 2187: 4.5467579235046785e-05
Position 1494: 3.0005538388523232e-05
Position 2331: 2.5985548766448044e-05
Position 975: 2.0878991352136035e-05
Position 1773: 2.0428914135972575e-05
Position 106: 1.3219133312734297e-05
Position 5851: 9.168706093142401e-06
Position 443: 8.820907865792765e-06
Position 669: 5.738992615651168e-06
Position 760: 4.100859604876046e-06
Position 616: 1.863112483924313e-06
Position 801: 1.3609143640922944e-06
Position 564: 4.428250558468062e-07
Position 1859: 3.9407466431193207e-07
Position 517: 3.0973599970373436e-07
Position 295: 3.076473950277398e-07
Position 100: 2.3385503658126958e-07
Position 661: 1.3104637424739384e-07
Position 485: 1.2697965525547968e-07
Position 8: 1.263534840727823e-07
Position 729: 1.0175198082566085e-07
Position 537: 4.626895932870712e-08
Position 790: 4.5462502300272685e-08
Position 474: 3.697933988260116e-08
Position 1985: 1.9806140558067056e-08
Position 1040: 1.7516198511633542e-08
Position 904: 1.4125389117695156e-08
Position 1369: 1.3499997803193626e-08
Position 1150: 7.931736096527259e-09
Position 322: 7.68704539325282e-09
Position 575: 4.42945737310475e-09
Position 320: 4.369135636613324e-09
Position 1017: 6.316213166364683e-10
Position 1103: 6.095219315885686e-10
Position 532: 1.256195080188428e-10
Position 826: 5.2520990546151744e-11
Position 437: 1.5204683159964535e-11
Position 396: 5.152062735860151e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11532: 0.9735015594126669
Position 4297: 0.4534671924339761
Position 12896: 0.43553171936489904
Position 2532: 0.4202866472210803
Position 25473: 0.3667207190292461
Position 11318: 0.23024919706533287
Position 8355: 0.14338637003126878
Position 18374: 0.13184764372706248
Position 8408: 0.1032876755465596
Position 17441: 0.09853088793645269
Position 15975: 0.076942153090161
Position 13847: 0.07239455001209431
Position 13798: 0.057802297905486175
Position 4214: 0.05372620160512106
Position 12268: 0.05343723768288153
Position 22246: 0.051160149977566
Position 9030: 0.050916507704801904
Position 9282: 0.05074721952055378
Position 3291: 0.05040529967074963
Position 744: 0.038776608076829214
Position 15838: 0.03474616242251122
Position 2352: 0.033893797328339574
Position 16993: 0.029016072520454215
Position 12842: 0.028780736837462014
Position 14484: 0.025511409075846876
Position 13750: 0.025030561683354564
Position 4228: 0.023236479658950735
Position 20504: 0.02033173236841007
Position 880: 0.020024364157017045
Position 3145: 0.016230551157991442
Position 1180: 0.016128306549257215
Position 6417: 0.015765394292291124
Position 11824: 0.014132086346874309
Position 13701: 0.013892775605465882
Position 776: 0.012878548272996742
Position 16463: 0.012772184136063914
Position 7405: 0.012569050641748248
Position 6681: 0.011972538449059846
Position 14459: 0.011613148929330559
Position 1430: 0.011382302166346983
Position 4046: 0.011003658188563591
Position 1129: 0.01030233592860527
Position 2930: 0.009262288040313843
Position 11745: 0.007917212500726023
Position 17479: 0.007260133004618023
Position 2238: 0.006995504509246829
Position 4369: 0.006985149422677601
Position 1216: 0.006922654087392935
Position 12678: 0.0065918156791494285
Position 10979: 0.00585021349455247
Position 2769: 0.0051842599642533335
Position 14130: 0.005048856172934896
Position 13679: 0.004926802032448981
Position 15389: 0.0047065917948315005
Position 16160: 0.004543749364921181
Position 13809: 0.004165315501515538
Position 1206: 0.0034655263527287802
Position 4523: 0.003371397373660896
Position 2862: 0.003217651072129147
Position 4247: 0.003101743579161271
Position 4211: 0.0030707876663678205
Position 17885: 0.0030097142070005262
Position 15031: 0.002795819874530254
Position 15645: 0.0027552071098354666
Position 12040: 0.002360141908188063
Position 4275: 0.00232044921411073
Position 4169: 0.002161616224803063
Position 13370: 0.002084100891162312
Position 11785: 0.001946936659264988
Position 3330: 0.0019231029125600248
Position 2196: 0.001906275631139882
Position 2110: 0.0018124642244675016
Position 3188: 0.0016786760197274354
Position 17621: 0.0013058428500606163
Position 2576: 0.001280165298977333
Position 1246: 0.001209593103401552
Position 2751: 0.0011645868158758584
Position 4180: 0.0010573232947063424
Position 3148: 0.0010346399835096311
Position 14049: 0.0010332330628256656
Position 2427: 0.001010541143222858
Position 2825: 0.001008923548506955
Position 4191: 0.000983950187753395
Position 2424: 0.0009524646328835693
Position 965: 0.0009459508949913713
Position 2373: 0.0008041812890658391
Position 13043: 0.0007874472020582143
Position 9663: 0.0007364815993748256
Position 2284: 0.0006929203826948929
Position 13642: 0.0006627510518309438
Position 13194: 0.0005434191987595288
Position 833: 0.0005335392516169815
Position 272: 0.0005259137996150477
Position 4394: 0.0004974915292675217
Position 12513: 0.0004702177301209008
Position 2704: 0.00045695230720783865
Position 4698: 0.0004288193126966392
Position 2451: 0.00041364403597170447
Position 1305: 0.00036131386387222206
Position 11886: 0.0003604301178396677
Position 1686: 0.0003468712552911123
Position 1472: 0.00027665491597217456
Position 443: 0.0002690855946993584
Position 3377: 0.00020297745135169554
Position 13249: 0.00017301215673065038
Position 2377: 0.0001466856974331819
Position 5091: 0.00014464043766688008
Position 2159: 0.0001358071811647999
Position 226: 0.0001204754789838062
Position 5516: 0.00010265960076750056
Position 2300: 9.87725808825623e-05
Position 3525: 8.784567150088565e-05
Position 2900: 8.413813528365446e-05
Position 1040: 7.040405012217827e-05
Position 7108: 6.919476909341444e-05
Position 1634: 6.833071285931761e-05
