Gene = GAP43
index = 572
Annotated 5SS: [  396 53287]
Annotated 3SS: [52688 97469]
SMsplice 5SS: [  396  1544  9728 13942 36599 51849 53287 70753 79634 92536 92843]
SMsplice 3SS: [ 1435  9606 13823 36511 51772 53123 70546 79549 92422 92643 97469]
top_k =  1000
Partition function (log Z): -44.78845301790244

Sorted 5' Splice Sites (High to Low Probability):
Position 9728: 0.9349974100558616
Position 13942: 0.8901276755069267
Position 396: 0.8883017970136177
Position 1544: 0.6428604404574914
Position 14463: 0.4200906250790035
Position 7989: 0.3812863983122604
Position 12389: 0.36623582404635563
Position 3868: 0.3392325106658782
Position 16998: 0.17877071190168098
Position 15647: 0.17816739918031368
Position 898: 0.1778967313659886
Position 19426: 0.16611379518054822
Position 13377: 0.15312279156552902
Position 20556: 0.1395046363581517
Position 13267: 0.12492154119850028
Position 8155: 0.11377685601944887
Position 7312: 0.10677305941851507
Position 2597: 0.10609917649318423
Position 21044: 0.08132065063190196
Position 22015: 0.0522575526504523
Position 2534: 0.05113900230401066
Position 1147: 0.033538024372310654
Position 4364: 0.02926420428256473
Position 7288: 0.026953158931497797
Position 1168: 0.025125791917833474
Position 11906: 0.022838129930821023
Position 6799: 0.015347644129567265
Position 12651: 0.014448590755805311
Position 1514: 0.013669576724630523
Position 523: 0.01362909683362568
Position 208: 0.010635393931959766
Position 601: 0.010604577602755318
Position 10710: 0.009056430583321723
Position 20545: 0.009038711294754313
Position 9761: 0.007776674471545952
Position 920: 0.007402140281163182
Position 159: 0.00680594137196222
Position 8392: 0.0063681344240347024
Position 2199: 0.005928667731044813
Position 1682: 0.005821261681328342
Position 20473: 0.0055249313509662
Position 3558: 0.005360621902377692
Position 3077: 0.005299891087323855
Position 7552: 0.004287904114923654
Position 2159: 0.0021256913596110617
Position 7054: 0.002051206179775897
Position 3351: 0.0016658048146048691
Position 268: 0.001618913904976477
Position 1087: 0.0015308589844665347
Position 1552: 0.0014313710875179528
Position 214: 0.0013876059086704536
Position 1797: 0.0012101585701918165
Position 9651: 0.0010546219016015204
Position 1334: 0.0010306388166889287
Position 3315: 0.001005775447459186
Position 18398: 0.0009761178768832038
Position 12417: 0.0009728832533331554
Position 3419: 0.0009482988435727136
Position 2487: 0.0008574141042657157
Position 3178: 0.0008084313194351617
Position 20747: 0.000789532993343377
Position 1855: 0.0006787096435827445
Position 1804: 0.0005930249424502383
Position 376: 0.0005858379128670838
Position 11376: 0.0005614821931649454
Position 1100: 0.0004263975675642452
Position 1253: 0.00040328411036364385
Position 3397: 0.0003787242569491789
Position 1210: 0.00033458674781302434
Position 1531: 0.0003324462029752111
Position 2187: 0.0003153402261784894
Position 1248: 0.00030332266625926924
Position 1556: 0.00027068520886876045
Position 210: 0.00021723733212930397
Position 914: 0.00020831511750066535
Position 2444: 0.0002056103398479763
Position 10416: 0.00018464895897606244
Position 291: 0.00017530459216306065
Position 3386: 0.00016188201407527954
Position 442: 0.0001370993525158203
Position 607: 0.0001289793192556299
Position 1499: 9.890944213755721e-05
Position 3073: 9.52791794725762e-05
Position 1977: 7.175615214696153e-05
Position 1548: 7.10802969729097e-05
Position 694: 5.011226737335601e-05
Position 10051: 4.784509013535703e-05
Position 3382: 3.769344228393666e-05
Position 447: 3.637235475120605e-05
Position 1577: 2.708063831183433e-05
Position 1397: 2.4985272358126695e-05
Position 1571: 2.1342343532892532e-05
Position 1583: 1.7080563706860954e-05
Position 1425: 1.6576646870301273e-05
Position 2254: 1.6074029905112626e-05
Position 2493: 8.921763928990587e-06
Position 712: 7.934536981828088e-06
Position 678: 7.169766725857938e-06
Position 499: 7.034244373141889e-06
Position 10082: 6.453035666086458e-06
Position 457: 4.577872764590989e-06
Position 3753: 3.1061840531548627e-06
Position 212: 2.579961395698679e-06
Position 371: 2.3348228027869033e-06
Position 425: 1.720725346723703e-06
Position 728: 1.6954210204020377e-06
Position 189: 1.320034912472877e-06
Position 575: 1.203189784775374e-06
Position 934: 1.1319760277841512e-06
Position 786: 6.460381275440043e-07
Position 533: 6.095685148091414e-07
Position 964: 5.858322381021379e-07
Position 812: 5.347693824441045e-07
Position 1588: 4.49023703225101e-07
Position 1664: 3.9131844506232586e-07
Position 685: 2.642493211940059e-07
Position 658: 2.0083128324435037e-07
Position 1550: 1.4777768529144425e-07
Position 496: 1.014124018111707e-07
Position 428: 9.622957510952157e-08
Position 714: 7.111704390446185e-08
Position 702: 4.9627476705999054e-08
Position 1870: 1.8488654679581296e-08
Position 845: 1.665304116781125e-08
Position 177: 5.187936898041351e-09
Position 1156: 7.687306679788136e-13
Position 560: 2.9239986552747654e-14
Position 624: 9.498447182833147e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9606: 0.9215735306916634
Position 13823: 0.901394464451321
Position 1435: 0.5028060451249862
Position 12289: 0.29892679813011513
Position 20937: 0.271160759545229
Position 25031: 0.2646147432092381
Position 3547: 0.2471086898813246
Position 19281: 0.24490947476843364
Position 14389: 0.23552023605711353
Position 7785: 0.20765208160015164
Position 20425: 0.19788185267856195
Position 13252: 0.1939025485485923
Position 15556: 0.1619458169427001
Position 21902: 0.1435081166368262
Position 7117: 0.13373486715425742
Position 8088: 0.11085916962861922
Position 14435: 0.11072091242528499
Position 7924: 0.10861500155563462
Position 13181: 0.09610857075455159
Position 1333: 0.08581753928755645
Position 16854: 0.08129835110968432
Position 18240: 0.07494817622798074
Position 12256: 0.06842281608231053
Position 16719: 0.06748496338563283
Position 14356: 0.06676350785200574
Position 3737: 0.060032315109606
Position 21678: 0.05496262200757642
Position 2567: 0.05433589315402881
Position 20118: 0.04332889934197411
Position 16955: 0.04157753103023614
Position 658: 0.03980778472012199
Position 7871: 0.03592568201868955
Position 2380: 0.03550540542738918
Position 1374: 0.03244713154272716
Position 7952: 0.03183076192941426
Position 993: 0.031208753847040388
Position 18486: 0.029523990597122855
Position 781: 0.028925996490365452
Position 3752: 0.028452291606809645
Position 2416: 0.0277409966927011
Position 784: 0.02650295042876713
Position 1383: 0.023848013258509132
Position 2338: 0.023653890234387576
Position 9565: 0.023018728081329105
Position 6686: 0.017424463939921496
Position 4257: 0.016647766851882802
Position 15463: 0.016122410148638654
Position 11744: 0.01346662687600577
Position 805: 0.013331147695385775
Position 10503: 0.013315948735292349
Position 1060: 0.011500480945207368
Position 18502: 0.011192908360017266
Position 14322: 0.010537135647932596
Position 2317: 0.010374729479980931
Position 11831: 0.009390949433628127
Position 12564: 0.00884162134893735
Position 14736: 0.008173553851577232
Position 19541: 0.00784741608189833
Position 21176: 0.007083063623079867
Position 8319: 0.006593723203863745
Position 19890: 0.006281096540944601
Position 975: 0.006275655359460743
Position 3770: 0.0061311370780344175
Position 2525: 0.005814370789638436
Position 15313: 0.0055277748993107926
Position 12509: 0.005471860471821627
Position 1456: 0.0054240930264397805
Position 3294: 0.004998581507545106
Position 4164: 0.004882767058641516
Position 1270: 0.004735508871789064
Position 856: 0.00462535360965116
Position 745: 0.004504229476032518
Position 7419: 0.00428790411492368
Position 14453: 0.004227232233520518
Position 998: 0.004177975306422765
Position 19723: 0.004011067224870946
Position 1676: 0.004001139946984565
Position 4234: 0.003960658417596545
Position 15283: 0.003757195729709124
Position 516: 0.00351165947382439
Position 16167: 0.003480594107188289
Position 16250: 0.0034670474140946037
Position 2899: 0.003363025000474523
Position 1083: 0.0033117767608274776
Position 13074: 0.003286084759399802
Position 20733: 0.0032698499208183777
Position 2107: 0.0031455697263244
Position 17157: 0.0030553890537676808
Position 2015: 0.0028323751248312073
Position 14510: 0.002204568735888494
Position 1986: 0.001898290037552782
Position 4325: 0.001781039862378644
Position 19561: 0.0017651189826353266
Position 14903: 0.0016649989412126187
Position 995: 0.001495815239630791
Position 3025: 0.0014625447209645026
Position 15633: 0.0014171486087021033
Position 3964: 0.0013099034337016007
Position 14988: 0.0012927579516056394
Position 15109: 0.0012282371197103155
Position 3591: 0.0011494227787716027
Position 1214: 0.0010653835528461736
Position 14834: 0.0010335817092744927
Position 1636: 0.0010142912257730006
Position 1681: 0.0009922336686300963
Position 1342: 0.0009541102470888008
Position 633: 0.0009208181528587766
Position 1068: 0.000896202919050462
Position 705: 0.0008263498489703295
Position 3708: 0.0007542165116578322
Position 2973: 0.0007190245263167617
Position 4206: 0.0007023013629427593
Position 1167: 0.0006967668262586644
Position 462: 0.000657402435017743
Position 1065: 0.0006264123045632445
Position 11203: 0.0006252197836315736
Position 1037: 0.0005752049941616016
Position 1410: 0.0005577687100802843
Position 13462: 0.0005057996656038991
Position 3271: 0.0004251023352755622
Position 2052: 0.00041698526178125084
Position 692: 0.0003673848893247904
Position 2343: 0.0003599254445557426
Position 14049: 0.0003540079121798754
Position 7693: 0.00032153241274955445
Position 812: 0.00025489998770926664
Position 2970: 0.00023701027436215196
Position 2500: 0.00019839260054833505
Position 12485: 0.0001699742653809461
Position 2384: 0.00015586225145086913
Position 10246: 0.00015353111573437086
Position 1043: 0.00014971212378175376
Position 1040: 0.0001328024435887906
Position 2468: 0.00012422357675618181
Position 1622: 0.00011609028989053918
Position 669: 0.0001128193155963122
Position 2859: 9.565177011870761e-05
Position 2909: 9.015510706406876e-05
Position 1469: 8.872386572132575e-05
Position 2787: 8.012105950659796e-05
Position 1098: 7.980032780218024e-05
Position 11101: 7.969086152252296e-05
Position 2444: 7.491440597335002e-05
Position 10744: 7.47960883141659e-05
Position 2939: 6.975271016448475e-05
Position 10819: 6.314453279412267e-05
Position 599: 6.219668730180313e-05
Position 2121: 5.727300159332458e-05
Position 1116: 5.558060422589165e-05
Position 544: 5.5476592612431914e-05
Position 1612: 5.41098067253165e-05
Position 677: 3.6972096533348444e-05
Position 10273: 3.111784324169107e-05
Position 2476: 3.064177841030282e-05
Position 5357: 2.956558848824145e-05
Position 5094: 2.8547843608256425e-05
Position 791: 2.6337689357340913e-05
Position 385: 2.380709889161451e-05
Position 919: 2.3554101022732153e-05
Position 6057: 2.320076032087216e-05
Position 2423: 2.313650215215883e-05
Position 934: 2.31092313609639e-05
Position 4926: 2.3022852830288964e-05
Position 3438: 2.255185744049506e-05
Position 9982: 2.172552124010542e-05
Position 11560: 1.9588612902001913e-05
Position 3847: 1.9375921464122497e-05
Position 2811: 1.758228068105449e-05
Position 10578: 1.2817491380126719e-05
Position 1227: 1.2533919097646865e-05
Position 10702: 1.1997303386831139e-05
Position 10664: 1.1899640830913422e-05
Position 709: 1.0222595655638125e-05
Position 897: 9.220183731120116e-06
Position 1274: 8.442913789077443e-06
Position 1513: 6.907117808322241e-06
Position 1726: 6.51979660474834e-06
Position 310: 6.165849243872744e-06
Position 1609: 6.014873334642908e-06
Position 1022: 5.841810744168667e-06
Position 1466: 5.826340415422184e-06
Position 889: 5.306537392088396e-06
Position 1401: 5.124589111648994e-06
Position 1947: 4.26879185302074e-06
Position 5000: 4.2221566276932875e-06
Position 1221: 3.907216947572079e-06
Position 283: 3.6650013084474296e-06
Position 323: 2.941031985190411e-06
Position 228: 2.728531485404808e-06
Position 1294: 2.353410503745654e-06
Position 314: 2.2334793227765416e-06
Position 1276: 1.9476317933989998e-06
Position 268: 1.8145278548708619e-06
Position 5384: 1.18337124298452e-06
Position 753: 9.630637458648493e-07
Position 881: 9.541582537960727e-07
Position 4543: 8.445607613230687e-07
Position 3925: 7.255474082066183e-07
Position 224: 7.212497172764694e-07
Position 2182: 7.158854080989232e-07
Position 1093: 3.724639755366972e-07
Position 447: 2.3664788298825966e-07
Position 610: 2.152863848513824e-07
Position 2350: 2.144263686551e-07
Position 1248: 1.8601262759969272e-07
Position 395: 1.835991878104758e-07
Position 2699: 1.6522060353416607e-07
Position 722: 1.6465247158974785e-07
Position 1003: 1.545377791500719e-07
Position 246: 1.1080750904618868e-07
Position 318: 1.0706080428473871e-07
Position 290: 1.0196753031215483e-07
Position 320: 8.619368651388831e-08
Position 382: 8.233217018895965e-08
Position 296: 8.07089205427379e-08
Position 264: 6.966980037293024e-08
Position 2358: 5.569943907807205e-08
Position 222: 5.2147315773263877e-08
Position 1289: 4.310507834439053e-08
Position 340: 2.407247067527511e-08
Position 226: 2.212986148482433e-08
Position 242: 1.3452288476741549e-08
Position 336: 1.2446058771227244e-08
Position 442: 9.755673441430873e-09
Position 276: 7.969868049679823e-09
Position 605: 7.067161846713032e-09
Position 280: 7.043968355029655e-09
Position 288: 7.037933737642632e-09
Position 232: 6.67658931410902e-09
Position 1096: 6.583486190114586e-09
Position 260: 6.518361320155892e-09
Position 298: 6.0161604568796e-09
Position 254: 4.390559869717906e-09
Position 244: 4.334630875430709e-09
Position 316: 3.6202256323828226e-09
Position 347: 3.619236670174584e-09
Position 1776: 2.987483887333961e-09
Position 1795: 2.896735303327097e-09
Position 331: 2.6605851850733045e-09
Position 262: 2.0693452132939056e-09
Position 240: 1.9313573423189822e-09
Position 399: 1.3535801581924752e-09
Position 328: 5.118717109634619e-10
Position 401: 4.074101106630655e-10
Position 236: 3.4225163566912074e-10
Position 333: 2.341793361604307e-10
Position 344: 1.253254989880171e-10
Position 272: 1.1882392449144038e-10
Position 359: 1.073568403654964e-10
Position 352: 1.0396735950852061e-10
Position 407: 2.7696237787534083e-11
