Gene = DLEC1
index = 449
Annotated 5SS: [  432  6489 20648 23164 23597 24715 45041 46243 47173 49184 53676 54563
 55867 56742 57533 58071 58433 58698 61221 68533 69311 70358 71077 72543
 73157 75256 75849 77454 77685 77896 78098 78407 78820 81405 82577 82990]
Annotated 3SS: [ 6337 20536 22963 23375 24635 44952 46068 47035 49090 53584 54399 55673
 56682 57363 57976 58301 58538 61080 68378 69199 70226 70893 72471 73004
 75136 75777 77247 77567 77769 78002 78321 78600 81242 82422 82865 83083]
SMsplice 5SS: [  432 10120 12322 20648 23164 45041 47173 49184 53676 58071 58433 58698
 61221 68533 69669 73157 75849 77685 77896 78820 82577 82990]
SMsplice 3SS: [10013 12188 20536 22963 44952 47035 49090 53584 57976 58301 58598 61080
 68378 69598 73066 75777 77409 77769 78706 82422 82865 83083]
top_k =  1000
Partition function (log Z): -33.76498451066702

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.9719103052690716
Position 20648: 0.9646227233049025
Position 10120: 0.8185520687921989
Position 23164: 0.7399498204728349
Position 12322: 0.7199127338383474
Position 15645: 0.49649058044840094
Position 20005: 0.3734109515940677
Position 6489: 0.36593118793960006
Position 20911: 0.34378265449552403
Position 10776: 0.3242573049109254
Position 6868: 0.322870861120773
Position 23597: 0.3216614838078224
Position 19990: 0.19730913532487923
Position 11360: 0.15923619839506356
Position 10115: 0.137345165797825
Position 19994: 0.12010541817401331
Position 27458: 0.08658754356562216
Position 9341: 0.08533206132703769
Position 8976: 0.08498821424769915
Position 7340: 0.07435238608824496
Position 9449: 0.06554585921300408
Position 22367: 0.06475276468911773
Position 10840: 0.06293950294058984
Position 24715: 0.0599774827450814
Position 6111: 0.05092654855003994
Position 15286: 0.04952947829593518
Position 15458: 0.04943430845260575
Position 6662: 0.045908979370974635
Position 28187: 0.035142437967134295
Position 8761: 0.028547596903176157
Position 12964: 0.025137987469354535
Position 11332: 0.023605618385305626
Position 2429: 0.023408626016996448
Position 506: 0.02205431145441626
Position 13443: 0.020982134198562957
Position 6290: 0.019881885592789403
Position 13407: 0.017412101181300883
Position 8791: 0.01701837527048891
Position 17939: 0.01676200449438536
Position 8803: 0.016441570086597534
Position 7150: 0.016085651977513805
Position 4122: 0.014589636768237399
Position 7870: 0.013159891032561462
Position 16500: 0.013120682095733216
Position 7874: 0.013108240179424517
Position 13519: 0.012988630137177822
Position 1249: 0.012259433041119578
Position 10092: 0.012204249951224563
Position 21096: 0.011963098929202583
Position 19746: 0.010057456983526253
Position 16256: 0.00966505324528658
Position 17850: 0.007695373192100906
Position 4133: 0.007562804798705657
Position 15486: 0.007262795457752116
Position 6899: 0.006922232953847832
Position 1778: 0.006520166522339631
Position 2216: 0.006136461116329693
Position 8713: 0.006110343081647241
Position 21086: 0.00608969634976057
Position 7200: 0.005869290912170919
Position 9640: 0.005327915396673804
Position 6884: 0.005116846883296273
Position 6478: 0.0050526825646743795
Position 9426: 0.0047146357635237815
Position 15607: 0.003476515067218225
Position 6264: 0.003461104740166293
Position 116: 0.003432510093527412
Position 464: 0.0031690907823144175
Position 22564: 0.002988336310692284
Position 6668: 0.0025931823156383604
Position 89: 0.001905273199736909
Position 22838: 0.0018203667606838752
Position 25123: 0.0017125955032735217
Position 357: 0.0016502817983948329
Position 28170: 0.0016479681623122473
Position 24513: 0.0016231959027431047
Position 1283: 0.001311782937107985
Position 4221: 0.001216075897174471
Position 640: 0.001178718812850601
Position 4652: 0.0011265533753228095
Position 1000: 0.001093397245545108
Position 8527: 0.0008202483228797777
Position 50: 0.0007809664799512033
Position 4478: 0.0007022950273234028
Position 2530: 0.0007000221160789482
Position 3630: 0.000643730962477006
Position 5926: 0.0005882786021107235
Position 3805: 0.00030892687712895405
Position 146: 0.0002507787234785332
Position 23088: 0.00024597180586073203
Position 5123: 0.0002249082723833513
Position 14829: 0.00018323636628510943
Position 8101: 0.000153383630481383
Position 8626: 0.0001450738963636966
Position 7724: 0.00013394295759412356
Position 6927: 9.72937242336841e-05
Position 9000: 6.095780298063331e-05
Position 155: 2.3427576600904075e-05
Position 21069: 2.0306154166952924e-05
Position 7271: 1.2593642497359951e-05
Position 4194: 1.0637497317274111e-05
Position 6473: 1.06316810297152e-05
Position 2207: 1.0587540807603226e-05
Position 7386: 1.0341032259905931e-05
Position 410: 1.0287710552203122e-05
