Gene = HMCES
index = 654
Annotated 5SS: [   66  1076 10158 11965 19696 23303]
Annotated 3SS: [  869 10013 11838 19513 23109 25748]
SMsplice 5SS: [   66 10158 11965]
SMsplice 3SS: [10013 11838 25748]
top_k =  1000
Partition function (log Z): -13.651463127852999

Sorted 5' Splice Sites (High to Low Probability):
Position 10158: 0.9101196071826948
Position 11965: 0.7497849330165911
Position 1076: 0.6015101697468955
Position 66: 0.3727467557861715
Position 364: 0.27941359503727387
Position 3714: 0.25387876867544057
Position 14871: 0.22537255131261533
Position 4300: 0.11783839278076744
Position 372: 0.11210462665521854
Position 43: 0.08628025961116416
Position 837: 0.07008212520800172
Position 458: 0.06289484606298516
Position 19240: 0.042668370233267965
Position 3674: 0.041205585459934156
Position 24: 0.01519401072203909
Position 18256: 0.013374601917548322
Position 8596: 0.010871243213464806
Position 14334: 0.008711104898055972
Position 204: 0.006497479469159823
Position 15970: 0.0050193415372397
Position 478: 0.0034427030369437723
Position 11571: 0.003128166723835254
Position 18758: 0.0029241173949252817
Position 11378: 0.002677057852722234
Position 1003: 0.0025634073142414802
Position 11587: 0.0025498390684921494
Position 12733: 0.002535979769181747
Position 16103: 0.002529021077444539
Position 17432: 0.002112944246334146
Position 1142: 0.001752272266822494
Position 16135: 0.0014943475328587372
Position 2793: 0.0012819593894754615
Position 2241: 0.0012538286952189944
Position 99: 0.0009614521639839288
Position 3997: 0.0009443342950838973
Position 4343: 0.0008605665605878298
Position 2201: 0.0008379040491564657
Position 14114: 0.0008320277641422875
Position 17316: 0.0007677332674916087
Position 2670: 0.0007643068141622751
Position 2638: 0.0004900409910586005
Position 465: 0.0004257845982908236
Position 16304: 0.0003392585624457586
Position 12182: 0.00033272067226173695
Position 482: 0.00029783006315437123
Position 756: 0.0002633067807671909
Position 3029: 0.00011397150770908245
Position 2710: 9.226633516257993e-05
Position 2787: 8.242865432245443e-05
Position 93: 7.178806998288813e-05
Position 284: 6.962884021368725e-05
Position 780: 5.782960168647489e-05
Position 3972: 4.4845027943945276e-05
Position 870: 3.784581006600518e-05
Position 685: 2.9320481742250858e-05
Position 337: 1.8484978588020416e-05
Position 589: 1.1338508469728962e-05
Position 521: 9.7033069085955e-06
Position 859: 6.96519421761784e-06
Position 1137: 4.640752917873661e-06
Position 1561: 4.603723321212544e-06
Position 1116: 4.5493474872226754e-06
Position 535: 4.436801182852785e-06
Position 759: 3.3164166136583845e-06
Position 33: 3.2358974150562e-06
Position 727: 3.072517376509495e-06
Position 663: 1.5293153862333682e-06
Position 1999: 6.506957566382928e-07
Position 443: 4.329784672395514e-07
Position 2324: 2.5395323192125907e-07
Position 227: 2.3362465477923428e-07
Position 2035: 2.211635470926287e-07
Position 1475: 2.1985778662330124e-07
Position 1122: 2.1880613558007817e-07
Position 1985: 1.2352907011102395e-07
Position 2003: 1.0245952988086313e-07
Position 1270: 9.394994080484414e-08
Position 2474: 7.307998022827642e-08
Position 2005: 6.231536659706037e-08
Position 1987: 4.6893263954308614e-08
Position 1430: 4.328613279034661e-08
Position 1989: 3.464421926390578e-08
Position 1046: 3.252808340156029e-11
Position 1026: 1.8405343111031437e-11
Position 1054: 1.659199818758387e-11
Position 438: 1.8176878746796237e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.5440513554006579
Position 10013: 0.439239575608803
Position 25748: 0.3202599261000295
Position 869: 0.3001949597130532
Position 924: 0.27160662988304124
Position 9995: 0.26085998532216537
