Gene = ZC3HAV1L
index = 1594
Annotated 5SS: [ 377 1487 7328 9322]
Annotated 3SS: [1350 7068 9195 9468]
SMsplice 5SS: [ 377 1111 1487 7415 9322]
SMsplice 3SS: [ 979 1350 7275 9195 9468]
top_k =  1000
Partition function (log Z): 2.4611324079944703

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9918370094519993
Position 9322: 0.9416370808752976
Position 7415: 0.89699850115868
Position 377: 0.8587514356421623
Position 1111: 0.7227177943589491
Position 7989: 0.32594056134569094
Position 6282: 0.28624265805348753
Position 658: 0.27842715672892565
Position 714: 0.23004690659151578
Position 879: 0.12259761551993763
Position 2485: 0.09453807090337522
Position 2637: 0.0760183801501168
Position 7395: 0.06346772499282238
Position 697: 0.05914975504746601
Position 225: 0.04621913953230379
Position 2084: 0.043441281745670954
Position 8979: 0.038391480960338904
Position 9338: 0.03471382523571055
Position 3312: 0.030973101299604084
Position 171: 0.027424703919737697
Position 8001: 0.020116289285771683
Position 3292: 0.016531843503893785
Position 48: 0.015493749855762583
Position 1071: 0.01245414347183782
Position 7194: 0.010691667333695226
Position 7328: 0.009843882755642852
Position 571: 0.007567017514646914
Position 8775: 0.007449932078483053
Position 8920: 0.007256840033853214
Position 811: 0.0068836428145769785
Position 5127: 0.006826825649769301
Position 2489: 0.005593079742386628
Position 8850: 0.005189639580310445
Position 8619: 0.005048368390425794
Position 9652: 0.004376040108167181
Position 8221: 0.0035419889814650106
Position 10020: 0.0032191368529710753
Position 3319: 0.002698499019692147
Position 1926: 0.0021057112715629164
Position 9553: 0.0020954129703591793
Position 8461: 0.0018190701159960117
Position 2027: 0.0017418976624357018
Position 9670: 0.0013316601923444033
Position 356: 0.001274681374876675
Position 1618: 0.0010895249085176128
Position 914: 0.0010268767224771117
Position 1306: 0.0009978007948164645
Position 8834: 0.0009113955949191395
Position 9119: 0.000842458864904148
Position 9541: 0.0006633842505720897
Position 404: 0.0006034492520786743
Position 9538: 0.000589527568730202
Position 53: 0.0005558362694738442
Position 273: 0.0005238088518636529
Position 826: 0.0005025519744240737
Position 1094: 0.00044122383700551614
Position 2161: 0.0004261255656317988
Position 3084: 0.0003975672290547134
Position 8745: 0.00035686961801021966
Position 7621: 0.0003194868636257604
Position 1258: 0.00031597272557526684
Position 1650: 0.00025820655659083183
Position 1529: 0.00019696062918585742
Position 5332: 0.00018836787772147053
Position 5844: 0.00018175258578177612
Position 9482: 0.00017913984152087927
Position 129: 0.0001753389907662266
Position 2097: 0.00016850563308096938
Position 7602: 0.0001514377123365323
Position 232: 0.0001512398231152227
Position 8724: 0.00012187966959708629
Position 99: 0.00010222101682889346
Position 612: 9.647477242684215e-05
Position 1351: 9.420150107370052e-05
Position 1400: 8.309105765940832e-05
Position 2135: 7.987937632845107e-05
Position 1951: 7.738747254495523e-05
Position 107: 6.525546038239369e-05
Position 1000: 6.482869328044891e-05
Position 1230: 5.15452633852228e-05
Position 5288: 4.7718324452645475e-05
Position 2094: 4.7476073445566426e-05
Position 9742: 3.949951343121719e-05
Position 9274: 3.726478063563602e-05
Position 255: 2.652070142031393e-05
Position 1984: 2.6110303568008197e-05
Position 27: 2.457516542100011e-05
Position 588: 2.13330185308691e-05
Position 154: 2.0477319577200095e-05
Position 1359: 1.711863030517896e-05
Position 1775: 1.6600960559282163e-05
Position 1204: 1.6313672769862485e-05
Position 723: 1.475978432285245e-05
Position 3655: 1.4045159951905103e-05
Position 1833: 9.489208819097834e-06
Position 258: 7.886033961566271e-06
Position 799: 7.474734833261969e-06
Position 889: 4.6131980643030446e-06
Position 2563: 3.2151772388523e-06
Position 2579: 2.600843694696409e-06
Position 2516: 2.5369987120711423e-06
Position 264: 2.393623608956952e-06
Position 29: 1.8081186531968838e-06
Position 305: 1.1674606738493022e-06
Position 2404: 1.142511372631748e-06
Position 2508: 1.1163805306630529e-06
Position 9342: 3.116146236326708e-07
Position 74: 2.0415455529692678e-07
Position 9616: 1.6574730972924308e-07
Position 266: 1.1008831986958919e-07
Position 730: 7.701228011763028e-08
Position 892: 3.477824525625708e-08
Position 2985: 5.872612015719161e-09
Position 969: 1.0144424575208759e-09
Position 942: 8.764220177987299e-10
Position 467: 7.32252742335073e-10
Position 9394: 1.8628581318564964e-10
Position 429: 1.1030605694343789e-10
Position 845: 1.2458220533061403e-11
Position 528: 1.3947530247414497e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 9195: 0.9980864288528031
Position 7275: 0.8413892881924127
Position 1350: 0.7805961329153447
Position 979: 0.6190494864324041
Position 9468: 0.4231208124631116
Position 9434: 0.270924561765502
Position 514: 0.268038966518581
Position 550: 0.23697965036541505
Position 6187: 0.18048141469883483
Position 9921: 0.1638022189550804
Position 1399: 0.16257789695559302
Position 2350: 0.1517255467644977
Position 547: 0.12485593265641695
Position 7900: 0.10771922869412187
Position 7663: 0.09730910047187823
Position 7820: 0.061321451035956195
Position 7068: 0.060697201461939757
Position 6174: 0.06012259539513542
Position 7914: 0.0595623698537416
Position 9899: 0.04814715738274285
Position 7327: 0.045260746728228204
Position 1048: 0.045226957278240235
Position 3189: 0.044795766142831935
Position 1204: 0.039200326490549914
Position 9885: 0.03718011731979863
Position 1892: 0.03389184558984944
Position 7227: 0.025625909161251615
Position 825: 0.02339120454632006
Position 8946: 0.023169256778254103
Position 938: 0.01700589742150548
Position 8523: 0.01683124278235752
Position 6220: 0.016456366222511558
Position 2387: 0.016013633576019072
Position 8731: 0.014812057832299516
Position 6014: 0.014359993811986268
Position 1950: 0.011206994293221402
Position 6134: 0.010913260236460005
Position 764: 0.010479582594368556
Position 9835: 0.00882339258922114
Position 296: 0.008454136999792113
Position 997: 0.0076166863158191695
Position 7659: 0.006568176140928094
Position 10260: 0.0060362808366385716
Position 952: 0.005595947199628922
