Gene = GORAB
index = 610
Annotated 5SS: [  156  7439 10464 12717]
Annotated 3SS: [ 7080 10361 12575 19885]
SMsplice 5SS: [  275  7443  8537 10464 12717]
SMsplice 3SS: [ 7080  8403 10361 12575 14566]
top_k =  1000
Partition function (log Z): -1.7342571005149292

Sorted 5' Splice Sites (High to Low Probability):
Position 12717: 0.9984936632620499
Position 10464: 0.9943908390162141
Position 7443: 0.8306496424198921
Position 8537: 0.6520351818797787
Position 275: 0.5063942524540535
Position 279: 0.24416798861434558
Position 511: 0.19179184108430197
Position 11518: 0.13790204387013452
Position 1523: 0.13677113216694475
Position 105: 0.09702921099556609
Position 6967: 0.08698466499829395
Position 499: 0.0683681848501173
Position 12184: 0.06248292652071433
Position 977: 0.06130222420555364
Position 11777: 0.060992914374021774
Position 18252: 0.043991787402114686
Position 8039: 0.04195223121425737
Position 7439: 0.04000349836398642
Position 17434: 0.0372366224175746
Position 20302: 0.03561898674764949
Position 10290: 0.03111538354101158
Position 17907: 0.030832436999310774
Position 156: 0.029888234860058573
Position 4293: 0.029160121563997988
Position 1000: 0.018812920504147766
Position 14950: 0.017458935164725478
Position 17881: 0.017438110437314552
Position 11285: 0.016508971316400136
Position 13166: 0.014392655921887189
Position 19687: 0.013622094019881712
Position 12269: 0.013187810810793413
Position 7242: 0.012068417963509648
Position 14395: 0.012024144685779007
Position 2456: 0.011137085032688216
Position 11317: 0.010668848537041233
Position 14961: 0.010523526237371886
Position 3012: 0.010246295562383661
Position 7236: 0.009713000742244413
Position 9463: 0.009152476584641021
Position 959: 0.00811649980658184
Position 20362: 0.007966775194752258
Position 13036: 0.007688740497924601
Position 17522: 0.00743221155774727
Position 618: 0.007210116703048631
Position 11360: 0.007181848863843601
Position 9870: 0.0062747341589963175
Position 20136: 0.006254856785705215
Position 14473: 0.005492240341139693
Position 945: 0.005390083655508054
Position 1234: 0.00535868911605052
Position 4063: 0.004811915694075792
Position 2696: 0.004346702518972634
Position 11861: 0.004199626579122727
Position 5709: 0.00380270828367248
Position 16748: 0.0036814264500003233
Position 12144: 0.003645538410581714
Position 2445: 0.003642940794845725
Position 2562: 0.003459903487525827
Position 7701: 0.0033526850532877555
Position 1491: 0.003336535331887229
Position 2628: 0.0032946086172545375
Position 505: 0.0029294734161746387
Position 437: 0.002696401422434179
Position 491: 0.0023648395226191425
Position 11676: 0.002274606066228728
Position 781: 0.0021356360285705676
Position 20582: 0.0020619020479528136
Position 16502: 0.0019037205193410448
Position 1039: 0.0018077429622156834
Position 2775: 0.0017011984904295
Position 728: 0.0016646934201943612
Position 10501: 0.0016133626985800876
Position 15526: 0.0015565246414403296
Position 6649: 0.001533058606649114
Position 392: 0.0015309648080918056
Position 2080: 0.0014034754022685734
Position 4288: 0.0013585235342555783
Position 12299: 0.0012573511014899164
Position 11131: 0.0012559464080502474
Position 2307: 0.0011939643718677962
Position 986: 0.0010648369780087393
Position 1084: 0.0010579679498165973
Position 11745: 0.0008859875415824652
Position 13569: 0.0008539303252009838
Position 898: 0.0008323142182412282
Position 7152: 0.0008281964803820343
Position 11380: 0.0008063967982888916
Position 14434: 0.0007733152606545288
Position 7306: 0.0007630550475138081
Position 2323: 0.000759477575053632
Position 6046: 0.000727345875129387
Position 882: 0.0006957214480729858
Position 1027: 0.0006774815147352764
Position 1154: 0.0006757121323915041
Position 11324: 0.0006618718274280091
Position 2048: 0.0006594945223482551
Position 2716: 0.0006533904524587675
Position 1146: 0.0006191953324490074
Position 5539: 0.0006173137335837864
Position 5126: 0.0005877719229768327
Position 7629: 0.0005868848288735449
Position 3124: 0.0005519488783161132
Position 7383: 0.000538050707186435
Position 1622: 0.0005258527452642983
Position 7333: 0.0004937527105358183
Position 956: 0.0004903182312554772
Position 11720: 0.0004629557139948974
Position 10494: 0.00045541475894700367
Position 3182: 0.0004539835368640862
Position 9968: 0.0004491105610700424
Position 14454: 0.0004425088055337092
Position 14047: 0.0003983093482368788
Position 3827: 0.0003961922955166828
Position 1495: 0.0003680549725781179
Position 950: 0.0002530395264520868
Position 2797: 0.00024304527774648827
Position 283: 0.00022743548063631808
Position 10775: 0.00021221146508515097
Position 10427: 0.00021034332415685835
Position 2900: 0.00019996791973835658
Position 3273: 0.0001916036885823829
Position 14698: 0.00018972884856965151
Position 2071: 0.00018221703179831074
Position 76: 0.00017719790644399173
Position 10849: 0.00010581204767497095
Position 14524: 8.688545159098933e-05
Position 1672: 8.171681738550419e-05
Position 11225: 7.599740171348265e-05
Position 13081: 7.467223726511332e-05
Position 82: 4.142838986697994e-05
Position 16919: 3.083709707273602e-05
Position 168: 2.8864994087401975e-05
Position 716: 2.8608796732293585e-05
Position 734: 2.8293662934442908e-05
Position 17446: 2.3195152410677795e-05
Position 14834: 1.1295243179709787e-05
Position 377: 1.0363594065776656e-05
Position 175: 9.276304456296407e-06
Position 10755: 9.05869457004916e-06
Position 819: 8.822932026179255e-06
Position 300: 8.342342764771231e-06
