Gene = AKNAD1
index = 49
Annotated 5SS: [  166  5423  7558  8183  8343 13961 19545 22166 22648 26536 29890 33529
 33725 36550 40047]
Annotated 3SS: [ 4326  7517  8033  8279 13826 19387 22037 22565 26443 29791 33405 33616
 36467 39916 40791]
SMsplice 5SS: [  166  8343 13961 19485 26536 26816 29890 33529 33777 39757 40086]
SMsplice 3SS: [ 8279 13826 19387 26443 26697 29791 33405 33616 39681 39916 40791]
top_k =  1000
Partition function (log Z): 5.592254305856725

Sorted 5' Splice Sites (High to Low Probability):
Position 29890: 0.9999892884964845
Position 8343: 0.9786975894785747
Position 13961: 0.9415591458811422
Position 166: 0.9094380787375363
Position 33529: 0.8233510886678306
Position 19485: 0.6705693437965997
Position 26536: 0.634782035731452
Position 33777: 0.6282030268094155
Position 40086: 0.6260042701677714
Position 20999: 0.5941208338722723
Position 26816: 0.5662439862732458
Position 36550: 0.5629984235620411
Position 22166: 0.5428768897362405
Position 39757: 0.5193849592060837
Position 7192: 0.4937923485196585
Position 6047: 0.4513951881155541
Position 6752: 0.4239318369181681
Position 32185: 0.39999262871818375
Position 34299: 0.36120632947796777
Position 8183: 0.32956944965453416
Position 14875: 0.31997273522906416
Position 5423: 0.3110969767063174
Position 19545: 0.3002857175098155
Position 33725: 0.29348764768791025
Position 22648: 0.2922245850985497
Position 40047: 0.28421467755379365
Position 33982: 0.25657314205967946
Position 6732: 0.20877996925177555
Position 18677: 0.20526430246337188
Position 7558: 0.19115827975440983
Position 3559: 0.19104844237531377
Position 14765: 0.1891789026471761
Position 8682: 0.1886931178865774
Position 8666: 0.18272724152336775
Position 8893: 0.175965986124205
Position 16485: 0.1757879019573381
Position 27220: 0.170563268923644
Position 7874: 0.13880002045062076
Position 30523: 0.12066504359648392
Position 40221: 0.12040574059446302
Position 6269: 0.11280695609707123
Position 37061: 0.10133975036937883
Position 10017: 0.09668920581125032
Position 8974: 0.09246560713466757
Position 25833: 0.08739788670207146
Position 39772: 0.08196400703626247
Position 26845: 0.07695720761084923
Position 20476: 0.07663827234248244
Position 28040: 0.07663661530228488
Position 22931: 0.07476074802825496
Position 33986: 0.07404176698627046
Position 6589: 0.07118228702894176
Position 8672: 0.06805932494982654
Position 11230: 0.059458541004561064
Position 6747: 0.05863439161614017
Position 28369: 0.05665917114415116
Position 29198: 0.054914015244591774
Position 31500: 0.05372714813339074
Position 6966: 0.05257512493602575
Position 253: 0.05221589056752041
Position 34939: 0.05018605183572221
Position 7934: 0.04606548893019898
Position 7741: 0.04514223267839523
Position 36825: 0.04483484685249094
Position 26805: 0.04245997445742385
Position 11727: 0.04211803163769252
Position 37903: 0.04135960220393657
Position 10788: 0.03917901589978136
Position 12429: 0.03707688312724404
Position 6926: 0.03274035149529807
Position 38215: 0.03268361309383903
Position 7359: 0.031904433983043115
Position 6096: 0.029931943897990813
Position 19111: 0.026897579819365337
Position 6615: 0.02189694195719388
Position 19204: 0.02118559096285042
Position 27336: 0.021098222291418632
Position 38777: 0.019813098685235026
Position 21849: 0.017577040253586387
Position 297: 0.01718302197381665
