Gene = MKRN2OS
index = 848
Annotated 5SS: [ 310 2377 3697]
Annotated 3SS: [2326 3533 5122]
SMsplice 5SS: [ 310 2995 3697]
SMsplice 3SS: [2847 3533 5122]
top_k =  1000
Partition function (log Z): -8.486839313299933

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.8752126651613233
Position 3697: 0.8155319163149848
Position 2995: 0.6895454068342284
Position 3292: 0.4100454417690242
Position 1603: 0.16816688430048635
Position 2509: 0.12673310448093109
Position 2986: 0.09729264962737415
Position 2377: 0.08715934336045847
Position 669: 0.04574847718278175
Position 138: 0.026396471755956878
Position 3021: 0.02360151980789198
Position 5231: 0.022957703878499776
Position 4139: 0.020238308311841563
Position 1236: 0.014797697645043397
Position 481: 0.009990832170912413
Position 30: 0.009915943325987083
Position 3194: 0.008539311988799642
Position 227: 0.007170522921766017
Position 537: 0.006596162109250441
Position 4592: 0.006322298891189291
Position 3970: 0.005330785934692058
Position 4943: 0.005255049604018929
Position 1452: 0.00520208455536078
Position 4300: 0.004953677382224812
Position 15: 0.004916023556316962
Position 5396: 0.00398616169094794
Position 5194: 0.0036985089861063273
Position 3487: 0.003343474655927238
Position 51: 0.003071697770575151
Position 2342: 0.0024464600625722084
Position 270: 0.002121262939077003
Position 5371: 0.0019017621508191146
Position 5123: 0.0018626896505473543
Position 2792: 0.001816895910885516
Position 1790: 0.0015284244415705727
Position 5353: 0.0013718609003580135
Position 405: 0.0012659580513207126
Position 1099: 0.0012498778927759898
Position 2785: 0.0012230262456234327
Position 2807: 0.0011673994165318116
Position 3625: 0.0008653779484984736
Position 2944: 0.0007456336085812022
Position 637: 0.0006326660167236031
Position 3392: 0.00037550733527486426
Position 3150: 0.00035890024825986275
Position 2666: 0.000325742679036349
Position 3368: 0.00029653558596501165
Position 3879: 0.00027599683192340737
Position 3238: 0.00026121014478752783
Position 3435: 0.00021755461083101255
Position 1933: 0.00020209597614166436
Position 2330: 0.0001464900290328993
Position 1165: 0.00011812613607353907
Position 714: 0.00010961157851892102
Position 162: 8.646979452816054e-05
Position 426: 8.439541184268591e-05
Position 507: 8.342559435478965e-05
Position 329: 7.882766277690253e-05
Position 2230: 4.004693473000735e-05
Position 400: 2.854501695609209e-05
Position 164: 2.7758918583904072e-05
Position 1256: 2.6569473246387908e-05
Position 641: 2.5152018365628492e-05
Position 1262: 2.479718015728865e-05
Position 32: 1.8468270997869754e-05
Position 3652: 1.6249367268382447e-05
Position 172: 7.536391077001736e-06
Position 17: 7.486462396007341e-06
Position 4414: 6.610868986066675e-06
Position 574: 6.115815394587176e-06
Position 1129: 6.044546051318781e-06
Position 375: 1.0617698319938757e-06
Position 483: 4.355498958227006e-07
Position 398: 4.308084844531685e-07
Position 342: 2.8980824052776367e-07
Position 315: 2.611527917178655e-07
Position 1463: 1.1134125848041117e-07
Position 366: 8.262315787019664e-08
Position 410: 7.116924562929878e-08
Position 327: 5.4628711593448564e-08
Position 761: 5.197593591689456e-08
Position 521: 5.022390872451037e-08
Position 317: 3.430254050654917e-08
Position 500: 1.570354629627324e-08
Position 4257: 3.9619524414517666e-09
Position 793: 3.5375784232260727e-09
Position 491: 1.3525551143993422e-09
Position 454: 1.090904193702123e-09
Position 360: 6.984117886058358e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3533: 0.8026072267689315
Position 5122: 0.4475702248412112
Position 2847: 0.4065020248877815
Position 3173: 0.27146570648477863
Position 2888: 0.26252385122954036
Position 2326: 0.1802947307304674
Position 5190: 0.13397948987070038
Position 2937: 0.11242666610992341
Position 1481: 0.10134049353045808
Position 3149: 0.09179079258703854
Position 3552: 0.07605822056696587
Position 4379: 0.07304694018761694
Position 1516: 0.040056440105162495
Position 4071: 0.033297475906443594
Position 3201: 0.029850125117220294
Position 4681: 0.029185902524307684
Position 4849: 0.02805182159674174
Position 4928: 0.027934081307286404
Position 3146: 0.02657637883266342
Position 5193: 0.023306266640204035
Position 4038: 0.02155749934827796
Position 3484: 0.019509694433494915
Position 3616: 0.01783263872429911
Position 5324: 0.017368730239052898
Position 2710: 0.015551025623922878
Position 5327: 0.01493789779753052
Position 4527: 0.014020691514582842
Position 5086: 0.013414400262937163
Position 4555: 0.011478088233122222
Position 193: 0.011252912567818352
Position 5505: 0.010979034493412412
Position 4613: 0.009751577951655007
Position 2215: 0.00935184795379664
Position 2707: 0.00913666790315748
Position 561: 0.008845772951968067
Position 2417: 0.008772826826619222
Position 2780: 0.008619605049713739
Position 4418: 0.006132629771030608
Position 3865: 0.005818595032027817
Position 2229: 0.0056938421546335475
Position 5231: 0.004792247380744613
Position 4454: 0.00458876047911711
Position 3391: 0.004559852873485061
Position 2646: 0.004357691875202222
Position 3876: 0.004291013724644531
Position 500: 0.004105425949868566
Position 1349: 0.003992514932484864
Position 5251: 0.0038814378587532566
Position 477: 0.003616878832156055
Position 5330: 0.003068075842430335
Position 4471: 0.002619069235958126
Position 4942: 0.002426630402610442
Position 2601: 0.0023578200415993243
Position 3837: 0.002294959939686177
Position 4709: 0.0022574035122563656
Position 1996: 0.002052539381706357
Position 2423: 0.0019612888371569742
Position 3181: 0.0017229747134760985
Position 190: 0.0015446346066363224
Position 1272: 0.0014219196857001572
Position 3371: 0.0013751996415703788
Position 2133: 0.0013723582902111842
Position 1547: 0.0013448614501724474
Position 2136: 0.0012396119907282302
Position 3989: 0.0012083587738252188
Position 448: 0.0011510805018537227
Position 2648: 0.0011171887508289644
Position 1691: 0.0011041220039909063
Position 2381: 0.0010889278575897702
Position 3568: 0.0010710828806495827
Position 1317: 0.001053841834913015
Position 904: 0.0010433680654930368
Position 2943: 0.0009562166042881472
Position 3278: 0.0008213075877215663
Position 883: 0.0006956437382966595
Position 3696: 0.0006704662402981003
Position 2162: 0.0006541689277070733
Position 1492: 0.0006385084673612541
Position 454: 0.0006328757303020437
Position 4875: 0.0005970906820152977
Position 5463: 0.0005944028332023694
Position 1164: 0.0005896075689726737
Position 1435: 0.0005687547422464481
Position 366: 0.0005171629047887557
Position 2188: 0.0004968430938559733
Position 2394: 0.0004871367351481253
Position 3848: 0.00046272593895232674
Position 4199: 0.00042600372045737984
Position 2328: 0.00040747077938644736
Position 1368: 0.0004045032045851755
Position 4901: 0.00039846366079381826
Position 641: 0.00038966956012114997
Position 1741: 0.00037245689239462864
Position 2915: 0.00036146239175496923
Position 3020: 0.00035961779855737367
Position 4476: 0.00035539791958235213
Position 4426: 0.000348039883479098
Position 2900: 0.0003465763519267055
Position 4286: 0.00033546242891394686
Position 1596: 0.000301157665698697
Position 4530: 0.0002990704293245674
Position 4785: 0.000280145871181234
Position 652: 0.0002602610882069108
Position 3763: 0.0002530634811245795
Position 2751: 0.0002483597096893922
Position 2386: 0.0002474133334053732
Position 2819: 0.00023333856070749612
Position 1302: 0.0002214434470454324
Position 1666: 0.0002179366273713737
Position 5044: 0.0002153240157957964
Position 1098: 0.0002143266163268263
Position 3319: 0.00016736984020704682
Position 1044: 0.0001673115890847279
Position 3225: 0.00015121932821533606
Position 1863: 0.00015009088339610791
Position 3082: 0.00014387305288478085
Position 3572: 0.00013921260492252312
Position 1047: 0.00013432757806055329
Position 764: 0.00013279292302033203
Position 156: 0.0001319249279019914
Position 658: 0.0001285238032808356
Position 3291: 0.00012730382984357756
Position 3107: 0.00012485591751122864
Position 1834: 0.00012471761093254313
Position 5421: 0.00012287934878716189
Position 3581: 0.00012188582245801959
Position 2852: 0.00012052627505038087
Position 3095: 0.00011359505877937844
Position 1462: 0.00010836738353357148
Position 3339: 0.00010067625701103069
Position 3203: 9.615439063633985e-05
Position 1524: 9.188994115410167e-05
Position 2431: 9.067843782862523e-05
Position 2723: 8.310794302982665e-05
Position 2685: 7.06529731609031e-05
Position 2919: 6.952137873784275e-05
Position 1496: 6.730175476794713e-05
Position 3090: 6.379816932300634e-05
Position 1116: 6.272140146166701e-05
Position 2330: 6.25404281808801e-05
Position 1976: 5.820587191870404e-05
Position 4173: 5.5273543901079487e-05
Position 3123: 4.817813898491226e-05
Position 1073: 4.769064672252205e-05
Position 3056: 4.668082652487581e-05
Position 1533: 4.579123604678905e-05
Position 3816: 4.369268666214217e-05
Position 1351: 4.3418235969457336e-05
Position 2652: 4.307187243137733e-05
Position 1520: 3.879419596499988e-05
Position 1564: 3.7059008128032724e-05
Position 1201: 3.307615787777402e-05
Position 535: 3.0346368721565952e-05
Position 4223: 3.0303440177638216e-05
Position 1671: 2.9560716099827688e-05
Position 1452: 2.787466584145109e-05
Position 2053: 2.5585955278652856e-05
Position 1140: 2.484012369277741e-05
Position 958: 2.313468972602548e-05
Position 1124: 2.301604440314204e-05
Position 2138: 2.200300129836652e-05
Position 285: 2.174710517670435e-05
Position 3640: 2.161466251326197e-05
Position 705: 2.0548742170576603e-05
Position 3911: 1.87397087635547e-05
Position 4969: 1.837722204057615e-05
Position 2468: 1.7627112606208045e-05
Position 2658: 1.6519515494783726e-05
Position 231: 1.4303387414629958e-05
Position 207: 1.1723713497849783e-05
Position 879: 1.1589939427174239e-05
Position 507: 1.0563201130202081e-05
Position 2966: 1.0258783752486558e-05
Position 1837: 9.85041199012197e-06
Position 211: 9.202266124422234e-06
Position 172: 9.011661526024882e-06
Position 4092: 8.23356931996595e-06
Position 3878: 6.6863599159495455e-06
Position 4250: 5.875126312625313e-06
Position 404: 5.868822816243193e-06
Position 4088: 5.465880580321646e-06
Position 1190: 5.251228007144494e-06
Position 3957: 4.284226949725691e-06
Position 563: 3.412730340171586e-06
Position 1319: 2.304198734462088e-06
Position 1049: 1.8439476618744358e-06
Position 608: 1.5560708718346848e-06
Position 217: 1.5321083417986108e-06
Position 1602: 1.5105595051191597e-06
Position 581: 1.3393557643728958e-06
Position 3440: 1.068358370363182e-06
Position 5228: 9.750702076949766e-07
Position 3850: 9.168891004847276e-07
Position 885: 6.342937140910388e-07
Position 375: 4.967969035599575e-07
Position 981: 4.5780622710417893e-07
Position 162: 2.934132473202621e-07
Position 3288: 2.0434643496868422e-07
Position 927: 1.9789684244958799e-07
Position 104: 1.6364271028432271e-07
Position 309: 1.4209730258301078e-07
Position 79: 1.2560520200388522e-07
Position 1005: 1.1611647751881652e-07
Position 1537: 1.1393230416196097e-07
Position 1285: 1.086673450672943e-07
Position 605: 1.0831776375989081e-07
Position 565: 1.0392349101581842e-07
Position 583: 9.857016637476342e-08
Position 668: 9.766439111993691e-08
Position 142: 8.084681974978784e-08
Position 1809: 8.432101957448087e-09
Position 1207: 5.2926853547248735e-09
Position 681: 5.26520440894181e-09
Position 782: 5.208168884520742e-09
Position 263: 2.2257046745147053e-09
Position 537: 2.0091968361947082e-09
Position 592: 1.8573053351814519e-09
Position 327: 3.7649490271532466e-10
Position 106: 9.826716737285365e-11
Position 295: 9.825716527329466e-11
Position 315: 5.0124158483065296e-11
Position 82: 4.015031371979464e-11
Position 816: 8.304454380680551e-12
Position 89: 5.524264668544673e-12
Position 115: 4.538096746679861e-12
Position 513: 4.1118410808594854e-13
