Gene = PI4KB
index = 1025
Annotated 5SS: [  387  1486 12085 17447 20084 21522 24117 25464 25814 28850 33249 33640]
Annotated 3SS: [ 1283 11147 17401 19855 21293 24006 25358 25689 28583 33115 33518 34623]
SMsplice 5SS: [  387  2913 21522 24117 25464 25814 28850 33249 33640]
SMsplice 3SS: [ 2739 21293 24006 25358 25689 28697 33115 33518 34194]
top_k =  1000
Partition function (log Z): 13.47109402289953

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.9958617345403714
Position 25814: 0.9890408041008966
Position 25464: 0.9784020908804903
Position 2913: 0.9779730353308249
Position 33249: 0.8587867387530445
Position 24117: 0.815095108700752
Position 33640: 0.7993858552858849
Position 28850: 0.7860425926174872
Position 21522: 0.5307335232785321
Position 17447: 0.4811174120600656
Position 34258: 0.435020587317079
Position 12085: 0.35514142009980715
Position 32701: 0.32566107470251004
Position 21541: 0.24870213122212548
Position 8871: 0.19580585032697836
Position 21392: 0.1899629461532699
Position 15891: 0.1789983600045355
Position 34951: 0.11722571028801103
Position 34517: 0.10165824324313913
Position 17748: 0.09163870981089785
Position 33651: 0.09129930370701228
Position 34286: 0.0799909900726709
Position 32557: 0.07821276060231513
Position 33267: 0.07137793451363958
Position 33816: 0.057161922709287584
Position 33656: 0.04251828266946689
Position 20084: 0.03723384303320129
Position 4888: 0.03477064441322016
Position 33661: 0.03161773344152306
Position 33057: 0.031594987565352436
Position 33609: 0.031196270942519144
Position 29601: 0.031179843957288858
Position 21488: 0.02884982887775029
Position 28698: 0.02577615015145436
Position 29139: 0.025456300488219147
Position 17: 0.02398413825592396
Position 22309: 0.021362661995244153
Position 50: 0.01989932124064665
Position 2114: 0.01896148011737015
Position 2233: 0.018689520825323273
Position 34741: 0.018002801338909927
Position 25459: 0.015308387696683983
Position 29229: 0.014234451303298232
Position 1650: 0.013450048041718031
Position 35412: 0.01278037444668333
Position 33042: 0.012751216557825854
Position 2816: 0.012610408062545993
Position 34828: 0.012574752193812403
Position 28854: 0.011083612057572105
Position 8534: 0.010664599237540064
Position 29035: 0.010215734609808562
Position 27502: 0.00982255784017626
Position 28811: 0.008841901922632041
Position 34251: 0.008743717117908585
Position 28451: 0.00753719850523987
Position 34144: 0.007199874385057872
Position 27358: 0.005911450518371149
Position 35089: 0.00571322481693504
Position 1977: 0.005580538076010908
Position 34781: 0.004985652424225634
Position 33446: 0.004828301201419128
Position 1486: 0.004596294611845794
Position 4696: 0.0043484264998288405
Position 25513: 0.0041623454024310265
