Gene = CYP3A7-CYP3A51P
index = 422
Annotated 5SS: [   80  4044 12807 14790 17577 17926 19345 20548 21634 24371 26068 27291]
Annotated 3SS: [ 3949 12753 14689 17462 17836 19195 20419 21566 24209 25840 27127 49866]
SMsplice 5SS: [   80  4044 12807 14790 17577 17926 21634 24371 26068 27291 29588 49948]
SMsplice 3SS: [ 3949 12753 14689 17462 17836 21566 24209 25840 27127 29506 49866 50134]
top_k =  1000
Partition function (log Z): 2.942426169116307

Sorted 5' Splice Sites (High to Low Probability):
Position 29588: 0.9865286316827078
Position 14790: 0.983689598521896
Position 17577: 0.9728011098194737
Position 24371: 0.9653912022674067
Position 80: 0.946336414745961
Position 17926: 0.8973606256450057
Position 26068: 0.8935462162632308
Position 21634: 0.8587411719374585
Position 4044: 0.7506709321501966
Position 4708: 0.6604458849138466
Position 27291: 0.6077555751528364
Position 12807: 0.5576029378761065
Position 49948: 0.47033090003478784
Position 4359: 0.4295180827387421
Position 29355: 0.2726157917191644
Position 19345: 0.22788142779211096
Position 13026: 0.2107275621823285
Position 250: 0.18811161389441117
Position 20548: 0.17906301990146123
Position 5996: 0.16243167233790057
Position 18138: 0.14805564562304635
Position 5940: 0.1378447420525269
Position 25009: 0.1359977176363052
Position 21315: 0.11705036084154286
Position 26648: 0.11538149514922255
Position 9452: 0.11477653796729367
Position 18962: 0.1093959250904276
Position 24805: 0.09457892625240515
Position 26638: 0.09268991265396437
Position 23480: 0.08825061569925337
Position 24048: 0.08323864255925223
Position 26328: 0.07978928736656861
Position 8489: 0.07402460091414051
Position 20364: 0.07238642183427904
Position 282: 0.07235404885001136
Position 22891: 0.0659788839839055
Position 939: 0.056477242469431865
Position 18291: 0.05166361581834325
Position 2261: 0.04966720650631968
Position 25082: 0.039308392863956675
Position 1331: 0.03872247015416617
Position 21129: 0.03734873607557198
Position 27911: 0.03605771706108601
Position 6026: 0.03585078251543708
Position 14929: 0.03437175658055869
Position 4039: 0.03397365048260265
Position 24405: 0.029982167581216516
Position 18094: 0.02838520289836976
Position 23594: 0.02762824867685627
Position 16615: 0.024404708738709292
Position 17292: 0.023052983283143362
Position 29740: 0.020974545086896237
Position 19151: 0.020612204081726853
Position 2836: 0.017882243294152514
Position 327: 0.01775869010313958
Position 2279: 0.017755203496691994
Position 28766: 0.017221371318091854
Position 35029: 0.01689141913079835
Position 5673: 0.016688043439109533
Position 2898: 0.01623587458394277
Position 36218: 0.015211046734474973
Position 4134: 0.014142253355562842
Position 21718: 0.014051048044918012
Position 27846: 0.013372856267885648
Position 1577: 0.012551221413514075
Position 14535: 0.0124947636485877
Position 18044: 0.012369419390621512
Position 774: 0.012244007797419871
Position 236: 0.011925094891705776
Position 33870: 0.011292485435463987
Position 25940: 0.01116262869408085
Position 664: 0.010349980121449743
Position 17625: 0.009467077690319283
Position 863: 0.009270265654202511
Position 25892: 0.009137857789409336
Position 27212: 0.009032031333130224
Position 22123: 0.00896217257350649
Position 16939: 0.008820684652467237
Position 2887: 0.008673435528006148
Position 440: 0.00841167007228342
Position 16871: 0.008153289515100392
Position 21664: 0.008102290113180458
Position 24080: 0.007152627407945255
Position 7443: 0.00670239055787761
Position 34869: 0.006289099157857793
Position 19971: 0.00605740359405395
Position 22837: 0.005727369282597549
Position 21756: 0.0056648198573057895
Position 35502: 0.0056170555208377
Position 27016: 0.005368542905820382
Position 6593: 0.005269022829868018
Position 22773: 0.005245311168640984
Position 8327: 0.00508421307684205
Position 2488: 0.004844097126424808
Position 6228: 0.004812568677914835
Position 36087: 0.004738769449229334
Position 749: 0.004459919973675711
Position 28279: 0.004228179359272614
Position 7291: 0.004139378215474427
Position 27053: 0.003991115926636705
Position 6785: 0.003969202781568508
Position 90: 0.0039363308551524645
Position 17635: 0.003925850204076297
Position 23797: 0.003921699183215309
Position 19977: 0.003823000833955605
Position 4347: 0.0038124573156830127
Position 27825: 0.003741883214166614
Position 28560: 0.0033438984600811803
Position 19068: 0.00317334605225507
Position 24840: 0.0031426412985606426
Position 448: 0.00306590553484431
Position 4307: 0.0029014428516534
Position 21684: 0.0028717610092208233
Position 3063: 0.0028600820580968575
Position 17642: 0.0028399933977886916
