Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  1000
Partition function (log Z): 12.796504419281527

Sorted 5' Splice Sites (High to Low Probability):
Position 15605: 0.9913048182585877
Position 11298: 0.9824174968711255
Position 15993: 0.9770369579641777
Position 16569: 0.9758890574674636
Position 238: 0.9031043949661254
Position 14108: 0.8744941967776371
Position 14803: 0.8344687267522705
Position 14597: 0.7060673134776059
Position 11089: 0.6666780763747683
Position 14842: 0.15311757366032444
Position 2769: 0.12586848618899044
Position 10551: 0.10938489207163067
Position 2742: 0.10648976435754272
Position 10331: 0.09327231146242865
Position 15121: 0.07850340385930688
Position 242: 0.057415081657201765
Position 8707: 0.056159490311566494
Position 9913: 0.04094497039249872
Position 658: 0.03373996512614497
Position 4927: 0.032160304308631905
Position 6328: 0.030023145686060567
Position 1766: 0.02776712679984566
Position 10612: 0.025250469309758085
Position 15126: 0.01645572205488763
Position 8004: 0.014572963760212191
Position 11891: 0.01260924921476855
Position 5584: 0.012122157488093083
Position 16381: 0.010577078868411405
Position 15984: 0.008158406554169648
Position 14950: 0.0076534811026249235
Position 11973: 0.007313543650445129
Position 12926: 0.006853952708305842
Position 15657: 0.004511609759515028
Position 1411: 0.0038990814307411146
Position 16177: 0.003697735411535257
Position 5221: 0.0029086095686652875
Position 3976: 0.0028916872702305714
Position 16259: 0.0028318318267910357
Position 6150: 0.0026993455519301116
Position 14894: 0.0024575848535907893
Position 11787: 0.002456314022000809
Position 5292: 0.0023635420922301863
Position 16007: 0.002341876358029583
Position 1761: 0.002326013950453362
Position 9768: 0.001978746433958995
Position 588: 0.001798403967905458
Position 1646: 0.0017966132786094266
Position 16013: 0.0017642996150181265
Position 1213: 0.0017155604112606359
Position 15005: 0.0016389076554984958
Position 5824: 0.0016080979653855308
Position 16619: 0.001482005586492046
Position 2815: 0.0014085617613337218
Position 16122: 0.0013491665755635518
Position 16164: 0.0012696909685946018
Position 1010: 0.0012635664467100921
Position 7317: 0.0012458536189109309
Position 16749: 0.0012150725616095575
Position 6172: 0.0012113671855010387
Position 16036: 0.001189903262491538
Position 8344: 0.001056387447687457
Position 1703: 0.0008664188960847688
Position 15435: 0.0007375650129138715
Position 5175: 0.0007098399569298536
Position 15607: 0.0006498285596547944
Position 14967: 0.0006264140499821069
Position 535: 0.000621295358738969
Position 911: 0.0005318837166228463
Position 14601: 0.0005222684975378578
Position 1352: 0.0005220689047068972
Position 1235: 0.0004938783001043068
Position 15823: 0.00048266975126900596
Position 915: 0.00045592352100412494
Position 15661: 0.0004239908877663775
Position 16283: 0.0003787367709328591
Position 1726: 0.00037817421566755895
Position 14114: 0.00037123025387394737
Position 408: 0.00032521564940289193
Position 11327: 0.00030170417835270665
Position 1515: 0.00028188846531533156
Position 1745: 0.0002626760781158254
Position 582: 0.0002556205395957398
Position 15573: 0.00024903165631887027
Position 16629: 0.00023204593472665126
Position 16340: 0.00022233349050046944
Position 14308: 0.00018511329512043882
Position 14331: 0.00015870139267849722
Position 1067: 0.00013909435400326762
Position 12048: 0.00013465483966275675
Position 569: 0.00012800678267527331
Position 16909: 0.00011724021960136129
Position 12437: 0.00011680193695728808
Position 202: 0.00011646119078936237
Position 17020: 0.00010939310820444643
Position 3392: 0.00010637455825523487
Position 15846: 0.00010591616294144717
Position 2617: 9.56991059781274e-05
Position 15675: 9.242420502490787e-05
Position 412: 8.90425141195236e-05
Position 15317: 8.64432785265082e-05
Position 15092: 8.103018489080452e-05
Position 11323: 7.982187359578826e-05
Position 14531: 7.32236744755785e-05
Position 11743: 6.78110718346345e-05
Position 1540: 6.681851710532031e-05
Position 3059: 6.608436819479418e-05
Position 2969: 6.192033570327128e-05
Position 4162: 5.998564471428563e-05
Position 5956: 5.78436194629665e-05
Position 15100: 5.684785568151243e-05
Position 107: 5.666440017836324e-05
Position 16223: 5.4640866190247545e-05
Position 15096: 5.280091101930352e-05
Position 12416: 5.060357558141818e-05
Position 16395: 5.043279109805808e-05
Position 2726: 4.980892778399444e-05
Position 273: 4.726297918605613e-05
Position 16096: 4.672294602684419e-05
Position 544: 4.4807280792775614e-05
Position 11579: 4.4099342645188365e-05
Position 14301: 3.895858522548297e-05
Position 15647: 3.8918640486936066e-05
Position 14996: 3.496407982015252e-05
Position 4021: 3.355923400437764e-05
Position 15055: 3.0216589426583334e-05
Position 16296: 2.884265957481919e-05
Position 362: 2.8373797872276577e-05
Position 875: 2.7745173518460467e-05
Position 15220: 2.4147531353513602e-05
Position 15609: 2.39219965033858e-05
Position 840: 2.3905720973733584e-05
Position 1518: 2.3809781248370397e-05
Position 3660: 2.2917942232795474e-05
Position 5372: 1.9458641189373798e-05
Position 15571: 1.9262837489193388e-05
Position 1300: 1.905163963163402e-05
Position 14726: 1.8535425284808093e-05
Position 15213: 1.726685833936449e-05
Position 16364: 1.6341256585875117e-05
Position 3744: 1.5477716217852164e-05
Position 1487: 1.4875699898346714e-05
Position 16270: 1.3551442026036448e-05
Position 2180: 1.3118518908277047e-05
Position 16332: 1.1561426536899049e-05
Position 13365: 1.1299464063492128e-05
Position 2828: 1.0913168833291994e-05
Position 3850: 1.0609969692845751e-05
Position 2746: 1.0418269672869987e-05
Position 10429: 1.0362847179354107e-05
Position 1467: 9.920058725908981e-06
Position 16244: 9.758617106689212e-06
Position 2712: 9.65716862231747e-06
Position 1510: 8.323568942727853e-06
Position 882: 7.894698268927083e-06
Position 2665: 7.784659186680777e-06
Position 12749: 7.731829345479686e-06
Position 16553: 6.543573576403227e-06
Position 17053: 6.204332390535213e-06
Position 5334: 6.1837427700423115e-06
Position 1419: 5.926127779747937e-06
Position 1576: 5.136652287926202e-06
Position 2271: 4.804475487093739e-06
Position 1886: 3.6402430626967355e-06
Position 10546: 3.437052777597348e-06
Position 15884: 2.8439038092826995e-06
Position 15721: 2.221843597805988e-06
Position 16316: 1.9447862155192834e-06
Position 5226: 1.8659511429185522e-06
Position 16266: 1.2700710793197784e-06
Position 4993: 1.1657215833601167e-06
Position 5542: 9.950704583673963e-07
Position 5072: 8.116368176246394e-07
Position 355: 1.3356661705814533e-07
Position 606: 1.2373595977819945e-07
Position 643: 7.512131180310165e-08
Position 522: 7.472023374628263e-08
Position 15: 6.111109371543856e-08
Position 296: 3.6025787919096144e-08
Position 842: 3.410626755133547e-08
Position 597: 3.309288955824498e-08
Position 969: 3.050047926826561e-08
Position 1100: 2.50722744216506e-08
Position 557: 1.7848628965396865e-08
Position 860: 5.216804371165185e-09
Position 16825: 2.1198299555788895e-09
Position 14844: 1.083140308252482e-09
Position 16578: 4.499812519843553e-10
Position 299: 2.6901272047035873e-10
Position 16419: 2.2309990698675763e-10
Position 16743: 1.3027254909137331e-10
Position 459: 6.91462380156579e-11
Position 16770: 4.459549065777755e-11
Position 16966: 2.4056745859051352e-12
Position 16679: 1.1298573545325099e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9991359783284706
Position 14701: 0.988521466182728
Position 15918: 0.9832279949830947
Position 15509: 0.9474438888776701
Position 11178: 0.902491472289689
Position 14035: 0.8740686200271293
Position 11036: 0.7295528904403672
Position 14454: 0.6652625137326228
Position 16833: 0.5819167684095056
Position 2654: 0.23317252910357614
Position 10211: 0.2279214727437744
Position 16783: 0.17120381633966036
Position 16780: 0.16214997256774782
Position 15050: 0.0633108851364132
Position 8532: 0.042506560447831666
Position 16839: 0.03574320756395281
Position 9660: 0.026257401863852652
Position 15514: 0.024186757340515102
Position 4846: 0.021044654395882368
Position 14508: 0.020746680044190596
Position 14874: 0.020615599691782643
Position 15540: 0.01862243234869014
Position 1623: 0.018494374469007757
Position 10947: 0.01743273656778355
Position 6232: 0.01548398958428336
Position 14899: 0.0145164381453651
Position 4813: 0.012507080027195094
Position 5474: 0.011751935504455772
Position 14466: 0.011614590177269927
Position 6074: 0.011358628136213314
Position 1674: 0.011072626426133351
Position 11732: 0.010565767314854065
Position 11701: 0.01039183976183965
Position 9633: 0.009278666880605843
Position 9750: 0.0073876480819992
