Gene = TAF1A
index = 1374
Annotated 5SS: [  207  1491  5806 10175 12489 19399 20424 25875 26761 28570 31311]
Annotated 3SS: [ 1367  5635 10060 12289 19267 20264 25807 26636 28414 31160 31664]
SMsplice 5SS: [  207  1491  5806 10175 12489 19399 20424 23460 26761 28570 31311]
SMsplice 3SS: [ 1367  5635 10060 12289 19267 20264 23407 26636 28414 31160 31664]
top_k =  1000
Partition function (log Z): 10.628813077647735

Sorted 5' Splice Sites (High to Low Probability):
Position 10175: 0.9543211031448018
Position 19399: 0.9538277223089365
Position 1491: 0.9458244383277477
Position 31311: 0.9388466761782716
Position 20424: 0.9285893160335768
Position 207: 0.92557296481029
Position 23460: 0.8746470507715264
Position 5806: 0.8734996342007219
Position 28570: 0.8713023945235975
Position 26761: 0.814972626504219
Position 12489: 0.7976406537961803
Position 22697: 0.38076124421041924
Position 22037: 0.35842288144324697
Position 24647: 0.256139983636776
Position 14551: 0.2228125655581412
Position 27015: 0.21886495929116476
Position 12503: 0.19536245950972198
Position 9968: 0.17478514808179227
Position 4410: 0.1499245960195586
Position 29201: 0.13810106526015198
Position 25875: 0.12104500770092524
Position 10699: 0.11136848193817385
Position 27150: 0.10695990538789969
Position 9870: 0.09442490431143506
Position 12832: 0.08925158750689703
Position 20584: 0.08742261255457373
Position 9785: 0.08658598939823235
Position 9940: 0.08222259067178044
Position 1245: 0.0658252922696003
Position 4908: 0.06080972670020905
Position 28531: 0.0577469302534243
Position 15906: 0.05732994019392458
Position 10439: 0.057095085387557844
Position 18163: 0.05601308737449848
Position 2839: 0.052208644488563175
Position 10793: 0.05126273188594318
Position 5569: 0.0485516593103536
Position 12196: 0.04421261083423014
Position 26353: 0.03657844749613307
Position 2620: 0.03083367390398866
Position 20660: 0.029325309260285603
Position 23244: 0.02838478464375709
Position 3073: 0.02648140382570979
Position 2007: 0.025991182333894997
Position 10786: 0.025010924430982875
Position 30570: 0.0246086708047975
Position 91: 0.024484964864272325
Position 19052: 0.024416345477726444
Position 29158: 0.024163983849844712
Position 4666: 0.02322737268189556
Position 20304: 0.02121788821651185
Position 2889: 0.020773093794274566
Position 26669: 0.020471587860058697
Position 4912: 0.019978999762328788
Position 24667: 0.01987768046101867
Position 261: 0.0192123431762146
Position 29085: 0.018213364302586254
Position 4620: 0.017388867710105362
Position 25511: 0.015093883040542861
Position 13537: 0.015046362020164272
Position 22022: 0.014949327771172334
Position 6354: 0.014238169676739538
Position 21332: 0.013146463637457808
Position 22300: 0.011973670002146913
Position 728: 0.01174940210035113
Position 24712: 0.011518569640104408
Position 5745: 0.011472041492256776
Position 21083: 0.011369960047287245
Position 3673: 0.011320395772246304
Position 12183: 0.01122659013937775
Position 1006: 0.01100735390648354
Position 20742: 0.010853979994490306
Position 20017: 0.010646227101667165
Position 20928: 0.010291300064927754
Position 3423: 0.010205646849898687
Position 3478: 0.010010532634869557
Position 24675: 0.00946764475633566
Position 12075: 0.009233625961112733
Position 11212: 0.008960174757000106
Position 27098: 0.00862529541149784
Position 5405: 0.00858764294898982
Position 25773: 0.008352093232933903
Position 134: 0.008132560348082876
Position 22943: 0.006718472915442392
Position 25677: 0.006566078704203741
Position 28559: 0.006408458418023685
Position 22381: 0.006328529839147554
Position 9041: 0.0061130007824871015
Position 9921: 0.005927413700216112
Position 12772: 0.005769841761293451
Position 10492: 0.005697941685250612
Position 1487: 0.005535214924199491
Position 29230: 0.005438663033915998
Position 25742: 0.005363638707935999
Position 21341: 0.005063705102007052
Position 27083: 0.0050346558258938775
Position 1536: 0.004531215661330107
Position 4224: 0.004308240375561849
Position 2819: 0.0031634785772694904
Position 4328: 0.0031014224745385646
Position 30584: 0.0030917151790314963
Position 23260: 0.003074884120825659
Position 30539: 0.00300875845584845
