Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249    897   1147   8702  13369  27952  62459  74291 109024 123539
 130119 131632 133281]
SMsplice 3SS: [   822   1013   8480  13228  27817  62304  74130 108893 123267 129998
 131277 133112 156714]
top_k =  1000
Partition function (log Z): -69.4772600548406

Sorted 5' Splice Sites (High to Low Probability):
Position 13369: 0.9932180661865347
Position 1147: 0.9932095215998331
Position 249: 0.9597659975054186
Position 8702: 0.8995621131512587
Position 27952: 0.8909186872834324
Position 7631: 0.5009175294660151
Position 897: 0.3504729000145895
Position 27463: 0.3087069590669127
Position 12131: 0.17540032294385463
Position 906: 0.16582078070270476
Position 3454: 0.057388024077201
Position 8550: 0.03713996942224729
Position 973: 0.034382061326814345
Position 12474: 0.02920552341858724
Position 6814: 0.023150202663378607
Position 5115: 0.0210793760404769
Position 76: 0.01972340614754994
Position 524: 0.01800246480577089
Position 2307: 0.01639824543747682
Position 4190: 0.015860101520013645
Position 3845: 0.015840323159606512
Position 457: 0.015334295609479156
Position 10286: 0.014333059591740471
Position 593: 0.01371860070896744
Position 7647: 0.012766933018841584
Position 3337: 0.009525617140607907
Position 922: 0.009001283508720042
Position 393: 0.00827345216362811
Position 3859: 0.00749422598663676
Position 5426: 0.006716389326936414
Position 6159: 0.005984848025939675
Position 12870: 0.0052258286797915564
Position 159: 0.004760619919797142
Position 18226: 0.003751943043504589
Position 5365: 0.0023952899489096723
Position 1103: 0.0013022710982260436
Position 16297: 0.001301561873689143
Position 5043: 0.0011101174304283356
Position 920: 0.0009403051761715191
Position 784: 0.0008681389384417553
Position 4852: 0.000828867324162728
Position 7066: 0.0008231826407354182
Position 648: 0.0006802730565505533
Position 306: 0.0005075679289476005
Position 748: 0.0004184795060219974
Position 424: 0.0003790564995013164
Position 598: 0.0003532921635434683
Position 14491: 0.00021043380011860678
Position 656: 0.00016870855865837292
