Gene = SCAI
index = 1228
Annotated 5SS: [   112    864  87621 113853 115105 116685 122824 124390 124698 140028
 140383 141532 143606 148563 167383 171826 172127]
Annotated 3SS: [   818  87488 113756 115017 116585 122726 124290 124544 139925 140280
 141452 143505 148480 167309 171651 172025 190542]
SMsplice 5SS: [   112    864   9893  26423  26563  63897  85907  87621  89028 108873
 113853 116685 118785 122824 124390 124698 132339 140028 140166 140383
 141532 143606 146442 148563 167383 168250 171826 172127]
SMsplice 3SS: [   818   9765  26266  26523  63693  85788  87488  88968 108755 113756
 116585 118679 122726 124290 124544 132258 139925 140106 140280 141452
 143505 146361 148380 167309 168153 171651 172025 190542]
top_k =  1000
Partition function (log Z): -91.68512561165133

Sorted 5' Splice Sites (High to Low Probability):
Position 864: 0.9977120639973414
Position 112: 0.9706478011339854
Position 9893: 0.8335085952544168
Position 19442: 0.23313221511056614
Position 10864: 0.14329524699503166
Position 11136: 0.09906161191267737
Position 2278: 0.09189771824397854
Position 7382: 0.07155962702279307
Position 15906: 0.05072960317706921
Position 2817: 0.03728242056118525
Position 15852: 0.0307023053103851
Position 4167: 0.027668224704530092
Position 10405: 0.027655366856979263
Position 5571: 0.025770647009162557
Position 7227: 0.018178932728515788
Position 304: 0.016880094204600803
Position 13367: 0.016621638539137982
Position 627: 0.015570408287476556
Position 2413: 0.01525166716258161
Position 10979: 0.014346337436767474
Position 11629: 0.013704989042671797
Position 11706: 0.013575209722639387
Position 2905: 0.013060591174020383
Position 2417: 0.012436488014948923
Position 14652: 0.010820549686655039
Position 16018: 0.008657964132591124
Position 8362: 0.005797080039340883
Position 6008: 0.004284626552720086
Position 2393: 0.003967929759550031
Position 1118: 0.00379955414430456
Position 4253: 0.0034388292314715373
Position 464: 0.002827879750228817
Position 6290: 0.0028070520911231567
Position 2093: 0.0026870567268203454
Position 1836: 0.00246097760433043
Position 11140: 0.0023194456185731097
Position 2021: 0.0023128133807006975
Position 5820: 0.0019478974499431072
Position 1059: 0.0018846749047849297
Position 5920: 0.0017487543833887538
Position 2925: 0.0015729811354297783
Position 532: 0.001356226778242132
Position 9052: 0.0013458586804225962
Position 582: 0.0011794918662902962
Position 10251: 0.0011631604788879856
Position 62: 0.0009128842745468774
Position 453: 0.0006781369347437814
Position 339: 0.0006380657735465637
Position 598: 0.0004485571058478799
Position 13874: 0.0003471595110685544
Position 689: 0.00033321105590602875
Position 11775: 0.00032197892677033116
Position 522: 0.00023004134524473574
Position 754: 0.0002139141191053905
Position 317: 0.0001745413206733942
Position 653: 0.00015822496625666528
Position 10367: 0.00013776376857370587
Position 945: 0.00011339206473544517
Position 9990: 0.00011160672685551093
Position 149: 7.362846055725482e-05
Position 9879: 6.917787459003648e-05
Position 137: 6.629409324424039e-05
Position 1452: 5.219059503915172e-05
Position 2014: 4.731188361308194e-05
Position 125: 4.684173941258487e-05
Position 2263: 4.450943414615568e-05
Position 11752: 4.07839866425382e-05
Position 3880: 3.6462948499365575e-05
Position 11152: 3.3837699906137165e-05
Position 1498: 3.3262605824236285e-05
Position 1073: 3.226802954477925e-05
Position 9776: 3.0098175022329677e-05
Position 3954: 1.97836672652518e-05
Position 3359: 1.811151558888841e-05
Position 526: 1.4005070581001832e-05
Position 96: 1.331472704998996e-05
Position 3438: 1.2919389885564708e-05
Position 2903: 1.2643348759497684e-05
Position 1604: 1.064573324938428e-05
Position 536: 1.0439631989280995e-05
Position 229: 9.342095659679393e-06
Position 2531: 9.266573353489012e-06
Position 949: 8.068861846249191e-06
Position 684: 7.707638939938444e-06
Position 3985: 6.853799934283569e-06
Position 503: 6.760496205770305e-06
Position 3757: 6.059568847566322e-06
Position 1335: 5.7892945177216315e-06
Position 1361: 5.674205524002607e-06
Position 3229: 4.997260653696154e-06
Position 1597: 4.8525923115207945e-06
Position 938: 3.8389406484509475e-06
Position 2888: 2.778975734863709e-06
Position 3532: 2.7458364131264555e-06
Position 3385: 2.309237093919025e-06
Position 570: 1.8261712759055302e-06
Position 2893: 1.7786591722160096e-06
Position 2183: 1.7598927296905223e-06
Position 647: 1.7589379079591263e-06
Position 2457: 1.7503112712175745e-06
Position 1113: 1.7270561486310877e-06
Position 1961: 1.6467570034587779e-06
Position 1840: 1.5925714477709409e-06
Position 1945: 1.4559857375630539e-06
Position 2490: 1.401912833661289e-06
Position 1306: 1.3708570296641572e-06
Position 2150: 1.3594819019445637e-06
Position 1736: 1.2634498780821183e-06
Position 409: 1.239147733738836e-06
Position 2118: 1.1974231613521703e-06
Position 2135: 1.188339177896045e-06
Position 2248: 1.1664861610907912e-06
Position 729: 9.987876418107018e-07
Position 2338: 8.478166671411826e-07
Position 726: 6.326593156768558e-07
Position 191: 6.107492982867853e-07
Position 2421: 5.660292589840891e-07
Position 925: 5.531348734529544e-07
Position 2506: 3.445856096133813e-07
Position 1621: 2.559566210430842e-07
Position 2387: 2.4593117628687223e-07
Position 2224: 2.004434397191222e-07
Position 315: 1.3548836209967134e-07
Position 1271: 7.063417148471547e-08
Position 557: 6.223525840608895e-08
Position 680: 5.571489355579684e-08
Position 446: 2.6943998261118393e-08
Position 920: 2.3631648828063055e-08
Position 872: 1.2717126300733274e-08
Position 894: 4.376961612418957e-09
Position 777: 2.175116318827667e-09
Position 958: 1.5626014228766046e-09
Position 811: 7.669003938047655e-11
Position 434: 3.3849849948516745e-14
Position 396: 1.3630993974415619e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.8628707350976496
Position 9765: 0.8390242931562258
Position 19326: 0.51587764911237
Position 20596: 0.19971823175284348
Position 791: 0.13369843002178303
Position 23214: 0.1279134424028596
Position 10956: 0.12443516619001757
Position 14460: 0.08708690617768769
Position 16521: 0.08534772533896956
Position 15734: 0.08257530028698858
Position 10773: 0.06580820134396194
Position 22617: 0.06409419851335998
Position 7140: 0.053869264184756085
Position 2644: 0.05152582860047003
Position 2069: 0.04857655697087771
Position 2243: 0.042008156496614386
Position 13289: 0.038852816174220525
Position 10463: 0.03186716101269294
Position 2170: 0.027158632840905337
Position 15972: 0.026899377857450602
Position 4053: 0.025917468514812334
Position 5383: 0.023334406067019503
Position 10110: 0.021692730851700075
Position 10558: 0.020408243510610855
Position 11519: 0.018904571971029963
Position 7122: 0.01655883701258296
Position 11539: 0.01635433796148218
Position 10832: 0.012779030654485936
Position 19602: 0.01232254737790634
Position 16752: 0.0120224071671642
Position 10184: 0.011208089214757497
Position 10787: 0.009557560997542508
Position 18658: 0.009009342311478477
Position 7159: 0.008704354010168738
Position 7076: 0.00785354523355529
Position 10696: 0.007455150646253981
Position 19549: 0.005870090536006036
Position 4095: 0.005314311562107875
Position 17520: 0.005111748331248687
Position 984: 0.004820093389113697
Position 10040: 0.004252936674232819
Position 8180: 0.0034974653300731923
Position 262: 0.0034331665575721157
Position 19726: 0.0033465763188113983
Position 10299: 0.0033416054584520607
Position 1905: 0.0032796795910575724
Position 5920: 0.0031808399158237423
Position 5764: 0.003005262969303594
Position 234: 0.002892942111834267
Position 7136: 0.0028752963447992645
Position 12091: 0.0025608019355950634
Position 2135: 0.0023836751708645678
Position 210: 0.002178496121417339
Position 1681: 0.0021002288186415035
Position 10929: 0.0020400107966458015
Position 8926: 0.00197323295768105
Position 10273: 0.0018818458204118951
Position 2640: 0.001880758195478948
Position 2664: 0.001798636131278907
Position 2809: 0.0017745589256747693
Position 16479: 0.0017361427049840882
Position 6228: 0.0013731288558203267
Position 15207: 0.0013276969553399796
Position 17458: 0.001296043113266641
Position 10534: 0.0012958581954700377
Position 514: 0.0012850835958176476
Position 17971: 0.0012815527254185345
Position 2150: 0.0011812106733421219
Position 5628: 0.0011736923362969558
Position 8222: 0.0011431014648460706
Position 14087: 0.001120160140418094
Position 10020: 0.0010654091449296829
Position 5327: 0.0009999357005094926
Position 15376: 0.0009739256407697535
Position 8339: 0.0009479173564419568
Position 303: 0.0009324025603893296
Position 6067: 0.0008912679864933869
Position 1016: 0.0008904579112266881
Position 13331: 0.0008761831000381349
Position 10270: 0.0008728042073230264
Position 11619: 0.0008561149248523959
Position 14746: 0.0008399458060331162
Position 13264: 0.0007976765049872144
Position 14908: 0.0007904922387671493
Position 1881: 0.0007725721470659665
Position 5396: 0.0007371470266245918
Position 2190: 0.0007173557602986844
Position 2374: 0.0006910848721853089
Position 13766: 0.0006108777388062643
Position 4166: 0.0005954533899161511
Position 4014: 0.000571588156496375
Position 11204: 0.0005355620146540648
Position 8149: 0.000511191581815506
Position 2121: 0.00046479267596577484
Position 6187: 0.00045880130733543716
Position 757: 0.00045573611028172385
Position 2183: 0.00044741910542528846
Position 5380: 0.0004196883744315678
Position 8227: 0.00041936475767211063
Position 5893: 0.00040555282068853075
Position 5458: 0.0004040282061132563
Position 1645: 0.00038541334587321416
Position 3874: 0.00033527057646316305
Position 10339: 0.000335022281702171
Position 13078: 0.0003212469091272219
Position 212: 0.00031411917801933177
Position 372: 0.0003079019083378645
Position 3648: 0.00029781476514162495
Position 3292: 0.0002905869576360837
Position 2087: 0.00028181082722930384
Position 722: 0.00028014351285327114
Position 5584: 0.00027542526144257233
Position 6192: 0.00026877119839429134
Position 3966: 0.0002623567387794073
Position 2263: 0.0002516735743421166
Position 13661: 0.0002507426864626425
Position 12257: 0.0002491668231687549
Position 12115: 0.00023255958240608448
Position 660: 0.0002058176704841291
Position 2835: 0.0002052911872013038
Position 738: 0.00020286197104325932
Position 196: 0.0001961707208655063
Position 567: 0.00019230523468814927
Position 6070: 0.00019089062023758618
Position 693: 0.00018405101913310755
Position 4110: 0.00017542686200868474
Position 13054: 0.0001692498576858215
Position 525: 0.0001640710680382797
Position 9090: 0.00015965717681721284
Position 1228: 0.00015841343974252689
Position 12679: 0.00014930026661773025
Position 1684: 0.0001348477022503654
Position 1173: 0.00013170801501732307
Position 473: 0.00013021669182568165
Position 7531: 0.00012142898768886572
Position 10134: 0.00011815713922871794
Position 1152: 0.00011806634247114165
Position 6433: 0.00010530947289734203
Position 952: 0.00010391804472838494
Position 11552: 0.00010382131629193604
Position 832: 9.584772592872767e-05
Position 2051: 9.425847127086953e-05
Position 3680: 9.110176316712896e-05
Position 178: 8.993218289817248e-05
Position 390: 8.886236022097282e-05
Position 6473: 8.689188613480988e-05
Position 1040: 8.670811124088747e-05
Position 2276: 8.475197465876048e-05
Position 10961: 7.674783301591913e-05
Position 531: 7.562298385075677e-05
Position 7870: 7.460112648346458e-05
Position 2356: 7.350770081729955e-05
Position 3773: 7.330029500576121e-05
Position 8361: 7.194697712502265e-05
Position 688: 6.866303331276263e-05
Position 2222: 6.641713034622398e-05
Position 669: 6.128496696548585e-05
Position 9513: 5.7717457429545336e-05
Position 9103: 5.6108825697909696e-05
Position 8951: 5.490677631517748e-05
Position 1839: 5.418189864076253e-05
Position 2018: 4.9682635099843114e-05
Position 1067: 4.75483016518774e-05
Position 4250: 4.6259494764827726e-05
Position 7554: 4.3900164696072166e-05
Position 7903: 4.0162890161199e-05
Position 2118: 3.70073181821155e-05
Position 8008: 3.644637449601316e-05
Position 1736: 3.421046898520036e-05
Position 1190: 3.313332619576707e-05
Position 10208: 3.2099916915789455e-05
Position 9985: 3.2082631735697935e-05
Position 2044: 3.17931138555076e-05
Position 365: 3.1214503949416495e-05
Position 3288: 2.9139649499591307e-05
Position 3312: 2.8552722039191092e-05
Position 446: 2.53848612581956e-05
Position 8554: 2.4436903568354064e-05
Position 424: 2.210371197926442e-05
Position 6289: 2.1946277456654616e-05
Position 4445: 2.1862727154781844e-05
Position 4616: 2.104079332628474e-05
Position 7719: 2.093294059949609e-05
Position 510: 1.8242701205011325e-05
Position 7839: 1.6751425585334866e-05
Position 1428: 1.544355146060532e-05
Position 1527: 1.2243961991958777e-05
Position 8037: 1.1889709711186334e-05
Position 4816: 1.1759657303628802e-05
Position 4319: 1.152863680779723e-05
Position 3069: 1.1436528522901585e-05
Position 8011: 1.1287407105650827e-05
Position 7438: 1.0459307406885154e-05
Position 4343: 1.0413649310239414e-05
Position 298: 1.0314329258208861e-05
Position 426: 1.0105888413704706e-05
Position 4681: 8.336060746324023e-06
Position 4636: 8.261056755884798e-06
Position 593: 7.738627008251676e-06
Position 549: 7.5211106902715404e-06
Position 4276: 7.33241467153044e-06
Position 5109: 7.231295112309534e-06
Position 4557: 7.011144388299008e-06
Position 6233: 6.605101447467385e-06
Position 488: 6.543342997302961e-06
Position 2300: 6.480868422964523e-06
Position 6249: 6.435950038820301e-06
Position 3203: 6.426945142167769e-06
Position 343: 5.9421721228353286e-06
Position 478: 5.018268422131229e-06
Position 2393: 4.61151908651897e-06
Position 3468: 4.554483482626924e-06
Position 2213: 4.519453096889605e-06
Position 1765: 4.278311949818867e-06
Position 4572: 3.7094226187895017e-06
Position 326: 3.6330180335974287e-06
Position 949: 3.627447007417507e-06
Position 3132: 3.5017337502322743e-06
Position 1913: 3.358135012918271e-06
Position 4431: 3.3378785939856897e-06
Position 1294: 3.2822079390778637e-06
Position 646: 3.1071581335013293e-06
Position 4698: 3.0661613855367372e-06
Position 3338: 2.9524223941487653e-06
Position 3815: 2.815430740505853e-06
Position 4934: 2.800573208784611e-06
Position 1686: 2.7478043560016537e-06
Position 3135: 2.7300075089424222e-06
Position 1122: 2.6602500160075756e-06
Position 219: 2.4983349680429684e-06
Position 2488: 2.4167441148519367e-06
Position 1701: 2.3718257716706e-06
Position 4633: 2.364810942774839e-06
Position 2089: 2.2930990005004515e-06
Position 1403: 2.1794128487479393e-06
Position 609: 2.17711688294346e-06
Position 2971: 2.0111850728174914e-06
Position 4406: 1.9655263395474717e-06
Position 860: 1.935485740069183e-06
Position 4184: 1.9194129400158397e-06
Position 2589: 1.9113842674406183e-06
Position 1474: 1.8735536139764368e-06
Position 3448: 1.7396152094507438e-06
Position 3007: 1.7128330108270373e-06
Position 3376: 1.6784390321548584e-06
Position 1434: 1.6404597314501977e-06
Position 3052: 1.5308766036724003e-06
Position 3515: 1.4362263352341807e-06
Position 597: 1.2549767455892762e-06
Position 724: 1.2147621000411215e-06
Position 3228: 1.2125011212534257e-06
Position 1769: 1.0415302231145525e-06
Position 439: 1.0282006599676398e-06
Position 1654: 1.024131009626224e-06
Position 336: 9.987050173461434e-07
Position 2523: 9.25475065155381e-07
Position 637: 8.606415363871972e-07
Position 1245: 7.021792980132115e-07
Position 2224: 6.640127282978264e-07
Position 1331: 5.941614280979056e-07
Position 172: 4.980745960203972e-07
Position 631: 4.817955908065124e-07
Position 2811: 4.1375814852873837e-07
Position 857: 3.8243381153095066e-07
Position 766: 3.674667838592991e-07
Position 564: 3.5532674675514993e-07
Position 575: 3.4080371516742947e-07
Position 522: 2.85252352574338e-07
Position 159: 2.7841523496399395e-07
Position 1836: 2.638363795838429e-07
Position 1945: 2.509367876855271e-07
Position 1597: 2.4999305750922726e-07
Position 1742: 2.455937993066696e-07
Position 1953: 2.4297568141017086e-07
Position 1579: 2.380259695168625e-07
Position 2031: 2.3338970559775442e-07
Position 1752: 2.0367166540379337e-07
Position 1780: 1.9627158229385798e-07
Position 483: 1.8141682643770085e-07
Position 958: 1.7764046211192548e-07
Position 2020: 1.0940582330208883e-07
Position 1541: 1.0459759386405501e-07
Position 308: 9.630742054015292e-08
Position 1975: 7.8565274524159e-08
Position 709: 7.814756453361411e-08
Position 1665: 6.971408172304243e-08
Position 1249: 6.862034194816427e-08
Position 310: 6.476183252357902e-08
Position 1277: 6.147832629348771e-08
Position 1932: 4.182897259862416e-08
Position 321: 3.566329023752671e-08
Position 1239: 2.8307426560402983e-08
Position 1916: 2.3655453133303856e-08
Position 837: 2.0169332326685997e-08
Position 1282: 1.8970188652759284e-08
Position 677: 1.8297376185212842e-08
