Gene = DUS4L
index = 475
Annotated 5SS: [  252   719  3229  7309  9864 11353 12635]
Annotated 3SS: [  629  3091  7186  9745 11229 12407 13354]
SMsplice 5SS: [  252  3229  7309 11353 12635]
SMsplice 3SS: [ 3091  7096 11127 12407 13354]
top_k =  1000
Partition function (log Z): 4.881183593413844

Sorted 5' Splice Sites (High to Low Probability):
Position 12635: 0.9886149834794267
Position 3229: 0.9772910763475077
Position 7309: 0.8883435606914157
Position 11353: 0.6752785436332036
Position 252: 0.4836582486880273
Position 719: 0.36994661034615844
Position 1042: 0.369519395813317
Position 1321: 0.3328016643631912
Position 9864: 0.3065589361872947
Position 11303: 0.28130084568688535
Position 1494: 0.28079970020899536
Position 894: 0.227951166840736
Position 7775: 0.20442220316664608
Position 1326: 0.19171722115193898
Position 325: 0.1897387639856218
Position 12928: 0.18125309387709201
Position 3908: 0.17212195528455634
Position 6368: 0.09776288079395498
Position 102: 0.06940146875730434
Position 2824: 0.05904883741855738
Position 890: 0.055704391263764835
Position 9926: 0.0460282442341202
Position 6364: 0.0441778401669685
Position 6953: 0.029150559364658678
Position 706: 0.028099574930841646
Position 964: 0.021284878835095104
Position 3194: 0.02102967407183913
Position 11230: 0.019559380829121165
Position 13186: 0.018920482017210413
Position 9746: 0.017685976088361182
Position 11877: 0.014044567562665339
Position 13537: 0.01322750312214228
Position 8661: 0.013116400339528942
Position 394: 0.01180560721577631
Position 1214: 0.009738884925821435
Position 2724: 0.009159264149780633
Position 294: 0.009147528091752608
Position 9440: 0.008769463247367387
Position 8763: 0.008428007710428564
Position 13152: 0.0075893717204881216
Position 12323: 0.006769377929734966
Position 6961: 0.006604461418810228
Position 446: 0.006259725318844374
Position 1105: 0.005888967654735351
Position 1554: 0.005552979602867953
Position 12015: 0.00529949278138982
Position 12025: 0.005133339394433394
Position 1101: 0.004982846394252147
Position 2779: 0.00480928605221583
Position 4190: 0.004366346063582113
Position 2786: 0.004220921801710838
Position 1951: 0.003737242933092551
Position 2237: 0.0031956693379659104
Position 9685: 0.003158798300755241
Position 349: 0.0029205332442434452
Position 898: 0.0025155893437212745
Position 824: 0.0024142195380965235
Position 1359: 0.002172746510321365
Position 12646: 0.0017268697218452624
Position 13497: 0.0016073709330689959
Position 12289: 0.0015687667012276852
Position 6427: 0.0015205359831546596
Position 732: 0.0014743553198222562
Position 3989: 0.0014364887036306484
Position 126: 0.0013687832116113282
Position 8679: 0.00130801634023372
Position 9402: 0.0012023402341839447
Position 11247: 0.0009725563930972844
Position 11294: 0.0009027631119629942
Position 6421: 0.0007606056239250607
Position 2886: 0.0006982438211495139
Position 1845: 0.0006214664528573913
Position 4765: 0.0005737314047512437
Position 3215: 0.00054332896961469
Position 12057: 0.0004572870452145743
Position 1000: 0.0004541603765352892
Position 9567: 0.00037972944084310603
Position 7796: 0.0003764505382442254
Position 1487: 0.0003482559836871917
Position 7622: 0.0002846384566014261
Position 12343: 0.00025576991950296887
Position 12565: 0.0002478614742971549
Position 285: 0.00020970527428411246
Position 11829: 0.0001741277702921521
Position 809: 0.0001566482454111799
Position 3576: 0.0001383964845588912
Position 695: 0.00011065266177052125
Position 534: 0.00011063289115362528
Position 3300: 0.00010157888574685861
Position 1313: 8.318949113171764e-05
Position 12693: 8.287678345093897e-05
Position 3200: 7.287147999631475e-05
Position 13156: 5.9442724653565104e-05
Position 12654: 5.8316744612925886e-05
Position 3674: 4.674554627025159e-05
Position 499: 3.579846657269645e-05
Position 676: 3.270261239835041e-05
Position 1134: 2.5528276737686264e-05
Position 885: 2.0354888350122266e-05
Position 12902: 1.889345596055439e-05
Position 113: 1.588086179884702e-05
Position 9171: 7.73246558067577e-06
Position 518: 5.15448272461037e-06
Position 723: 3.4726744349232075e-06
Position 132: 2.669689913094236e-06
Position 168: 1.9184754836772702e-06
Position 4446: 1.8913848035509046e-06
Position 387: 1.7493905581038333e-06
Position 482: 1.7111055959029173e-06
Position 4201: 1.67877297869227e-06
Position 567: 1.6407480508279769e-06
Position 189: 1.086655376507431e-06
Position 266: 1.040042504077144e-06
Position 4268: 7.674824950565399e-07
Position 1532: 6.132473187422437e-07
Position 7206: 4.912970263499925e-07
Position 7187: 4.5272954107327257e-07
Position 398: 4.342517759266526e-07
Position 364: 3.4624367788172377e-07
Position 629: 2.7173129895459476e-07
Position 12610: 2.0031204017028492e-07
Position 936: 1.8644745085633212e-07
Position 232: 1.59299287393961e-07
Position 229: 1.3775553807630798e-07
Position 635: 1.2843298940465798e-07
