Gene = SETD9
index = 1249
Annotated 5SS: [ 484 2277 3875 4730 5707]
Annotated 3SS: [1908 3750 4613 5600 7554]
SMsplice 5SS: [ 201 3875 4730 5707]
SMsplice 3SS: [3750 4613 5600 7554]
top_k =  1000
Partition function (log Z): -1.6710733605832953

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.9357735963072259
Position 5707: 0.9175189422772985
Position 201: 0.8770324317043907
Position 4730: 0.8100118619257568
Position 2277: 0.2775410439973488
Position 605: 0.09260112011085606
Position 621: 0.06496261814610214
Position 484: 0.05385398022229625
Position 5092: 0.046285993442803236
Position 206: 0.04394196345394179
Position 1852: 0.036247140322661665
Position 925: 0.03411186407693285
Position 2261: 0.03392157523987834
Position 2220: 0.03337126087489383
Position 2269: 0.03333958008585489
Position 4707: 0.030579924855652606
Position 5268: 0.025134246197985897
Position 6473: 0.02416843047602538
Position 1135: 0.022803041913039303
Position 919: 0.01633892943326287
Position 2368: 0.012924229495707207
Position 4751: 0.01231974259807552
Position 5137: 0.011887901135431218
Position 1663: 0.011413181454056783
Position 2623: 0.01083937800326467
Position 749: 0.010837428466360948
Position 2243: 0.009679336726898524
Position 2099: 0.008292563950448332
Position 1118: 0.007683042342993905
Position 872: 0.006817412940806083
Position 5792: 0.0065696436155267875
Position 2133: 0.006483697614775095
Position 2999: 0.006021560487328828
Position 1985: 0.005830311445595455
Position 5301: 0.005604180558433941
Position 4267: 0.005214464582177428
Position 7460: 0.004766610832875429
Position 2754: 0.0042626554544756175
Position 6251: 0.004205624882984954
Position 698: 0.004097803834979469
Position 634: 0.002819941542959591
Position 6433: 0.0021922575727205515
Position 1220: 0.0021312464988990235
Position 1310: 0.0017489255126962075
Position 436: 0.0016876235722424792
Position 2643: 0.0016711676632082133
Position 7330: 0.001291053193651845
Position 6571: 0.0012379122628595244
Position 1964: 0.001082672846858643
Position 5180: 0.0010550624628034029
Position 1684: 0.001019755323209622
Position 58: 0.0009824213140294446
Position 959: 0.0008937088292783914
Position 27: 0.0008701778247524924
Position 6919: 0.0008697474203909798
Position 7666: 0.0007927336835342083
Position 3828: 0.0007126409401952788
Position 5309: 0.0006567496453777049
Position 4404: 0.0006179273951211346
Position 1946: 0.0006107222595239461
Position 6757: 0.00056003389437524
Position 3864: 0.00044975933867800387
Position 6122: 0.0003904837349600345
Position 7117: 0.00036839442434580716
Position 4814: 0.00028701645315722086
Position 1262: 0.00027710662785735985
Position 5067: 0.0002553798861661807
Position 5025: 0.0002414430600996993
Position 5358: 0.00022852833022995135
Position 7634: 0.00021695873896468255
Position 6563: 0.00020910549060774436
Position 5184: 0.00019661694455535498
Position 5749: 0.0001915420831079344
Position 1355: 0.00018499323449966567
