Gene = CRHBP
index = 411
Annotated 5SS: [  503   982  1474  3151  6177 10748]
Annotated 3SS: [  887  1315  2939  6027 10629 16014]
SMsplice 5SS: [  503   982  1474  2639  3151 10748]
SMsplice 3SS: [  887  1374  2529  3006 10629 16014]
top_k =  1000
Partition function (log Z): 5.558793192601202

Sorted 5' Splice Sites (High to Low Probability):
Position 1474: 0.9925730611376605
Position 3151: 0.9182614555662596
Position 982: 0.8944024856747516
Position 10748: 0.7786908760231888
Position 6177: 0.6688067880853056
Position 503: 0.6400227672499851
Position 2639: 0.441348043805731
Position 238: 0.2858621544521391
Position 8029: 0.24416115739367494
Position 10753: 0.21734796831952857
Position 11412: 0.1786382287743245
Position 2614: 0.1737448527587857
Position 4537: 0.1691522666292708
Position 11379: 0.14380648652038064
Position 16141: 0.13673525729493924
Position 6417: 0.11126536672336872
Position 10213: 0.1017968074735604
Position 1028: 0.09571359402900911
Position 10960: 0.07919678044929035
Position 493: 0.06500430189761053
Position 6518: 0.05717065972188129
Position 5775: 0.05334762319020891
Position 6437: 0.05322908999199485
Position 9337: 0.050500749397567435
Position 2654: 0.050103013147601363
Position 16208: 0.04721792606626048
Position 12030: 0.045180864183626095
Position 10217: 0.04438785551598226
Position 15129: 0.03753232391823485
Position 16112: 0.03491481441883852
Position 4446: 0.031949098006212096
Position 6577: 0.02236241840128897
Position 2372: 0.02206116805880547
Position 2621: 0.01992553819386779
Position 13113: 0.01858626505233435
Position 2940: 0.017529922965835266
Position 266: 0.016954752603042408
Position 6380: 0.01452828260470441
Position 12668: 0.013904700187095257
Position 11806: 0.013868148660248181
Position 11283: 0.013426023231793422
Position 11472: 0.010275651690838428
Position 9649: 0.009853049485364779
Position 12871: 0.0097007068300022
Position 66: 0.0087052332385523
Position 15364: 0.007916047613604923
Position 12633: 0.007804983141652483
Position 8710: 0.006820027322236515
Position 10271: 0.0066115800949587585
Position 6448: 0.006592707583067044
Position 2485: 0.00623500503784526
Position 12300: 0.005154321878231976
Position 9660: 0.004924305448195527
Position 10275: 0.004510039707652088
Position 7696: 0.004501295913234895
Position 6661: 0.0043927239296184814
Position 3014: 0.004190932184934931
Position 1438: 0.00385835844209633
Position 11151: 0.003713749865175156
Position 11145: 0.003655139241962855
Position 2183: 0.0036289559878091254
Position 16468: 0.003288774147838448
Position 1704: 0.0032638871337738813
Position 11155: 0.0032027138922273357
Position 13197: 0.0029823934979693076
Position 6278: 0.002839603709929749
Position 3419: 0.002665793844300698
Position 2426: 0.002480808602386852
Position 248: 0.0022365964718043508
Position 8018: 0.002039243753807034
Position 6156: 0.001998962710205377
Position 1983: 0.001972570264619228
Position 10174: 0.001971288463925171
Position 13242: 0.0019376525575786545
Position 592: 0.0019345340734632172
Position 2241: 0.0017887491669867643
Position 2647: 0.0015357531318194498
Position 11700: 0.0014489498908943099
Position 9790: 0.0013448111365394022
Position 13168: 0.0013111146964007645
Position 16094: 0.001292447321026942
Position 10833: 0.001280447966201682
Position 1038: 0.001047906919094777
Position 45: 0.001025023016132831
Position 11959: 0.0009857374606632879
Position 8907: 0.0009497021743226167
Position 7859: 0.0009294052936213553
Position 13214: 0.0009282696508107217
Position 1975: 0.0009193887323640664
Position 2002: 0.0008792938710438677
Position 2043: 0.0008449330227347216
Position 155: 0.0008355281724438677
Position 9184: 0.0008102530830454928
Position 11507: 0.0006395709954112317
Position 6123: 0.00045951470755999145
Position 815: 0.0004289904035060259
Position 1689: 0.0004264891389888444
Position 10772: 0.00034108834853990573
Position 1876: 0.00032099329806213606
Position 2693: 0.00030431735100022684
Position 3601: 0.00025120023427798854
Position 2352: 0.00023652316492657775
Position 3712: 0.0002231188161937155
Position 1123: 0.00019285529027519204
Position 3808: 0.00019284145142623715
Position 3028: 0.000161819639802585
Position 2676: 0.00015693500218998707
Position 965: 0.0001371740209319234
Position 10971: 0.00013575871666107977
Position 4135: 0.00012048539566988003
Position 1522: 0.00011159078873374351
Position 6072: 0.00010867521569818022
Position 1567: 0.00010777957901303092
Position 1451: 9.719414872578106e-05
Position 986: 9.678659665743077e-05
Position 3572: 8.395382860969471e-05
Position 52: 8.10236607362833e-05
Position 2292: 7.60356814622924e-05
Position 94: 7.298895979876637e-05
Position 1725: 7.0839836501517e-05
Position 6442: 6.874373418006971e-05
Position 6163: 6.534754267058042e-05
Position 361: 6.292960633996792e-05
Position 11729: 6.162226135590594e-05
Position 6275: 6.09269141946554e-05
Position 217: 5.804416460266863e-05
Position 11927: 5.540856561985259e-05
Position 544: 4.986236549871125e-05
Position 12085: 4.7604258997673216e-05
Position 11789: 4.668099887000125e-05
Position 734: 4.357283264380336e-05
Position 3953: 3.6957446274721664e-05
Position 3205: 3.323695245534545e-05
Position 1854: 2.8204527342664968e-05
Position 130: 2.4754865179872244e-05
Position 3347: 2.3694628422979504e-05
Position 3988: 2.1127978759618847e-05
Position 3352: 1.994807475057189e-05
Position 11177: 1.6267398785389295e-05
Position 3458: 1.585859111884576e-05
Position 3569: 1.4845385301569188e-05
Position 636: 1.0360794543698978e-05
Position 133: 9.529606073658003e-06
Position 3889: 9.33247418935517e-06
Position 2703: 9.169145391607233e-06
Position 359: 8.548366456187623e-06
Position 3539: 8.027279814910223e-06
Position 1154: 7.819694180806143e-06
Position 11159: 7.635160938578979e-06
Position 1317: 6.846669577654308e-06
Position 3941: 6.654985781696506e-06
Position 136: 6.404372850749898e-06
Position 424: 6.152653365543966e-06
Position 224: 5.351887719267216e-06
Position 2433: 3.395938343829025e-06
Position 3208: 3.2415802793819044e-06
Position 829: 3.1872542622359498e-06
Position 3487: 2.367008077155467e-06
Position 11161: 2.291667555714981e-06
Position 11461: 2.2672405633885424e-06
Position 121: 2.248602267467363e-06
Position 445: 2.1123383260696197e-06
Position 11163: 1.912253246891446e-06
Position 1199: 1.4917414853665216e-06
Position 447: 9.030951985834245e-07
Position 1103: 7.475906146228295e-07
Position 599: 4.970160293634257e-07
Position 347: 3.467570360908058e-07
Position 185: 3.182668557305558e-07
Position 803: 2.2940065234670187e-07
Position 1571: 2.1769507957674673e-07
Position 11098: 1.9563733000114892e-07
Position 542: 1.815977792071745e-07
Position 1846: 1.6514025144570494e-07
Position 650: 4.073544171640734e-08
Position 3072: 3.497765290902638e-08
Position 3093: 3.2074129790846834e-08
Position 2950: 3.1372424358108405e-08
Position 1624: 2.7381062495380088e-08
Position 3269: 2.511692475501204e-08
Position 1929: 1.7332236495802998e-08
Position 624: 1.2767005844437249e-08
Position 1413: 3.784635992949109e-09
Position 2921: 5.490001720690063e-10
Position 206: 4.134244674404482e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10629: 0.9288345478241574
Position 16014: 0.7079289009250584
Position 1374: 0.6937972625843266
Position 2529: 0.621131591230106
Position 887: 0.5125516841439464
Position 3006: 0.45432468346111904
Position 2939: 0.41350000102281814
Position 6027: 0.3914492280886814
Position 848: 0.3854506588042816
Position 1315: 0.29124551941262417
Position 6047: 0.2570226361386196
Position 7920: 0.22869129490414153
Position 6355: 0.22550204457897086
Position 4210: 0.17340352582317978
Position 10114: 0.1507556440398019
Position 11637: 0.13124230628466743
Position 11049: 0.12903617680974383
Position 11341: 0.10192448266878128
