Gene = PPCS
index = 1057
Annotated 5SS: [515 792]
Annotated 3SS: [ 687 3043]
SMsplice 5SS: [515]
SMsplice 3SS: [687]
top_k =  1000
Partition function (log Z): -9.592097722353904

Sorted 5' Splice Sites (High to Low Probability):
Position 792: 0.7394070191851118
Position 515: 0.6509244914752382
Position 166: 0.23602233982936602
Position 1009: 0.17904121203708365
Position 1769: 0.10365252622417545
Position 255: 0.08060639411824563
Position 70: 0.044584384791382506
Position 50: 0.018511526117035167
Position 25: 0.01845418006949287
Position 145: 0.009764410130512687
Position 1838: 0.009647311181900974
Position 2747: 0.008161835247923563
Position 1529: 0.00401277952422686
Position 2994: 0.003947272358853912
Position 203: 0.0037812664383849465
Position 621: 0.0025515471681148657
Position 2238: 0.0025216546096935035
Position 1742: 0.0023671158627491993
Position 1721: 0.00232441075253609
Position 951: 0.0021009167886276263
Position 244: 0.0013713077356483894
Position 1717: 0.001093037956542566
Position 2998: 0.0010527209844589476
Position 445: 0.0007391819909076227
Position 2489: 0.0004838897204309089
Position 1181: 0.0004223794534427244
Position 842: 0.0003875002611130717
Position 386: 0.0003208549781437325
Position 530: 0.00032010098970474055
Position 450: 0.000218057848284576
Position 1460: 0.00019102863054410886
Position 115: 0.00016557889572188058
Position 120: 0.00013297342089407037
Position 1773: 0.00011962266290211902
Position 129: 0.00010218610450564452
Position 3239: 8.65510665798743e-05
Position 3354: 8.273206697517652e-05
Position 3728: 5.474979749868736e-05
Position 1470: 5.400093960676932e-05
Position 312: 4.892877468833638e-05
Position 124: 3.820985514421226e-05
Position 1213: 3.3614920438115436e-05
Position 1444: 2.2880535222280932e-05
Position 722: 2.2558223806402627e-05
Position 1497: 1.940543886235489e-05
Position 118: 1.3023259878836831e-05
Position 1013: 1.1645585275283085e-05
Position 1338: 9.115873061815754e-06
Position 249: 8.356569140328813e-06
Position 1042: 8.066491781947705e-06
Position 988: 6.9562100251913395e-06
Position 33: 4.4276911585699035e-06
Position 1020: 4.07423749606647e-06
Position 1475: 2.3544686215371045e-06
Position 1483: 2.0303702925168005e-06
Position 2065: 1.485517557385483e-06
Position 1683: 1.2727171365819078e-06
Position 646: 5.445916591649767e-07
Position 519: 3.087265672188083e-07
Position 770: 2.780311367683968e-07
Position 480: 2.111855711095756e-07
Position 720: 2.0329580492612952e-07
Position 701: 1.0756179844859072e-07
Position 661: 6.115917257901656e-08
Position 741: 3.078484588846408e-08
Position 882: 1.4052069093261606e-08
Position 672: 1.3554384575410085e-08
Position 674: 3.299848395613096e-09
Position 1746: 1.5359119808915724e-10
Position 735: 1.6474271885381371e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 687: 0.9385296102228756
Position 3043: 0.2485361249551332
Position 892: 0.1844515281246117
Position 1594: 0.1749354653876948
Position 3089: 0.08569026893405152
