Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  1000
Partition function (log Z): -5.4766049644653965

Sorted 5' Splice Sites (High to Low Probability):
Position 8894: 0.9173070193446847
Position 74: 0.8845216437056611
Position 8496: 0.8368898245821029
Position 525: 0.7465122410344303
Position 2691: 0.20354603577372118
Position 1562: 0.19588192413234295
Position 2346: 0.08179307896808288
Position 130: 0.03503310654702231
Position 10251: 0.019654830572113487
Position 7600: 0.01653673267466292
Position 9467: 0.01469961083064616
Position 3348: 0.013997578989443867
Position 9523: 0.013451121377555136
Position 9384: 0.011310461863297544
Position 1468: 0.009934077092112026
Position 164: 0.009851637339543858
Position 529: 0.006634070347561332
Position 8881: 0.005460584996131826
Position 8529: 0.004191765085414214
Position 1241: 0.003129166459339025
Position 872: 0.0028185583945644016
Position 132: 0.0026775742567852344
Position 1116: 0.002615069227903799
Position 881: 0.0013068342625612483
Position 316: 0.0010377600431285018
Position 9447: 0.001008079883670575
Position 9248: 0.0009636813755797476
Position 9490: 0.0007728528309256283
Position 9407: 0.0007146792369518268
Position 112: 0.0006769840673724291
Position 9056: 0.0006675545505229997
Position 247: 0.0006520735136225438
Position 8898: 0.0006506918304620659
Position 1680: 0.00064214114382456
Position 212: 0.0006060441175143428
Position 9358: 0.0004710965195275598
Position 1963: 0.0004648408277141144
Position 639: 0.0004370946258924744
Position 9952: 0.0004307143067206676
Position 1550: 0.0003655594874700152
Position 2138: 0.0002171596994602116
Position 206: 0.0002051886163629419
Position 8874: 0.00017617047018269905
Position 2183: 0.00016912421910957477
Position 10008: 0.00016218735505484866
Position 1160: 0.00015520293918317658
Position 42: 0.0001535233546543583
Position 733: 0.0001470487015325385
Position 550: 0.00013521681576651254
Position 1279: 0.00011586250830854099
Position 260: 0.00011516157197788991
Position 1180: 0.00011081534941893507
Position 6710: 8.478468360759755e-05
Position 9337: 8.020281251301939e-05
Position 1748: 7.664039091533015e-05
Position 9911: 7.507790860462936e-05
Position 157: 5.268334240271392e-05
Position 1316: 5.2457496899389287e-05
Position 1234: 4.775786166838076e-05
Position 523: 4.641892881057667e-05
Position 1099: 4.4603690402905276e-05
Position 2232: 4.420109323321701e-05
Position 149: 4.374526792113356e-05
Position 9: 4.173397600329361e-05
Position 1309: 3.8623789014010946e-05
Position 1347: 3.803784539238847e-05
Position 1599: 3.3804690521457475e-05
Position 541: 2.7878182338857832e-05
Position 1947: 2.631793893875652e-05
Position 1004: 2.4020784422161185e-05
Position 331: 2.2081455447194414e-05
Position 249: 2.1409623257855086e-05
Position 2534: 1.9181026217013855e-05
Position 2526: 1.7886217228763953e-05
Position 1293: 1.754180800300193e-05
Position 1283: 1.4758130676696008e-05
Position 1150: 1.3810069750062026e-05
Position 2056: 1.3394294484573844e-05
Position 3913: 1.2729476238794392e-05
Position 2185: 1.2683996569618966e-05
Position 3004: 1.0968912187879013e-05
Position 2612: 1.0709282469636205e-05
Position 1508: 9.324630959121494e-06
Position 1627: 8.470430764577332e-06
Position 1209: 5.256060147766554e-06
Position 143: 4.9580185345280305e-06
Position 1450: 4.590563589070882e-06
Position 1538: 4.290041458747691e-06
Position 221: 2.912574606902056e-06
Position 7738: 2.458902381729624e-06
Position 1704: 1.564954456924188e-06
Position 120: 9.891141232984892e-07
Position 237: 5.590246182368207e-07
Position 859: 1.9720423809746232e-07
Position 151: 1.3450733987416538e-07
Position 6: 1.20051146283765e-07
Position 561: 1.1639011812602716e-07
Position 12: 7.820138193682856e-08
Position 854: 7.711736514121366e-08
Position 697: 7.248654800872177e-08
Position 664: 6.103664581592295e-08
Position 714: 5.971232125275685e-08
Position 329: 3.467372410773738e-08
Position 646: 3.2670504650418206e-08
Position 644: 3.12083407660375e-08
Position 781: 2.99363316524602e-08
Position 1184: 1.8749098772242843e-08
Position 661: 1.2650323804631854e-08
Position 812: 9.842593219537179e-09
Position 819: 6.444224635299598e-09
Position 630: 5.085943952091434e-09
Position 436: 4.974073779496853e-09
Position 604: 4.243572526639314e-09
Position 368: 1.4575623138512498e-09
Position 1019: 8.386171067719781e-10
Position 802: 4.696911456882367e-10
Position 618: 1.4889394354151314e-12
Position 755: 1.5562965730555786e-13
Position 512: 1.5446453538267406e-13
Position 794: 8.545766383598225e-14
Position 817: 8.513309495291691e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8790: 0.8077301288425013
Position 452: 0.6226749056751405
Position 10152: 0.5488215668467138
Position 8349: 0.5042508272153323
Position 8982: 0.3392628604133949
Position 8395: 0.17841812858824943
Position 1408: 0.17098571204491264
Position 2580: 0.12888925779863417
Position 2313: 0.1122104951649289
Position 8824: 0.07915812946774926
Position 9296: 0.076402383297342
Position 8443: 0.06201117875786745
Position 8276: 0.059072882057551256
Position 349: 0.05008991950146564
Position 8798: 0.03401612258633072
Position 10320: 0.020370601190888068
Position 2389: 0.019405578058001385
Position 8326: 0.018602505241203233
Position 1344: 0.017761738628681124
Position 7422: 0.01625070364896247
Position 9320: 0.012536264613119212
Position 10249: 0.010983002526813529
Position 8216: 0.010720176785948847
Position 8295: 0.010691941132353555
Position 3275: 0.008995602913545165
Position 2681: 0.008956359918715509
Position 9150: 0.008924584139796354
Position 993: 0.008450859876216086
Position 1383: 0.00790754529192378
Position 1226: 0.007570902787345827
Position 410: 0.005982090320856439
Position 9628: 0.005920447192026703
Position 10060: 0.0043356422641242075
Position 9005: 0.0037191194326643066
Position 2612: 0.0036709778186520313
Position 246: 0.003565803778620618
Position 423: 0.0034944429394096754
Position 9380: 0.003313689467117532
Position 8620: 0.0030840589447254613
Position 2052: 0.0030709948762807585
Position 10160: 0.0029453023940354595
Position 8726: 0.0027272308527413135
Position 2457: 0.002710356757430976
Position 3117: 0.00265779916993378
Position 2222: 0.0023799347337700475
Position 2201: 0.002346513455400561
Position 9231: 0.0020468883567706206
Position 1445: 0.0019153429167544462
Position 460: 0.0018699101910012244
Position 8568: 0.0018111412647123454
Position 755: 0.00158619174086102
Position 9483: 0.0015661431367455202
Position 2546: 0.0013435058754346872
Position 2137: 0.0011875689741181143
Position 2529: 0.0011537614096734747
Position 9155: 0.001115942810142135
