Gene = CMBL
index = 381
Annotated 5SS: [  402 17479 19605 21673 25830]
Annotated 3SS: [17244 19496 21529 25737 27393]
SMsplice 5SS: [  512 19088 19605 21673 25830]
SMsplice 3SS: [18994 19496 21529 25737 27465]
top_k =  1000
Partition function (log Z): -11.196093811880967

Sorted 5' Splice Sites (High to Low Probability):
Position 18657: 0.9905197241204368
Position 19088: 0.8547511855236075
Position 5388: 0.7524172812829149
Position 25830: 0.7258381619787517
Position 21673: 0.591328138068514
Position 512: 0.5557614032964158
Position 19605: 0.515018702252528
Position 402: 0.430329785206791
Position 19652: 0.4234267736328221
Position 5143: 0.41505023358782184
Position 12638: 0.22769904725188145
Position 14402: 0.20435999209282396
Position 7963: 0.18156283673085716
Position 1814: 0.17889722075606013
Position 12612: 0.16627238148612944
Position 11587: 0.12674088724862853
Position 7780: 0.10010930149052263
Position 14336: 0.08212801557927629
Position 5503: 0.08005186319963357
Position 10205: 0.07118156262023216
Position 27394: 0.0706336909049757
Position 16288: 0.04364583139413544
Position 7957: 0.04186944521845184
Position 3158: 0.04094304895555945
Position 21387: 0.04019769539416474
Position 17479: 0.03877764332998299
Position 21832: 0.038420923591485544
Position 2101: 0.026254185299944048
Position 943: 0.022680049331155718
Position 1232: 0.02260408373309603
Position 642: 0.0197698761617368
Position 2909: 0.016676488476296398
Position 13339: 0.01459152966008126
Position 688: 0.014336899844108249
Position 2154: 0.014261420664019912
Position 14730: 0.012482668009399822
Position 777: 0.01208387840280592
Position 7828: 0.011897586455364062
Position 4293: 0.011581400087531309
Position 3783: 0.009985914488993827
Position 7751: 0.008339980597017252
Position 4787: 0.007448629753754062
Position 4721: 0.006601946157928061
Position 988: 0.006522112050930051
Position 6383: 0.005984860234430236
Position 880: 0.0059519725803274534
Position 5086: 0.004215591115886913
Position 760: 0.003172146142878698
Position 6226: 0.003161461385589177
Position 1955: 0.0031540960771514826
Position 3973: 0.0030293250481639045
Position 7537: 0.002528972906012239
Position 5311: 0.002330466633346447
Position 4812: 0.002262869342986959
Position 4843: 0.0019728373496047903
Position 5812: 0.001956313938056118
Position 5853: 0.0017837836864576487
Position 6048: 0.0017267069171627886
Position 1090: 0.0015827490501415151
Position 5271: 0.0013243156645368994
Position 3334: 0.0013060553172483589
Position 493: 0.0012549764561351655
Position 899: 0.0011176901831550297
Position 4882: 0.0010300275210254266
Position 356: 0.0006116223431559626
Position 632: 0.000448882416109062
Position 1110: 0.0003144155820646828
Position 8301: 0.00020762823396309473
Position 468: 0.0002075955076887751
Position 5347: 0.00020360047169885065
Position 9801: 0.0001795163395238373
Position 947: 0.00017103475314652432
Position 5302: 0.00016534112188202767
Position 7350: 0.00012082500949227139
Position 129: 0.000116409253619504
Position 5208: 0.0001128931732790771
Position 7714: 0.00011195619999405734
Position 406: 0.00010399233950588303
Position 992: 0.00010180083633668069
Position 372: 8.215542488653556e-05
Position 4144: 7.44462051267794e-05
Position 4268: 7.4336530319701e-05
Position 1416: 6.33861088664617e-05
Position 646: 5.570295698014037e-05
Position 884: 4.401646277140646e-05
Position 529: 3.39999430594948e-05
Position 1345: 2.656076702618992e-05
Position 790: 2.5886104301437647e-05
Position 13337: 2.0563455159350825e-05
Position 1698: 1.929549330964518e-05
Position 793: 1.7842805589681548e-05
Position 559: 1.468419764728791e-05
Position 1548: 8.316035337791822e-06
Position 1481: 6.590404722548503e-06
Position 648: 3.6916589675715216e-06
Position 1321: 3.5683936948680197e-06
Position 746: 2.723672787052013e-06
Position 702: 2.0893021062729583e-06
Position 969: 1.974556038963486e-06
Position 1510: 1.9311031505931113e-06
Position 922: 1.3598386141679404e-06
Position 906: 1.3291595962821669e-06
Position 299: 1.1994558013239319e-06
Position 604: 5.21732938335154e-07
Position 307: 4.253694236646913e-07
Position 274: 3.4863247470257597e-07
Position 472: 1.526084588799491e-07
Position 504: 1.3287605434546256e-07
Position 470: 2.4769252710378365e-08
Position 8091: 1.7802767711250246e-08
Position 313: 8.058655754883338e-09
Position 324: 6.32534159265259e-09
Position 620: 5.9671150778929265e-09
Position 382: 3.6137027130326947e-09
Position 412: 2.7901477896551606e-09
Position 569: 1.6548637064225115e-09
Position 566: 8.0851494799236e-12
Position 533: 2.7674957952168615e-13
Position 674: 1.432389413504598e-13
Position 292: 6.311975051933374e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18487: 0.9969152305775771
Position 19496: 0.9390347642169089
Position 25737: 0.9177803369803381
Position 5230: 0.7469307650059152
Position 18994: 0.6885311993059129
Position 21529: 0.6393856085636158
Position 27465: 0.4722005992453425
Position 12559: 0.3661630749252765
Position 14242: 0.2876808760105016
Position 7868: 0.2022706924302404
Position 5059: 0.20108442332927656
Position 5000: 0.2002524066871885
Position 18844: 0.1670717031290904
Position 1621: 0.14443736772064444
Position 27296: 0.13007273417830612
Position 7597: 0.12212596625549509
Position 27393: 0.07785433216979765
Position 5433: 0.06968871961159313
Position 11472: 0.0490925487265393
Position 27821: 0.04834761976517235
Position 16141: 0.04368550368646352
Position 21234: 0.04293371303835771
Position 26915: 0.04187012237121849
Position 11490: 0.041271470895680805
Position 17244: 0.03877764332998299
Position 11452: 0.03637686762640844
Position 9894: 0.03229271875630928
Position 2015: 0.029699310513953286
Position 1637: 0.029507817705241093
Position 26286: 0.029058595356040582
Position 12339: 0.027831511461200244
Position 645: 0.023473078518416325
Position 578: 0.0230101147938199
Position 4754: 0.022011528694146267
Position 21706: 0.021821236629610188
Position 10061: 0.01972570661005977
Position 10106: 0.01955970510481709
Position 2989: 0.017434416698234277
Position 13250: 0.015077385385973712
Position 5270: 0.01304557621048722
Position 14435: 0.012595035838531452
Position 27511: 0.012452008374634772
Position 878: 0.011670439139739242
Position 4613: 0.011395948925321949
Position 7871: 0.010539829364433597
Position 777: 0.010385467672643858
Position 3046: 0.009235744541433272
Position 6147: 0.009165178065670358
Position 26320: 0.008724812282607354
Position 1071: 0.008362004728277524
Position 4122: 0.008192376582516933
Position 23704: 0.00792713429192118
Position 2833: 0.007342563657144016
Position 7744: 0.006913887402950942
Position 2860: 0.006382156520172818
Position 1675: 0.005232829259475323
Position 3663: 0.005125005328426168
Position 5302: 0.0050832232843373
Position 3683: 0.0046647692174490085
Position 1150: 0.003942742147111693
Position 4616: 0.0033223336320914476
Position 1977: 0.003278398217906499
Position 540: 0.0030977809579194756
Position 5429: 0.002902027140292265
Position 1131: 0.0028772859396746374
Position 5778: 0.002698385600246238
Position 2821: 0.0026767681909573037
Position 1834: 0.0025957701410195266
Position 21941: 0.002537022319251594
Position 1087: 0.002443319182183558
Position 720: 0.002363724913720661
Position 2809: 0.002229939854948982
Position 7779: 0.002208283452882601
Position 3013: 0.0020321172046601004
Position 983: 0.0019873524851955642
Position 1901: 0.0018840428955623112
Position 3008: 0.0018474797616824582
Position 3125: 0.00182791093667126
Position 2052: 0.0016708204263851014
Position 3832: 0.0016096381919811465
Position 4078: 0.0016030903303751434
Position 7393: 0.001526093432131536
Position 23674: 0.0014768996521925776
