Gene = PRPF38B
index = 1075
Annotated 5SS: [ 545 3448 3872 4015 6505]
Annotated 3SS: [3378 3719 3953 6280 6838]
SMsplice 5SS: [ 545 3448 3872 4015 6505]
SMsplice 3SS: [3378 3719 3953 6280 6838]
top_k =  1000
Partition function (log Z): 7.74551666008197

Sorted 5' Splice Sites (High to Low Probability):
Position 3872: 0.9442077212661417
Position 6505: 0.9187793875846374
Position 4015: 0.7979240448319376
Position 3448: 0.6986993684511313
Position 545: 0.6156386551770675
Position 5695: 0.4323986901013569
Position 575: 0.3670989875401192
Position 3458: 0.2980568057271973
Position 7028: 0.2554194849185657
Position 1011: 0.16200398038276542
Position 8161: 0.1450816275803984
Position 7051: 0.1114631110051494
Position 5541: 0.10806958125472473
Position 1320: 0.10538854035466863
Position 4029: 0.09358793455723345
Position 6462: 0.053814306515302925
Position 1314: 0.048446682609563564
Position 1877: 0.04808404633766384
Position 1015: 0.047001016858562276
Position 7015: 0.043451105505793605
Position 4192: 0.038702898499535544
Position 5972: 0.03264549798350849
Position 2723: 0.031242878609228572
Position 980: 0.023808728207367673
Position 8194: 0.01636934908885045
Position 2855: 0.014734524322449056
Position 5926: 0.012946122924392288
Position 7144: 0.01081965526382148
Position 948: 0.009530907734890053
Position 1435: 0.009187294638918176
Position 4788: 0.009115593100194476
Position 4530: 0.008804293863534469
Position 7220: 0.007897010991522327
Position 1644: 0.005514597359154668
Position 2821: 0.005338388283301912
Position 6881: 0.0046197215744223806
Position 5968: 0.004574354527327204
Position 7248: 0.004169288048197528
Position 1030: 0.004117555940014605
Position 5537: 0.003979700939300826
Position 8176: 0.0037255120897182812
Position 521: 0.0036646685636794966
Position 1829: 0.003588452299059324
Position 593: 0.003279390804280383
Position 1184: 0.003175984092160263
Position 65: 0.003170475810203119
Position 1021: 0.003054790639602594
Position 4244: 0.00296226960742934
Position 5720: 0.0029602189416886126
Position 916: 0.0029153511267414603
Position 1114: 0.002384108652027613
Position 7237: 0.002375071035021943
Position 3072: 0.001980395526242822
Position 652: 0.001723703413280067
Position 3807: 0.0016335490760623005
Position 6020: 0.001569243345024552
Position 552: 0.0014810333079979467
Position 912: 0.001470483042151602
Position 2380: 0.0014192535339019657
Position 6205: 0.0014056161762433528
Position 8377: 0.0013448110679303283
Position 1019: 0.0013351801316414615
Position 5624: 0.0012879866425310866
Position 4130: 0.0012291159497767653
Position 960: 0.001219004423731971
Position 180: 0.0011261157071414416
Position 1659: 0.0009626843316556485
Position 4906: 0.0009335492511094532
Position 3438: 0.0008825279451128858
Position 1833: 0.0007902100522855662
Position 2915: 0.0007441556275919745
Position 7084: 0.0006083859366998877
Position 642: 0.0005850646958242374
Position 1035: 0.0005388493542416079
Position 3462: 0.0005299386087865669
Position 116: 0.0005258040650173547
Position 976: 0.000512317462961646
Position 1121: 0.0005115800865276392
Position 6973: 0.0005040621818857771
Position 488: 0.0004602357237256134
Position 1057: 0.000434900962193646
Position 1188: 0.0004059091054225302
Position 3165: 0.000401151350377819
Position 7366: 0.0003765398897139463
Position 3584: 0.0003604357550017728
Position 5300: 0.0003519866087683171
Position 5663: 0.0003510533129547527
Position 71: 0.00033285946437281615
Position 8298: 0.0003322302998196459
Position 6869: 0.00032879016031154266
Position 556: 0.000300083720890169
Position 3878: 0.0002992169557955648
Position 2878: 0.0002687710329510518
Position 3863: 0.00025828543845010193
Position 3720: 0.00023877295596954313
Position 9027: 0.00022879381547649018
Position 6684: 0.0002204810955645474
Position 841: 0.00019805845805829462
Position 5810: 0.00018179045178152387
Position 185: 0.00017279491328816107
Position 2022: 0.00016758125797220136
Position 5806: 0.00014553873183938067
Position 7081: 0.0001440217917576335
Position 2558: 0.00013959383622938183
Position 5983: 0.00013266662890235254
Position 638: 0.00013104048225935386
Position 6917: 0.00012705704275594196
Position 2208: 0.00011930249107002835
Position 4737: 0.00011925211879163234
Position 1709: 0.00010292125058903413
Position 1072: 0.0001000402217548672
Position 170: 9.440224783110088e-05
Position 5044: 8.85567026835922e-05
Position 1717: 8.851985376262493e-05
Position 1025: 8.500471490699687e-05
Position 383: 7.825611257738713e-05
Position 3791: 7.695479227545974e-05
Position 352: 7.259482998906485e-05
Position 6770: 6.547459945154667e-05
Position 655: 6.1018773163376906e-05
Position 7426: 5.918974461699547e-05
Position 2946: 5.509321441801166e-05
Position 3888: 5.492076342052088e-05
Position 5449: 5.4263698850541915e-05
Position 97: 5.00066506120412e-05
Position 2786: 4.902955858326502e-05
Position 8317: 4.8418094243641573e-05
Position 8218: 4.816398040661964e-05
Position 3452: 4.5966563848985867e-05
Position 4605: 4.0282467808014465e-05
Position 7946: 3.883553904396249e-05
Position 1990: 3.8754143736001185e-05
Position 807: 3.804072724799594e-05
Position 404: 3.563773090659929e-05
Position 1841: 3.544122008381565e-05
Position 2035: 3.2586290166751605e-05
Position 5517: 3.1014730691439434e-05
Position 6889: 3.0891405263515996e-05
Position 1366: 2.7949191365809317e-05
Position 3814: 2.1918199788664924e-05
Position 51: 2.1033690384457434e-05
Position 699: 1.9874275225081288e-05
Position 4310: 1.5358732358559238e-05
Position 3727: 1.526767435992154e-05
Position 79: 1.389981412139948e-05
Position 6895: 9.925865439504348e-06
Position 3899: 9.599732041183504e-06
Position 3569: 9.299230765333609e-06
Position 7600: 8.756955241981653e-06
Position 56: 8.407748245413233e-06
Position 579: 8.197960575491729e-06
Position 6395: 6.72546850065528e-06
Position 524: 5.502208077564709e-06
Position 4085: 5.056556915309077e-06
Position 8071: 4.772842617703993e-06
Position 111: 4.727355364240294e-06
Position 3474: 3.963884054395557e-06
Position 7642: 3.78397367612605e-06
Position 1107: 3.570176040268393e-06
Position 3482: 2.977534562638301e-06
Position 4182: 2.9411882945959584e-06
Position 3673: 2.8918922616739693e-06
Position 4898: 2.8362420882912657e-06
Position 105: 2.317237336221076e-06
Position 668: 1.6095954696091859e-06
Position 6311: 1.4831286482723052e-06
Position 3497: 1.3492273986289027e-06
Position 1023: 9.527902081270844e-07
Position 973: 7.825784954149743e-07
Position 4112: 5.709237886522973e-07
Position 198: 5.027062320384764e-07
Position 684: 4.715559078344844e-07
Position 681: 4.6239536451741376e-07
Position 3677: 3.527934526178639e-07
Position 3987: 2.3821504622934857e-07
Position 4305: 2.1793150540825964e-07
Position 859: 2.10137844615524e-07
Position 686: 1.4398006129810176e-07
Position 554: 1.1785908390441712e-07
Position 8742: 9.715751910822514e-08
Position 4115: 9.010441765987439e-08
Position 4088: 7.448361878971599e-08
Position 5: 6.884256644084042e-08
Position 1907: 2.225019656697751e-08
Position 688: 2.1574860140692558e-08
Position 889: 1.386109868875382e-08
Position 195: 1.6620354855178972e-09
Position 971: 4.955725763619585e-10
Position 472: 3.9955195649777837e-10
Position 469: 3.6304634300034025e-10
Position 7444: 2.4787702223880324e-10
Position 6839: 1.0835294789116722e-10
Position 7333: 8.717621643819878e-11
Position 3484: 5.36194228351311e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3378: 0.9916931156772499
Position 3719: 0.9393298158331431
Position 6838: 0.9056685023611923
Position 3953: 0.8360164555940753
Position 6280: 0.8223176729297215
Position 8057: 0.3463161841505271
Position 5623: 0.2718988102807877
Position 733: 0.23303211068109883
Position 5486: 0.22933691675542212
Position 6381: 0.09362443710888017
Position 8464: 0.09334991280219741
Position 8112: 0.07315380383367819
Position 5585: 0.07187046359992734
Position 1248: 0.060790392403060015
Position 3937: 0.04815361630446842
Position 1103: 0.035268132736133155
Position 8271: 0.035262277430544615
Position 1704: 0.028564563134156288
Position 8904: 0.028396764504747634
Position 8820: 0.02825293717498297
Position 2541: 0.02376900920124374
Position 1182: 0.023678760555893342
Position 8669: 0.02201816967784975
Position 1266: 0.01928986810840141
Position 6418: 0.01927861692444301
Position 6389: 0.019211179899035865
Position 866: 0.017830200354472952
Position 2757: 0.01756800008250094
Position 6657: 0.017529264504358346
Position 1263: 0.016270595647156917
Position 6258: 0.016180397531521593
Position 3973: 0.016052221717016504
Position 5827: 0.01124338885028065
Position 8155: 0.010636494485615357
Position 1775: 0.010435229374112466
Position 4130: 0.010030516562624277
Position 8789: 0.010027523268028556
Position 5806: 0.01001557960505315
Position 4416: 0.008846393783822118
Position 1613: 0.00869150265391853
Position 942: 0.007804318189983894
Position 3650: 0.007726253400176132
Position 3321: 0.0068438543931797135
Position 4190: 0.006592109648136568
Position 8766: 0.005890046790169786
Position 3756: 0.005354722698946574
Position 2494: 0.005239740012583249
Position 9078: 0.0051009066072789854
Position 4103: 0.004795494270564082
Position 9218: 0.004734035846322148
Position 2693: 0.004126390538879501
Position 1152: 0.0038922595148782315
Position 4550: 0.0036572816808395523
Position 1755: 0.0036142848399096403
Position 8960: 0.0029949756458655954
Position 5854: 0.002952967383862757
Position 3616: 0.002937577421340492
Position 8522: 0.002715207645186681
Position 296: 0.0026616777594348417
Position 7836: 0.0026210220816987313
Position 1434: 0.0025140868532218413
