Gene = XPA
index = 1575
Annotated 5SS: [  237  3709  7824 10262 12435]
Annotated 3SS: [ 3597  7717 10095 12316 21769]
SMsplice 5SS: [  237  3709  7824 12435 20929 21587 21869]
SMsplice 3SS: [ 3597  7717 12316 20846 21397 21769 21966]
top_k =  1000
Partition function (log Z): 6.569319374388045

Sorted 5' Splice Sites (High to Low Probability):
Position 7824: 0.9808710955482721
Position 21869: 0.9657901153023256
Position 12435: 0.9635474803912074
Position 21587: 0.7230101810094495
Position 3709: 0.6350053017930395
Position 20929: 0.6273401098413173
Position 237: 0.5941002913017006
Position 15158: 0.5733797651595296
Position 4152: 0.5700055884041968
Position 3714: 0.36137413548201214
Position 13879: 0.31178195841303163
Position 134: 0.24246781457976532
Position 12754: 0.22804919812493865
Position 21595: 0.20959741079144287
Position 12640: 0.13154300495613544
Position 1473: 0.10396390351438048
Position 1568: 0.10203527980445895
Position 4983: 0.08104703158558238
Position 6490: 0.07213540422601415
Position 16616: 0.0642523720633381
Position 8607: 0.05960770636143228
Position 9021: 0.05287089439071589
Position 14878: 0.048919899208057074
Position 12002: 0.04254360202856833
Position 1260: 0.04209297374633809
Position 564: 0.03987283229537896
Position 9812: 0.03936566102901574
Position 2775: 0.03504169944861735
Position 5769: 0.034717851250595816
Position 347: 0.033949181430984625
Position 21640: 0.03376885951918895
Position 144: 0.0327990377687079
Position 10262: 0.030837638675027607
Position 6448: 0.02937100349797675
Position 6501: 0.02698265293317267
Position 4164: 0.026127520968257673
Position 12428: 0.018355517950895885
Position 547: 0.01795852199525334
Position 17926: 0.0153651722369027
Position 8440: 0.014828638099721249
Position 15727: 0.014665116200217928
Position 11705: 0.013957196242374422
Position 8938: 0.011977108692374998
Position 3543: 0.011971170491243804
Position 10298: 0.011702389407947442
Position 1419: 0.009874691408728504
Position 9784: 0.008168017050893931
Position 2011: 0.007601830217571591
Position 841: 0.007420205824949365
Position 24: 0.007413205826898645
Position 2742: 0.007249680354871771
Position 6121: 0.0068296483560268545
Position 7866: 0.006596978443812698
Position 10538: 0.006368781196977009
Position 12686: 0.006022564543269022
Position 952: 0.0056418086194887475
Position 11918: 0.004540981568413026
Position 13550: 0.004510550186329496
Position 4636: 0.0038736118672034556
Position 5283: 0.0038697703510922384
Position 13507: 0.003822748533803847
Position 2970: 0.0033582338759353134
Position 20535: 0.00280687472067449
Position 21582: 0.0026156295273570083
Position 22191: 0.002598172821185993
Position 4816: 0.002331280738100542
Position 2747: 0.002258781513659302
Position 10233: 0.0022374604996737526
Position 4486: 0.002158459413248086
Position 12658: 0.0020179549683564824
Position 1181: 0.002006729723036301
Position 1957: 0.0019888450218804466
Position 5327: 0.0018538105937961201
Position 22176: 0.0017669075089641441
Position 22064: 0.001738608840770793
Position 248: 0.0017292939647729029
Position 4202: 0.001694754766560987
Position 13059: 0.0016911260161377659
Position 11964: 0.0016835942901020319
Position 16244: 0.0015528043033396727
Position 3094: 0.0015456912592463194
Position 5916: 0.0015275296186643779
Position 8183: 0.0014881725972820707
Position 4196: 0.0014760035226798636
Position 4136: 0.0013898805176359378
Position 5108: 0.0012183089980136994
Position 4105: 0.0011788789666805327
Position 21864: 0.0011501557185309846
Position 21915: 0.0011292972750188226
Position 4359: 0.0010560843650654981
Position 11773: 0.001031240599504793
Position 1887: 0.001024805772824463
Position 11630: 0.0010042607967635396
Position 8896: 0.00097310891322107
Position 6275: 0.0009435596164948808
Position 6771: 0.0008494374554318617
Position 6513: 0.0006951989453711069
Position 6604: 0.0006775602579705223
Position 6154: 0.0006333032042643331
Position 9035: 0.0006312618801870886
Position 14367: 0.000590599108397175
Position 14384: 0.0005692169243839856
Position 9620: 0.0005657195299104625
Position 2674: 0.0005418705031944673
Position 2294: 0.0005293611511495675
Position 45: 0.00045257283671065024
Position 3813: 0.0004419555674335184
Position 284: 0.0004346269338872501
Position 549: 0.0003818127595062051
Position 5918: 0.00037141984688699386
Position 22195: 0.000273614341843733
Position 14110: 0.000249757572732246
Position 3733: 0.00020614778489667514
Position 22042: 0.00015816689345311415
Position 22180: 0.00014797122129543434
Position 21878: 0.00014604896888041922
Position 16620: 0.00013051628845907743
Position 5176: 8.990323809104068e-05
Position 17460: 8.962244258035673e-05
Position 22244: 7.212469840612894e-05
Position 17591: 7.019175783669279e-05
Position 17477: 6.482251853910003e-05
Position 18540: 5.984820654139286e-05
Position 21831: 5.308650057921437e-05
Position 22053: 4.570368501737943e-05
Position 22098: 4.5163084786120305e-05
Position 566: 4.269479735094918e-05
Position 351: 4.0878978085239784e-05
Position 12741: 3.890589741676043e-05
Position 3693: 3.3516306972377295e-05
Position 3928: 2.4771090672489855e-05
Position 1136: 2.3956011486486223e-05
Position 1266: 2.2369980650006453e-05
Position 3745: 2.1937399828115125e-05
Position 1175: 1.7580265226428647e-05
Position 22258: 1.4413995546051918e-05
Position 16998: 1.2724871072843983e-05
Position 9096: 1.1546246430776399e-05
Position 7840: 1.122289228225628e-05
Position 596: 1.0316400992744188e-05
Position 8119: 9.674586652378839e-06
Position 7811: 9.216880268080961e-06
Position 327: 8.3599309153632e-06
Position 7870: 8.037545682031368e-06
Position 8198: 6.750568813555796e-06
Position 1172: 4.490463413428031e-06
Position 1611: 3.933553975300224e-06
Position 18: 3.7177919891609895e-06
Position 8108: 3.5923406840540577e-06
Position 1702: 3.380053479960069e-06
Position 894: 3.2633983082383675e-06
Position 8375: 2.2991376636627864e-06
Position 8230: 2.2892807316619214e-06
Position 311: 2.1546188702341904e-06
Position 8116: 1.8704254027487658e-06
Position 353: 1.651161895983706e-06
Position 1092: 1.5406116224831327e-06
Position 1010: 8.9901638131537e-07
Position 4491: 8.347205158103326e-07
Position 54: 6.996049269888369e-07
Position 4614: 5.468295298157856e-07
Position 1392: 4.017047136466933e-07
Position 21885: 3.570063545313303e-07
Position 1384: 3.4560815426836053e-07
Position 332: 3.4419551061466623e-07
Position 3971: 3.0699614419333567e-07
Position 2921: 2.579808852404858e-07
Position 4776: 1.5451402899084548e-07
Position 4386: 1.5125429024254074e-07
Position 370: 1.1145395344087591e-07
Position 936: 1.088682504922073e-07
Position 21784: 9.849650211493318e-08
Position 28: 9.511539221131898e-08
Position 637: 7.429046589501104e-08
Position 4642: 6.989449573496301e-08
Position 662: 3.5882041343480985e-08
Position 666: 2.2044632538175087e-08
Position 660: 2.1935761249807525e-08
Position 441: 1.3349940622191219e-08
Position 7917: 1.2101078182845029e-08
Position 777: 5.777361987245526e-09
Position 403: 3.658450656298749e-09
Position 581: 2.9987693506460903e-09
Position 21926: 1.932406346104981e-09
Position 605: 1.243466998411098e-09
Position 300: 1.0858508864420288e-09
Position 21887: 7.0923470223094e-10
Position 13: 6.242767981093447e-10
Position 416: 9.116097372862249e-11
Position 433: 1.0934701156610184e-11
Position 877: 2.4275985290219927e-12
Position 411: 1.2515668173400085e-12
Position 517: 1.0511908356837051e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 21769: 0.997574841924746
Position 7717: 0.9859279244303207
Position 21397: 0.9636351809389585
Position 12316: 0.9617277186900779
Position 3597: 0.9578562315020231
Position 20846: 0.5707559828507484
Position 4021: 0.32415917505361114
Position 14926: 0.30560083933851045
Position 13754: 0.2947391695678373
Position 21966: 0.2919805252953825
Position 3965: 0.2712926840766681
Position 14951: 0.2262258575447192
Position 22154: 0.20464059180125826
Position 12569: 0.14931911545727128
Position 22020: 0.14220858598963368
Position 22353: 0.11780115136372495
Position 6331: 0.09898192068952008
Position 21946: 0.07752034433986822
Position 1383: 0.07562105496867828
Position 14701: 0.06094829462089999
Position 12678: 0.05965903435312269
Position 8502: 0.05873428519642777
Position 16466: 0.058108209946725754
Position 1367: 0.056925855670463224
Position 22331: 0.054660543770804426
Position 12527: 0.05120131230950187
Position 20884: 0.050864196781220714
Position 12546: 0.049838428222505386
Position 11856: 0.0451998333023323
Position 4890: 0.04347562979710268
Position 10095: 0.043235233758753266
Position 22082: 0.042031584562967426
Position 2570: 0.03951402783797311
Position 6334: 0.02725855828730551
Position 21975: 0.02720163591571568
Position 5646: 0.023894667863421683
Position 14873: 0.023544128618709578
Position 12252: 0.021708080140873783
Position 12596: 0.020751827665253204
Position 8937: 0.020406234909671958
Position 4952: 0.02015123391056351
