Gene = ZBTB8OS
index = 1592
Annotated 5SS: [  152 15817 16634 16940 18758 23077]
Annotated 3SS: [15791 16511 16856 18704 23039 28635]
SMsplice 5SS: [  152 15817 16634 16940]
SMsplice 3SS: [15791 16473 16856 28635]
top_k =  1000
Partition function (log Z): -10.829500395333643

Sorted 5' Splice Sites (High to Low Probability):
Position 16634: 0.9529693579815937
Position 16940: 0.8211308747540311
Position 152: 0.5845159873528932
Position 18758: 0.5824086673718223
Position 15817: 0.3325590251373422
Position 15883: 0.309689618634309
Position 844: 0.28884396383172317
Position 18377: 0.2558178817348261
Position 15852: 0.24765259918621302
Position 3342: 0.19298581210985571
Position 123: 0.15267920567171497
Position 19482: 0.12935524723268976
Position 17799: 0.09892105194746177
Position 144: 0.0828876079917687
Position 156: 0.07804395527794468
Position 183: 0.0719463381346253
Position 23077: 0.05748775002186479
Position 17323: 0.04843088811871125
Position 18345: 0.046006262998598405
Position 14838: 0.027878696420114955
Position 15856: 0.027685937285934166
Position 14831: 0.027106560522873944
Position 27669: 0.026386090688890234
Position 483: 0.0263402750773149
Position 16159: 0.02592748448566147
Position 1128: 0.02545014057776284
Position 3081: 0.016692592288236347
Position 18550: 0.016608936043002533
Position 8341: 0.015785167188126264
Position 21758: 0.015447850696906249
Position 23452: 0.01314611595162626
Position 690: 0.008997058898838409
Position 3491: 0.00719002839317268
Position 3231: 0.006842516239040257
Position 1466: 0.006435215253602817
Position 3225: 0.005925884361822291
Position 26855: 0.005514775996445893
Position 2654: 0.005270470969856901
Position 4527: 0.005146324694069021
Position 5347: 0.004985569671672788
Position 4164: 0.004763070867591371
Position 17909: 0.0037512646802041224
Position 21434: 0.003025219706904601
Position 16950: 0.0024569704462391946
Position 18331: 0.0023007612146511845
Position 160: 0.001914150154204493
Position 18507: 0.001317239289687255
Position 503: 0.0011760122971788847
Position 21900: 0.0010984835382854767
Position 18463: 0.0010955222771221464
Position 250: 0.0009581272611271102
Position 3031: 0.0008602384853667699
Position 19167: 0.0007089633939979176
Position 293: 0.0004544679308535679
Position 2986: 0.0004376100776127673
Position 17325: 0.0004003133169266939
Position 2435: 0.00036504372312922887
Position 838: 0.0002501514020556223
Position 1418: 0.00022557099047876587
Position 917: 0.00020974565966795837
Position 2991: 0.00020518955121197417
Position 1386: 0.00015429004554853756
Position 150: 0.00013943797576329524
Position 22808: 0.00010172980293328232
Position 3011: 9.346445797677358e-05
Position 76: 8.978934209256756e-05
Position 32: 8.018491603456216e-05
Position 2679: 6.235584175141149e-05
Position 1585: 5.120717465065792e-05
Position 697: 5.0421771809551055e-05
