Gene = DCP2
index = 432
Annotated 5SS: [  251  9251 15513 16035 24501 24734 24939 27342 31307 34072]
Annotated 3SS: [ 9098 15384 15935 24347 24620 24830 27205 31201 34019 36584]
SMsplice 5SS: [  251  6126 15513 15852 16035 24501 24734 24939 31307]
SMsplice 3SS: [ 6011 15417 15677 15935 24347 24620 24830 31201 43608]
top_k =  1000
Partition function (log Z): 8.774830439696624

Sorted 5' Splice Sites (High to Low Probability):
Position 24939: 0.999648048165337
Position 24734: 0.99391755779353
Position 251: 0.9916463392813867
Position 16035: 0.9909021030192728
Position 15513: 0.9508503440638854
Position 24501: 0.9329538673936393
Position 6126: 0.9299500999227043
Position 31307: 0.8836243171612909
Position 6459: 0.7452521944932695
Position 15852: 0.7043892145943952
Position 27342: 0.44720555674323464
Position 702: 0.3128108368579351
Position 16438: 0.2951768121940404
Position 788: 0.259287233514806
Position 12521: 0.24771694190619825
Position 32932: 0.20189479384609685
Position 12482: 0.12424831878657015
Position 36657: 0.1118893349497552
Position 28916: 0.10948505400949113
Position 38511: 0.09225468691746909
Position 1030: 0.09007363598699816
Position 32950: 0.08249770616755737
Position 35245: 0.07565729681372471
Position 19927: 0.07560561342111062
Position 13181: 0.07122967745985316
Position 36184: 0.06754388071367456
Position 33440: 0.06417597913605154
Position 12598: 0.06370881990729065
Position 26114: 0.06260095901769687
Position 36801: 0.052062778921039006
Position 24524: 0.038984464572576955
Position 1070: 0.03258893117629982
Position 36308: 0.03173421477745224
Position 16832: 0.029386751067084355
Position 19167: 0.028646919439436046
Position 31824: 0.027923490826429528
Position 31887: 0.027462611982374527
Position 37754: 0.02536603832005174
Position 25311: 0.024868521354067707
Position 36765: 0.023805040248232642
Position 11016: 0.021529029697018538
Position 2384: 0.020190690807582734
Position 24535: 0.020020798311776968
Position 6205: 0.01957558028105825
Position 6857: 0.019449264228911023
Position 5662: 0.01800211489056538
Position 1819: 0.017783677983937502
Position 6654: 0.017721945928596192
Position 4436: 0.017668252008450836
Position 26782: 0.01585573612204034
Position 6670: 0.015592762898272258
Position 17110: 0.015055296285019316
Position 21927: 0.014799340398308809
Position 38734: 0.013210276352842694
Position 2749: 0.012298059054799823
Position 6130: 0.012217222929656043
Position 12232: 0.01168886299477406
Position 1612: 0.00987139106729331
Position 778: 0.009096404477110489
