Gene = SSUH2
index = 1345
Annotated 5SS: [   85 16316 16775 18409 20026 21270 22411 24377 25846 26533 28526]
Annotated 3SS: [16216 16692 18132 19964 21144 22347 24290 25752 26426 28417 32059]
SMsplice 5SS: [  147  3852 12127 13229 14002 16316 16775 18409 20026 22411 24377 25846
 26533 28626]
SMsplice 3SS: [ 3739 12004 13147 13836 16216 16692 18278 19964 22321 24290 25752 26426
 28417 30447]
top_k =  1000
Partition function (log Z): 25.48856226159016

Sorted 5' Splice Sites (High to Low Probability):
Position 16316: 0.9886629045140216
Position 16775: 0.9819608784694306
Position 26533: 0.8898182171306382
Position 20026: 0.8849114971128392
Position 24377: 0.8812278343289293
Position 12127: 0.8800501051929309
Position 13229: 0.8601207516585538
Position 25846: 0.853052953713677
Position 28626: 0.8174818479686234
Position 18409: 0.803071469283584
Position 21270: 0.7420465303077503
Position 3852: 0.6342641151553611
Position 7344: 0.6143530976781456
Position 14002: 0.5433723477000115
Position 22411: 0.5311235654568338
Position 22807: 0.47666179877415116
Position 1313: 0.4764836244291242
Position 22433: 0.42485010367982656
Position 147: 0.40888782403204765
Position 9731: 0.40031665096144586
Position 20769: 0.35582735055131326
Position 85: 0.355641101954952
Position 19886: 0.35199275003740865
Position 9944: 0.3457834451120969
Position 10164: 0.31365215511915445
Position 9040: 0.3093624035535756
Position 12284: 0.2727006351480958
Position 9512: 0.26883382120184335
Position 29489: 0.2661565384883692
Position 18224: 0.22576991413904168
Position 7911: 0.21945970839578602
Position 20895: 0.2094829293102972
Position 28526: 0.17942069618722462
Position 50: 0.17136680914478097
Position 20840: 0.16670217349809568
Position 1796: 0.16253133711501677
Position 6868: 0.15546300472534016
Position 27547: 0.15101120230820006
Position 19123: 0.14796409581547168
Position 1823: 0.1440342247143978
Position 26351: 0.14343470471972616
Position 8948: 0.11950653855823806
Position 858: 0.11929263813011053
Position 17882: 0.1127943621303734
Position 9031: 0.11247044039678708
Position 27045: 0.10594909440009445
Position 2346: 0.10332140558226648
Position 5724: 0.0995439125386404
Position 25161: 0.09487143734438336
Position 11869: 0.0871778030527783
Position 2816: 0.08536682205495635
Position 17677: 0.08440900950334143
Position 29763: 0.08201820783199594
Position 18700: 0.08147880083032374
Position 7639: 0.07794084578266633
Position 32007: 0.07485604058877816
