Gene = TMIGD3
index = 1459
Annotated 5SS: [  484 12833 14812 16903 17749]
Annotated 3SS: [12725 14463 16835 17647 19730]
SMsplice 5SS: [  484  4521  7487 14812 16903 17749]
SMsplice 3SS: [ 4400  7343 14463 16835 17647 18935]
top_k =  1000
Partition function (log Z): -6.091946842766021

Sorted 5' Splice Sites (High to Low Probability):
Position 14812: 0.9579055425019737
Position 16903: 0.8911162810916815
Position 484: 0.8359397111070352
Position 17749: 0.7610219717452891
Position 4521: 0.756479785217636
Position 7487: 0.6495512190270988
Position 2294: 0.5216484630474586
Position 12833: 0.4469124913523133
Position 18095: 0.29305029937907173
Position 18103: 0.2494788917657966
Position 8152: 0.2069979770635286
Position 14022: 0.1661389993307387
Position 9784: 0.12170443303889741
Position 5250: 0.11487562375635091
Position 12313: 0.11142604537166721
Position 19064: 0.10094211502386824
Position 19519: 0.07912301771156997
Position 9925: 0.07439656167378038
Position 4753: 0.07412908461454586
Position 13787: 0.0715259733701408
Position 501: 0.05950523988084411
Position 6013: 0.04736593141766609
Position 115: 0.04006080144725778
Position 7114: 0.03983905256862448
Position 14702: 0.039758519998642765
Position 18990: 0.0363483907250277
Position 3002: 0.03602896563963083
Position 3113: 0.03392203094283554
Position 6713: 0.02765662178566325
Position 713: 0.023878355134610223
Position 571: 0.022598117323012947
Position 7160: 0.016321569093629213
Position 8424: 0.016264871175901918
Position 8072: 0.014620780877620948
Position 3654: 0.013933095364774484
Position 911: 0.013343871081795185
Position 4311: 0.01151774127256193
Position 7773: 0.009948707253428763
Position 18709: 0.008997206220891544
Position 16952: 0.008882341225179353
Position 8987: 0.008781789374905802
Position 3237: 0.008273220988461227
Position 5574: 0.00751420260701139
Position 19032: 0.00722427005058801
Position 2252: 0.007133805839687142
Position 13823: 0.006400437944516866
Position 16784: 0.006271177536379211
Position 12981: 0.005702796445685682
Position 2604: 0.005283088477462942
Position 3160: 0.00487972572316109
Position 9434: 0.004866266876717469
Position 2748: 0.004766652654996102
Position 17470: 0.00444913752956342
Position 628: 0.0036143034926006843
Position 10109: 0.0034353836554461095
Position 5246: 0.00310942189787569
Position 230: 0.0029652372646097416
Position 4757: 0.0027150888730871343
Position 17534: 0.002676514742866766
Position 3890: 0.002505598169441764
Position 4663: 0.002477841090977256
Position 10099: 0.0021018101432421937
Position 18956: 0.0020844163936938284
Position 17550: 0.0020791907231527567
Position 6859: 0.0017183603848541554
Position 4083: 0.001657813878306842
Position 632: 0.0015704255520427484
Position 6948: 0.0015033268091085403
Position 6882: 0.0014982586766815655
Position 2583: 0.0013955913725124847
Position 479: 0.0013754230688428901
Position 640: 0.0013241647971072485
Position 4252: 0.0012908624149470863
Position 1664: 0.001257930584493787
Position 12565: 0.0011931529777906703
Position 215: 0.0011499644123862368
Position 3351: 0.0011404017941592638
Position 3900: 0.0010769576401676209
Position 242: 0.0009882624659815667
Position 18486: 0.0009759796022226137
Position 12224: 0.0009237582231471482
Position 5435: 0.0008801852342484818
Position 2629: 0.0008487245084206905
Position 2032: 0.000777341407874646
Position 467: 0.000740216810749
Position 915: 0.0006468296553940871
Position 563: 0.0005837827356439584
Position 320: 0.0005813321328635878
Position 6894: 0.000546069120108892
Position 736: 0.0004941156074030482
Position 1025: 0.0004922847803956492
Position 1606: 0.000426918489344922
Position 3356: 0.00033627842783192594
Position 4038: 0.0003030893210839066
Position 4: 0.0002927818181695322
Position 224: 0.00021744316335811753
Position 287: 0.00018720369659821972
Position 4507: 0.0001712239031515482
Position 326: 0.00016550449546606698
Position 347: 0.0001480506442132809
Position 958: 0.00013023042322872377
Position 239: 0.00012591528448570142
Position 314: 0.00011679493253835115
Position 717: 0.0001143389594953088
Position 18490: 0.00010653887837785929
Position 18608: 9.86730273399074e-05
Position 1091: 8.50486670764261e-05
Position 1124: 6.845947720167225e-05
Position 496: 6.508534869951538e-05
Position 2059: 6.472503385381611e-05
Position 1058: 6.401248962778039e-05
Position 789: 6.189238698078067e-05
Position 2191: 5.942058979770282e-05
Position 1705: 5.824551637435483e-05
Position 1157: 4.826509823711679e-05
Position 2307: 2.8530159415682267e-05
Position 4813: 2.6070069629637972e-05
Position 4748: 2.258518842078602e-05
Position 2321: 1.859309631872958e-05
Position 892: 1.8445664769616477e-05
Position 109: 1.6626071961680585e-05
Position 1518: 1.4815206810039107e-05
Position 2119: 1.4459777495828961e-05
Position 1624: 1.4400017778557829e-05
Position 8062: 1.107712023069457e-05
Position 2305: 1.0064553565590457e-05
Position 49: 9.878629466739633e-06
Position 5005: 8.486873520969242e-06
Position 2828: 6.905960937367073e-06
Position 170: 6.312293573309455e-06
Position 1984: 6.059102680011392e-06
Position 1741: 5.307157360541051e-06
Position 1935: 5.077661516011003e-06
Position 592: 4.9335524047448725e-06
Position 1692: 4.609748113668955e-06
Position 1775: 4.3513760050840626e-06
Position 3606: 4.206103425072423e-06
Position 1860: 3.5393743945547325e-06
Position 1853: 3.4817300531157425e-06
Position 620: 3.179759190067527e-06
Position 610: 2.590014638264943e-06
Position 1555: 1.7982007588305831e-06
Position 2052: 1.5565104679860774e-06
Position 1966: 1.292452601436803e-06
Position 157: 4.10885531263127e-07
Position 103: 3.7113647485640377e-07
Position 2760: 3.1287242995985365e-07
Position 21: 3.687706911112622e-08
Position 430: 4.194743339314942e-09
Position 344: 3.364171653844361e-09
Position 612: 1.1848073118246946e-09
Position 806: 9.244417735316978e-10
