Gene = TCAF1
index = 1382
Annotated 5SS: [  195 26167 39354 39740 41061 41948 43332 45056]
Annotated 3SS: [25532 38358 39641 40846 41707 42993 44804 48012]
SMsplice 5SS: [  195 25667 38753 39354 39740 41860 43332 44707]
SMsplice 3SS: [25532 38358 39230 39641 41707 43242 44550 44804]
top_k =  1000
Partition function (log Z): -27.291120948453372

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.5382927923726079
Position 129: 0.4504879433328062
Position 6745: 0.2349950199198829
Position 13719: 0.1439621288387963
Position 12741: 0.11757205012365783
Position 2210: 0.03090834662432193
Position 646: 0.020472129302747128
Position 5606: 0.019600980685890806
Position 1593: 0.01215750239652168
Position 3980: 0.011619013289369089
Position 609: 0.009193726594849294
Position 557: 0.006643789927599846
Position 12572: 0.006560390564205891
Position 1877: 0.00591769915012617
Position 4187: 0.005012076547849622
Position 173: 0.0041678141186035755
Position 5746: 0.0028517227538877223
Position 1408: 0.0027090091449321597
Position 218: 0.0026237935678216813
Position 360: 0.0019445339064307304
Position 289: 0.001873017966392177
Position 1275: 0.0018003508705155026
Position 605: 0.0015663452651395713
Position 13723: 0.0011367821733266831
Position 82: 0.0007909314032633421
Position 5621: 0.0006896001734612841
Position 5327: 0.0006371276349299064
Position 733: 0.0006199133148768269
Position 227: 0.0005319851125597698
Position 430: 0.000400989967921937
Position 1488: 0.00039142299162627956
Position 6531: 0.0003446380174150414
Position 8705: 0.00027988652514954724
Position 616: 0.0002692734960055496
Position 1410: 0.00023305737456084895
Position 1343: 0.00019906319071396705
Position 7609: 0.0001245778004114534
Position 7389: 6.827146008710365e-05
Position 6652: 5.141089740866175e-05
Position 138: 4.714757578335786e-05
Position 145: 2.7366712578443705e-05
Position 201: 2.5598444303806516e-05
Position 335: 1.639352057838054e-05
Position 987: 8.992345328152241e-06
Position 1994: 8.674314471416303e-06
Position 676: 7.516294238537232e-06
Position 845: 6.034564009339209e-06
Position 324: 5.495601515606136e-06
Position 792: 3.839096722974977e-06
Position 133: 3.5857307177730257e-06
Position 546: 2.168850810054696e-06
Position 385: 2.146930216230773e-06
Position 907: 1.2259472429009524e-06
Position 933: 1.0678911130129338e-06
Position 540: 1.0518939693288024e-06
Position 1207: 5.670073769548679e-07
Position 1351: 5.387807220864198e-07
Position 1109: 4.231479890214086e-07
Position 3: 4.0606408028997914e-07
Position 879: 4.002341632873786e-07
Position 877: 3.1519994317381266e-07
Position 199: 2.4589463031357197e-07
Position 1147: 2.3565173431033976e-07
Position 717: 2.244426284260633e-07
Position 1345: 2.17779503920309e-07
Position 710: 1.6341188437274604e-07
Position 1432: 1.5584381593511942e-07
Position 863: 1.451521642096814e-07
Position 4144: 1.3444565241979153e-07
Position 563: 1.1154429438489262e-07
Position 3073: 1.0538702175411502e-07
Position 3459: 1.0241922034984035e-07
Position 2395: 3.0291976131728026e-08
Position 1205: 2.9450750838262778e-08
Position 603: 2.2853081101025023e-08
Position 1279: 1.9183978220265135e-08
Position 640: 1.676915359446392e-08
Position 975: 1.506144368182403e-08
Position 234: 1.3745497981328454e-08
Position 241: 1.2066512580896125e-08
Position 1135: 1.180893125342599e-08
Position 1071: 1.0914632851921977e-08
Position 579: 5.958950143803837e-09
Position 259: 9.325610904322439e-10
Position 613: 7.154219753950578e-10
Position 300: 4.347501036512882e-12
Position 952: 1.5073539705529675e-12
Position 439: 8.287492730279798e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 25532: 0.8527901105548825
Position 6651: 0.23722477340620993
Position 13630: 0.1678279600492336
Position 12600: 0.08369249883220584
Position 433: 0.0328474513230162
Position 12830: 0.027640634133860222
Position 12676: 0.022915006990834114
Position 12561: 0.02146988741549919
Position 2102: 0.020587722890304645
Position 5522: 0.01818321582269561
Position 1342: 0.01594622749440981
Position 14325: 0.013613729990919374
Position 288: 0.01211295888072162
Position 3876: 0.009882095147485408
Position 10295: 0.009862629136402675
Position 17978: 0.00892787085500477
Position 12424: 0.007773481140265445
Position 16548: 0.005862329733306335
Position 10194: 0.004788538777342413
Position 2129: 0.004337667647483926
Position 1773: 0.003388084108381573
Position 5156: 0.003310421461097215
Position 1511: 0.002995270260657081
Position 8806: 0.0029945722138541688
Position 5438: 0.002921737158044546
Position 2132: 0.0028906650564162763
Position 4029: 0.0026927636150665827
Position 14929: 0.002560363699497207
Position 6603: 0.0021177409581481176
Position 14976: 0.0020980377207907496
Position 1191: 0.0020135161324160667
Position 10917: 0.0018928547110994998
Position 355: 0.001716845086412707
Position 2113: 0.0016035063793714713
Position 15549: 0.0013330438852708444
Position 2895: 0.0012693444429949378
Position 11216: 0.0012027566019793697
Position 13789: 0.001154841854798687
Position 11457: 0.001113383584092832
Position 13633: 0.0010991375968044054
Position 5548: 0.0009105371929405903
Position 3959: 0.0009001382764604083
Position 3701: 0.0008315008013447873
Position 1455: 0.0006844076380518968
Position 1740: 0.000636271037173384
Position 3711: 0.0006306717110453862
Position 7479: 0.0006301324411175812
Position 10321: 0.0005564367810451181
Position 3984: 0.000542785346505627
Position 5298: 0.000506032163208747
Position 1874: 0.0004870389883428848
Position 3819: 0.00046727823589958357
Position 7340: 0.00043199275496088533
Position 8587: 0.00040912670040991746
Position 1968: 0.00038649544574808405
Position 3929: 0.00038050971970042687
Position 6401: 0.00037951429769354246
Position 5367: 0.0003789760537778713
Position 455: 0.0003579685460203448
Position 9952: 0.00033045786370255526
Position 7963: 0.0003125358160252252
Position 2019: 0.00030715098362441343
Position 9785: 0.00028727390944796973
Position 4177: 0.00028468160805420985
Position 6493: 0.0002836396680637613
Position 531: 0.0002804113445436225
Position 1994: 0.00027606070135310955
Position 5331: 0.00026236791526672835
Position 1711: 0.00024713240345396
Position 9994: 0.00023005976901549317
Position 5589: 0.00021352636526949823
Position 1759: 0.00021100876258134776
Position 6891: 0.00021076197092066847
Position 8708: 0.00020728791802631958
Position 5935: 0.00020326677135013127
Position 4155: 0.0001656803365437776
Position 706: 0.00016206034825940157
Position 6771: 0.00016018468882496756
Position 12730: 0.00015828244499925987
Position 12796: 0.00015675220121264604
Position 3724: 0.00015282642009750862
Position 405: 0.0001520481026968158
Position 1458: 0.00014618965966490757
Position 7518: 0.0001395821685836972
Position 1427: 0.000135127543856079
Position 1674: 0.00013373887811234849
Position 6939: 0.00013213283610227953
Position 9883: 0.0001278263608304764
Position 10239: 0.00012437527446390871
Position 1650: 0.00010601528466132632
Position 1407: 0.00010493094258314545
Position 1055: 9.696944104045539e-05
Position 7035: 9.617901231991069e-05
Position 10016: 9.506088407731675e-05
Position 6830: 8.370459575953991e-05
Position 2170: 8.100128076782822e-05
Position 4325: 7.238945762153215e-05
Position 1906: 6.757529542117639e-05
Position 1780: 6.634089204517116e-05
Position 8986: 6.373548820867283e-05
Position 5410: 6.0292855667957385e-05
Position 2557: 5.9512267188979555e-05
Position 8735: 5.8799062284943266e-05
Position 8349: 5.78092631750627e-05
Position 3543: 5.554717256349108e-05
Position 1297: 5.510886042244692e-05
Position 2650: 5.241474245543342e-05
Position 1289: 5.076379734748271e-05
Position 4854: 4.9707948945842393e-05
Position 4908: 4.6032587827800314e-05
Position 10152: 4.588317966618461e-05
Position 1834: 4.570850648180679e-05
Position 5875: 4.519718471735978e-05
Position 3416: 4.318618795075645e-05
Position 2861: 3.882156466678514e-05
Position 7827: 3.7351544724185845e-05
Position 551: 3.7248280556977254e-05
Position 7733: 3.654716667137619e-05
Position 2833: 3.6020360443018095e-05
Position 7010: 3.4692479318547905e-05
