Gene = LINC00694
index = 785
Annotated 5SS: [85]
Annotated 3SS: [1123]
SMsplice 5SS: [271]
SMsplice 3SS: [1123]
top_k =  1000
Partition function (log Z): -11.102014456913965

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.42231249859807674
Position 999: 0.3243314648471417
Position 85: 0.20898049680259023
Position 302: 0.04302175659460604
Position 1136: 0.014597159390674347
Position 1018: 0.014467218638747975
Position 1124: 0.010474677132464959
Position 846: 0.009911715637572323
Position 193: 0.00796021110917584
Position 154: 0.006836890499154129
Position 817: 0.005362914354830177
Position 458: 0.004240405606838976
Position 743: 0.0033563020050623843
Position 1011: 0.0032182216221671644
Position 407: 0.0025609587030241184
Position 171: 0.002010705140713201
Position 264: 0.0015892735133498218
Position 146: 0.00146161164277607
Position 859: 0.001368643214014708
Position 515: 0.0010873191317076376
Position 984: 0.0007443516652806618
Position 72: 0.0005916049068545366
Position 512: 0.0005433463762659812
Position 676: 0.00046467869248093674
Position 306: 0.0004491182523577282
Position 30: 0.00036930760200806697
Position 947: 0.00032226405281852354
Position 311: 0.0002637346122572498
Position 623: 0.0002261482649201173
Position 586: 0.00021734917937520564
Position 580: 0.00019572045883954966
Position 788: 0.0001898673923341704
Position 575: 0.00017230757772112077
Position 601: 0.00015999447661680223
Position 821: 0.00015398274598495525
Position 138: 0.00012944475603204615
Position 365: 0.00011243106177416003
Position 1283: 9.86361762989282e-05
Position 868: 7.64604716503809e-05
Position 156: 6.464494933692251e-05
Position 1428: 5.40956447483968e-05
Position 374: 4.131856894276948e-05
Position 1285: 3.6737234914878366e-05
Position 613: 3.630275812526266e-05
Position 877: 2.667537289153499e-05
Position 6: 1.7864690061264817e-05
Position 854: 1.7720589976260188e-05
Position 519: 1.6000309956509816e-05
Position 451: 1.0144424141447255e-05
Position 1529: 7.745230813893976e-06
Position 485: 6.8762110415469224e-06
Position 287: 6.013295946219053e-06
Position 198: 1.937545576793253e-07
Position 255: 1.0957980908580278e-07
Position 1003: 4.7383667086168555e-08
Position 1049: 2.597798526018486e-08
Position 70: 1.2136746130591619e-08
Position 15: 8.198022544965762e-09
Position 17: 5.961158797779745e-09
Position 584: 9.026679832577734e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.7680909688641717
Position 629: 0.09047410878072128
Position 1218: 0.04905767774247965
Position 845: 0.04381260393667521
Position 655: 0.025927840485285594
Position 399: 0.02509536196937695
Position 1478: 0.023327785185927513
Position 1629: 0.010134292438435088
Position 209: 0.007046247527045689
Position 901: 0.005501515482796081
Position 1221: 0.004778576549230898
Position 1412: 0.004315174171778004
Position 1451: 0.0034309567990870754
Position 974: 0.0031495700054475404
Position 1548: 0.003109495866366782
Position 1656: 0.0030297958861099554
Position 670: 0.002300701565650974
Position 169: 0.001780706332573558
Position 947: 0.0015473091211571214
Position 882: 0.0014806887128763597
Position 1353: 0.001150092653443746
Position 1366: 0.0011453849182686542
Position 821: 0.0010758274916691714
Position 327: 0.0010103593337025985
Position 978: 0.0008837014445881766
Position 1682: 0.0007960044393855442
Position 927: 0.0007831261953515245
Position 374: 0.0007589077379320946
Position 911: 0.0007261002103073888
Position 1514: 0.0007125065241285152
Position 1155: 0.0005407510073921868
Position 1372: 0.0005340475118355434
Position 264: 0.0004937873064832347
Position 1798: 0.00046062361581722345
Position 1248: 0.0003801099719606402
Position 1275: 0.00035124487108107995
Position 1188: 0.0003362512746839725
Position 532: 0.00033081605356831184
Position 1326: 0.0003201571987292023
Position 914: 0.0003194509993562654
Position 526: 0.0003078836815555517
Position 1017: 0.00030217610262970934
Position 1023: 0.0002932282924006178
Position 1311: 0.0002493477286559846
Position 1133: 0.0002454568639903635
Position 735: 0.00022679416389968953
Position 437: 0.00019193620801377778
Position 1165: 0.00019002922629818397
Position 1304: 0.00018723007343538105
Position 951: 0.00016836004136992096
Position 512: 0.00016719543255045135
Position 296: 0.00016401177841219984
Position 850: 0.00015172582926064373
Position 292: 0.0001379307261120714
Position 1193: 0.0001305879157247051
Position 180: 0.00012948539332417673
Position 1783: 0.00011755158719974191
Position 1149: 9.104869416264106e-05
Position 1250: 9.083690507184653e-05
Position 451: 7.710882219129686e-05
Position 779: 7.657475125040713e-05
Position 485: 7.001418985436182e-05
Position 599: 6.874452940523892e-05
Position 192: 6.660954087874407e-05
Position 1579: 5.6298383652153146e-05
Position 1280: 4.731933940337395e-05
Position 997: 3.755196777982189e-05
Position 1728: 3.741938418793485e-05
Position 743: 3.622946430483356e-05
Position 868: 3.364873834073698e-05
Position 1522: 3.3435521195796876e-05
Position 999: 3.1391923937405816e-05
Position 723: 3.115449816843434e-05
Position 1135: 2.8084809035049323e-05
Position 1756: 2.5636940127277008e-05
Position 940: 2.1864118711994203e-05
Position 859: 2.011358661939291e-05
Position 1733: 1.8813183621576224e-05
Position 1481: 1.7760176293497463e-05
Position 746: 1.6374651722132288e-05
Position 457: 1.5802712139615726e-05
Position 764: 1.2275366367348358e-05
Position 378: 9.413966365217873e-06
Position 1225: 6.341095111989667e-06
Position 1080: 6.1412714317493304e-06
Position 271: 5.629358396875921e-06
Position 246: 4.867201321377493e-06
Position 222: 4.7266674300652535e-06
Position 537: 4.236550004847682e-06
Position 1768: 3.007990251315032e-06
Position 302: 2.7544326519391937e-06
Position 1049: 8.893884897186787e-07
Position 959: 6.954873679859182e-07
Position 781: 6.855329445991761e-07
Position 1003: 5.272092915719744e-07
Position 138: 5.668053817850598e-08
Position 150: 5.5089751193077986e-08
Position 275: 1.2184708122123714e-08
Position 414: 6.133001554296196e-09
Position 601: 5.302268966394859e-09
Position 380: 2.566698229429997e-09
Position 384: 2.519605833320276e-09
Position 154: 2.0773577093177636e-09
Position 70: 1.7544219205677363e-09
Position 407: 1.0116404550275593e-09
Position 84: 9.242613622058136e-10
Position 311: 5.569684847795548e-10
Position 103: 4.966330879700497e-10
Position 146: 3.886062297636225e-10
Position 77: 6.011842954584533e-12
