Gene = UTP15
index = 1542
Annotated 5SS: [  172  1694  2587  2864  3935  4971  6884 11296 12265 13112 13410 13635]
Annotated 3SS: [ 1520  2493  2678  3755  4844  6747 11210 12114 13009 13275 13575 14135]
SMsplice 5SS: [  172  1694  4971 11296 13112 13410 13635]
SMsplice 3SS: [ 1520  4844 11142 13009 13275 13575 14135]
top_k =  1000
Partition function (log Z): 3.67457240710927

Sorted 5' Splice Sites (High to Low Probability):
Position 4971: 0.9777666128826403
Position 11296: 0.971341774943921
Position 13112: 0.9481578038990861
Position 13410: 0.8382800211901983
Position 1694: 0.8212653363515775
Position 2864: 0.6563275657791989
Position 172: 0.5461904108088289
Position 13635: 0.534220509155294
Position 2587: 0.4549349522518638
Position 12038: 0.3660639529541343
Position 12265: 0.36352062867602913
Position 5268: 0.2980508881831295
Position 3935: 0.2896886422574778
Position 446: 0.2697541787556147
Position 14928: 0.2677550826481914
Position 97: 0.1552303384077546
Position 14518: 0.13834021146981396
Position 13364: 0.1173331193499823
Position 3408: 0.1012267479909703
Position 2770: 0.09537769606206584
Position 3244: 0.09040075034830942
Position 1253: 0.08918457988532612
Position 3189: 0.08730632525057348
Position 11557: 0.07646079049469338
Position 3702: 0.07448701313896038
Position 13775: 0.0660273224784309
Position 2078: 0.058186515209624964
Position 683: 0.05141309395554512
Position 15069: 0.05066046621737482
Position 3252: 0.04712559556583056
Position 2153: 0.03465743587653576
Position 3891: 0.03301746700269892
Position 7785: 0.032140908219905805
Position 9530: 0.031234776084040683
Position 2187: 0.028778051002950486
Position 13116: 0.028109590840792
Position 4374: 0.021668938434195185
Position 11478: 0.020271712610922202
Position 12773: 0.017391186878008863
Position 2416: 0.01672580351792726
Position 605: 0.015028557709952269
Position 687: 0.014608412603387425
Position 4235: 0.01456253725789586
Position 1707: 0.014196429102151175
Position 25: 0.013782321803646268
Position 2979: 0.013415247749805771
Position 2420: 0.013166267565602232
Position 15588: 0.012514589061872014
Position 176: 0.010602534655845677
Position 14505: 0.008237391462549057
Position 2459: 0.0054448948427921915
Position 3601: 0.005359088551338062
Position 1335: 0.005137669750233437
Position 14157: 0.0050181290369385
Position 14595: 0.004873670919228663
Position 13940: 0.0042792042800869345
Position 14537: 0.00405641255356427
Position 62: 0.0038385501808317194
Position 4953: 0.003742875055234302
Position 2907: 0.003625545782706193
Position 3886: 0.0025915551349538607
Position 139: 0.0022462427462279556
Position 12014: 0.0018002823924632833
Position 12634: 0.001733244640629432
Position 1302: 0.0017119859221037279
Position 15457: 0.0016003937140070075
Position 1394: 0.0015511526367793039
Position 4887: 0.0015212711123484164
Position 365: 0.0015082692304650262
Position 1027: 0.0015064890063394764
