Gene = F3
index = 520
Annotated 5SS: [ 264 1544 5836 8711 9480]
Annotated 3SS: [ 1431  5635  8531  9319 11203]
SMsplice 5SS: [ 264 1544 5836 8711 9480]
SMsplice 3SS: [ 1431  5635  8531  9319 11203]
top_k =  1000
Partition function (log Z): -3.095984138012131

Sorted 5' Splice Sites (High to Low Probability):
Position 264: 0.9609122117876168
Position 8711: 0.9416644694424711
Position 5836: 0.9326941145645186
Position 1544: 0.7734219999481416
Position 9480: 0.5128549113859543
Position 6043: 0.15391350409649057
Position 6135: 0.1519712235597439
Position 3145: 0.10826829412848131
Position 2649: 0.09695153183287164
Position 1229: 0.07247138561235394
Position 9888: 0.06762300868242394
Position 9443: 0.05207894710017764
Position 909: 0.035034960701022
Position 931: 0.030409053701698243
Position 3014: 0.02263713674853197
Position 6103: 0.02076262662309707
Position 5956: 0.020293976872116568
Position 7586: 0.019865401118866248
Position 6446: 0.01931407534498336
Position 8570: 0.018379184213478453
Position 6089: 0.017496261772759862
Position 11064: 0.015541745255091373
Position 2710: 0.013297093812179774
Position 588: 0.011825874417135174
Position 5993: 0.009716822415668975
Position 1352: 0.009582294271577954
Position 248: 0.008955519114749868
Position 2545: 0.008793756237913956
Position 5779: 0.008643658464626244
Position 1824: 0.008366637814535867
Position 8975: 0.007178713252670945
Position 6876: 0.006857934059965004
Position 6495: 0.00651233727083193
Position 5377: 0.0055608784330572255
Position 7142: 0.005177248249711888
Position 786: 0.005092038734453659
Position 6414: 0.004350085880583213
Position 4416: 0.0043095065312862245
Position 4897: 0.004152129946943452
Position 5798: 0.004057333675083792
Position 3209: 0.003692030609513401
Position 2362: 0.003583188638407443
Position 4888: 0.003544005860780038
Position 2553: 0.0033286593883731447
Position 9511: 0.0032250093039868886
Position 651: 0.0031235341611733085
Position 6663: 0.003017199453393062
Position 3514: 0.0026819669639595346
Position 9450: 0.002641800151641306
Position 1939: 0.0025833028605649422
Position 8962: 0.00252472360044576
Position 1553: 0.0025245703867937943
Position 1330: 0.0023837876638227932
Position 2525: 0.0021934265607732113
Position 2195: 0.002141671974177117
Position 11851: 0.002006485640149292
Position 2830: 0.0019849187067091907
Position 1256: 0.0019452455793348374
Position 10300: 0.0018682248151402163
Position 6718: 0.001816366945832054
Position 3162: 0.001807755404980578
Position 6758: 0.001803701949268979
Position 2535: 0.0017064480116915299
Position 8132: 0.0016877843941639026
Position 10268: 0.00160760500284781
Position 985: 0.0015661072556760656
Position 1574: 0.0015348926447658134
Position 1689: 0.0014624576015242624
Position 6193: 0.0013662365795782568
Position 955: 0.0011489194359741541
Position 1008: 0.0010325834492702659
Position 1342: 0.000970572314245815
Position 158: 0.0009077102363953236
Position 3466: 0.0008727953138827169
Position 427: 0.0008100537356549573
Position 4904: 0.0007763858714518838
Position 4460: 0.0006798349263312652
Position 520: 0.0006657706779242056
Position 2020: 0.0006443555831663468
Position 2653: 0.0006237278956974929
Position 3115: 0.0006213582548514412
Position 3184: 0.0006190345646505209
Position 8700: 0.0006183041295184153
Position 1836: 0.0006169527304039726
Position 6000: 0.0005848401160130839
Position 6965: 0.0005706327767597962
Position 935: 0.0005285668303276631
Position 3469: 0.00048024436668887523
Position 5718: 0.0004797570546155296
Position 4464: 0.00046459264669427566
Position 820: 0.0004623255326649494
Position 9216: 0.00046061677589257985
Position 7490: 0.00042297039521279104
Position 12329: 0.0003984076172289048
Position 6059: 0.0003888446536145873
Position 6813: 0.00032969752924895694
Position 5766: 0.00026597352832508363
Position 990: 0.00022098662245942377
Position 3090: 0.00021061478931352453
Position 1335: 0.0001763131699705235
Position 2114: 0.0001745438445554414
Position 5742: 0.0001663512484222987
Position 1360: 0.0001551572735801069
Position 734: 0.00015198776881473027
Position 4376: 0.00014938620679764189
Position 4514: 0.00013287150049638848
Position 6011: 0.0001212929037880565
Position 2487: 0.00011907547230364852
Position 4821: 0.00011490131493582071
Position 4446: 0.00011113654858197244
Position 855: 9.99779182081618e-05
Position 1153: 9.265669753684034e-05
Position 2268: 8.940769652538115e-05
Position 5852: 7.198810248509867e-05
Position 822: 6.219243796475987e-05
Position 947: 5.397261427144598e-05
Position 740: 5.1198295401192047e-05
Position 188: 4.2098490949649453e-05
Position 1347: 4.1894447654002946e-05
Position 8821: 3.181598813041969e-05
Position 2109: 3.0759692499582405e-05
Position 514: 2.8234637087803595e-05
Position 1211: 2.448059763914423e-05
Position 976: 2.3406330503970548e-05
Position 1148: 1.676063513416977e-05
Position 1036: 1.5549371694250096e-05
Position 1838: 1.3697901302449569e-05
Position 512: 1.1639142242056653e-05
Position 236: 1.1269541278433026e-05
Position 9609: 1.1204222165264775e-05
Position 5729: 1.1011468006184413e-05
Position 1034: 1.0087310048503727e-05
Position 8936: 9.133791832136495e-06
Position 1847: 8.003378535788145e-06
Position 1957: 6.165785752700371e-06
Position 8582: 5.558166968899144e-06
Position 1793: 4.416383296516115e-06
Position 5860: 1.3691068686340851e-06
Position 911: 6.849315319588185e-07
Position 2688: 6.50278069827855e-07
Position 2971: 6.365629874833448e-07
Position 431: 5.279308323944015e-07
Position 462: 4.1152973660313725e-07
Position 676: 3.499508570506361e-07
Position 707: 2.6984415851836583e-07
Position 592: 2.5983700022995356e-07
