Gene = SIGMAR1
index = 1256
Annotated 5SS: [225 552 775]
Annotated 3SS: [ 350  681 1912]
SMsplice 5SS: [225 552 779]
SMsplice 3SS: [ 350  681 1912]
top_k =  1000
Partition function (log Z): -4.756425600558076

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7968488555933694
Position 552: 0.7813980595974883
Position 779: 0.451842132981685
Position 775: 0.34193706921803985
Position 165: 0.13715437014047477
Position 505: 0.11899497637781958
Position 1782: 0.05105032098526201
Position 439: 0.041790699079156765
Position 757: 0.016565394906655557
Position 1398: 0.014141000817458664
Position 217: 0.013649529002322285
Position 97: 0.013196635435022362
Position 1937: 0.012647248360825146
Position 445: 0.010113279695601442
Position 1068: 0.007769874589010084
Position 916: 0.005907968937626307
Position 146: 0.005553012854779329
Position 762: 0.0053617249174033686
Position 2881: 0.004554402624377633
Position 801: 0.004237799564123202
Position 1777: 0.003611923654376518
Position 459: 0.002497234588553788
Position 1983: 0.002008309594472613
Position 1921: 0.0017958186270234005
Position 1614: 0.0016247674311173077
Position 10: 0.0014808671748852567
Position 1641: 0.0012505059209223432
Position 1724: 0.0009885012261850994
Position 1692: 0.0009747173874081266
Position 2287: 0.0008924598133559607
Position 2822: 0.0007233924070761301
Position 1728: 0.000540887461558305
Position 134: 0.000539670938499593
Position 2261: 0.0004994593649147497
Position 1400: 0.00046339689162962233
Position 443: 0.0002424554807308846
Position 1671: 0.00012861127768411086
Position 499: 0.0001176846293236815
Position 79: 0.00010414475230246572
Position 449: 8.71832353511135e-05
Position 86: 8.268425551070848e-05
Position 103: 8.090068928038705e-05
Position 2395: 6.891335656958563e-05
Position 859: 6.212860994619351e-05
Position 591: 5.8406198448394974e-05
Position 556: 5.1077020704204165e-05
Position 509: 4.885210642613541e-05
Position 1830: 4.590397862334091e-05
Position 478: 4.077800960057122e-05
Position 792: 2.2434547577127046e-05
Position 416: 2.1750878349384884e-05
Position 279: 2.054711441503423e-05
Position 205: 1.7751372344768357e-05
Position 588: 1.3155384422641687e-05
Position 312: 9.498962052625387e-06
Position 1052: 1.4037514835331489e-06
Position 822: 1.2639518192230775e-06
Position 805: 7.006640310432442e-07
Position 665: 5.783342944602737e-07
Position 1038: 4.97655434729132e-07
Position 1214: 3.407200127202717e-07
Position 923: 2.83885081453906e-07
Position 1509: 1.8037166339014964e-07
Position 1111: 1.4683683198266606e-07
Position 1573: 1.2986569665615782e-07
Position 1126: 1.2918199245063254e-07
Position 125: 1.1053303800402511e-07
Position 2353: 1.0879761795123767e-07
Position 149: 6.467573744161439e-08
Position 863: 5.0231220420676616e-08
Position 378: 3.735292656278282e-08
Position 884: 2.1130907895590877e-08
Position 620: 9.426569141674033e-09
Position 54: 7.983332520080902e-09
Position 861: 2.9417174615614435e-09
Position 179: 1.5038638250195661e-09
Position 386: 8.43309899375053e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8973590781697764
Position 681: 0.7747407046795408
Position 1912: 0.3722815268572795
Position 1018: 0.1788280729833021
Position 2729: 0.17037654946250264
Position 1139: 0.05137489066850118
Position 1528: 0.04390480928119063
Position 658: 0.04144050145413208
Position 2566: 0.04022439143546187
Position 2130: 0.040149530590280993
Position 2796: 0.03597017052096961
Position 1830: 0.03416873264742246
Position 306: 0.029748867688561654
Position 963: 0.022766895587832923
Position 2625: 0.01460868186164463
Position 1558: 0.011635560437606232
Position 734: 0.008152233715271181
Position 1671: 0.007464671971288241
Position 410: 0.007426213610874649
Position 2042: 0.00663472303991193
Position 3031: 0.006362478541786677
Position 1716: 0.006268410552954657
Position 1457: 0.0052537110413627824
Position 2563: 0.004364727735612907
Position 1596: 0.0038004058791744773
Position 1303: 0.003686089873795139
Position 774: 0.002523580116758301
Position 1805: 0.002181375321597798
Position 2049: 0.001971312643849439
Position 909: 0.001758591366776561
Position 439: 0.0015585016171894056
Position 1948: 0.0015521973204284988
Position 1038: 0.0015342416611370511
Position 1306: 0.001482913649990899
Position 2545: 0.001382591107648416
Position 2800: 0.0012802299882959626
Position 2510: 0.0012731011956551366
Position 2300: 0.0012484112873930374
Position 1659: 0.0012214782802700724
Position 391: 0.001065151574739895
