Gene = JAZF1
index = 725
Annotated 5SS: [   281 188835 285524 340046]
Annotated 3SS: [188761 285326 339875 347766]
SMsplice 5SS: [   281   9352   9898  10101  17528  23834  24130  30722  43445  43677
  68142  85125 188835 199621 212453 216576 230726 232364 232669 266491
 267352 268285 285524 316684 316899 317221 335995 340046 340490 342388
 344560 344794]
SMsplice 3SS: [  9238   9766   9975  17355  23704  23965  30665  43309  43528  68059
  85003 188761 199449 212290 216498 230583 232255 232585 266410 267289
 268207 285326 316574 316761 317105 335893 339875 340207 342280 344480
 344676 347766]
top_k =  1000
Partition function (log Z): -153.79480673905118

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9886294840776606
Position 24130: 0.9865631278354198
Position 17528: 0.9781805146859488
Position 9898: 0.7556290354812334
Position 9352: 0.7071270572641062
Position 10101: 0.545123290669396
Position 30722: 0.4648837948882847
Position 23834: 0.43302416413571543
Position 6624: 0.4096172466169339
Position 15700: 0.37921579729833077
Position 6619: 0.3084410792919857
Position 4973: 0.28830478504078494
Position 18940: 0.28582062730671876
Position 10148: 0.22427460564434298
Position 32987: 0.21991299957501964
Position 9296: 0.2184733256806462
Position 30001: 0.1291507929950558
Position 4662: 0.12459542573634184
Position 18067: 0.12138165923895852
Position 30764: 0.09098833652166904
Position 10668: 0.08753104511088063
Position 18325: 0.07974871749258815
Position 8972: 0.07229126656093032
Position 1535: 0.06876620464216797
Position 33656: 0.06604864614997993
Position 5246: 0.06601345473532781
Position 18089: 0.04798276791974615
Position 33550: 0.046338357491557916
Position 18866: 0.043463055196307394
Position 26017: 0.042285057823374855
Position 7710: 0.04184962868316048
Position 6307: 0.040248337915577165
Position 8422: 0.03727938967203651
Position 26926: 0.03289080132272772
Position 10055: 0.032272635381180206
Position 7148: 0.026574252312649885
Position 1950: 0.026093491281666388
Position 30265: 0.024235583284728454
Position 9599: 0.02035880000260603
Position 23791: 0.018842045225975976
Position 31194: 0.018020174488450648
Position 14224: 0.01779440064064369
Position 8339: 0.017781214887082605
Position 30936: 0.01725891382355808
Position 5009: 0.015869457555115787
Position 32971: 0.014766042965483877
Position 12664: 0.012540837377366804
Position 4906: 0.011553412106774626
Position 3046: 0.01042332769134035
Position 2114: 0.008603748298125203
Position 296: 0.007903343805428793
Position 9393: 0.007659651253411121
Position 4621: 0.006972223249325805
Position 13732: 0.0067848068167469374
Position 13573: 0.0064083424367595366
Position 3739: 0.006286440434498158
Position 4892: 0.006132431972962221
Position 919: 0.00542737443828386
Position 8066: 0.005345308772223908
Position 9872: 0.004271476388683428
Position 18188: 0.004116541514094048
Position 2957: 0.003913261943073714
Position 6317: 0.0037592379351602187
Position 7500: 0.0035271359893770168
Position 9318: 0.003202344067508076
Position 5261: 0.003129888197219242
Position 1658: 0.0030952512409022
Position 28121: 0.0030464171448949477
Position 1542: 0.0028671848941026956
Position 9397: 0.0028402103322297404
Position 5097: 0.002459620726098828
