Gene = AK6
index = 47
Annotated 5SS: [   80  3040 13648 13894]
Annotated 3SS: [ 2946 13588 13747 17288]
SMsplice 5SS: [   80  3040  9680 13648 13894]
SMsplice 3SS: [ 2946  9565 13588 13747 17288]
top_k =  1000
Partition function (log Z): -4.436755540221306

Sorted 5' Splice Sites (High to Low Probability):
Position 13894: 0.9949432983739421
Position 3040: 0.8822135633551158
Position 13648: 0.8386186269666221
Position 9680: 0.6902841991210514
Position 80: 0.5656302825380988
Position 1704: 0.37070396135048034
Position 12153: 0.17554816964200906
Position 9969: 0.13535076825278552
Position 447: 0.11330710374711458
Position 13670: 0.08891455606576791
Position 15357: 0.08795292186461443
Position 14269: 0.08237588052389183
Position 916: 0.08014069298915638
Position 1298: 0.0796725704178277
Position 7044: 0.07772635939849733
Position 14271: 0.07693934379729543
Position 15368: 0.0646762388213694
Position 566: 0.06240319161151545
Position 859: 0.06228414739995645
Position 3090: 0.05875590568957731
Position 156: 0.05190932235138653
Position 272: 0.03545023502065042
Position 12572: 0.03203608221588235
Position 325: 0.02851463844753441
Position 7056: 0.02552097858659647
Position 17219: 0.0247849478909522
Position 687: 0.01694421604965567
Position 13017: 0.015276324948490023
Position 9321: 0.014487682616747865
Position 9765: 0.014373541621704174
Position 1902: 0.014164556533355589
Position 12580: 0.013470183165373266
Position 12139: 0.013312511007968613
Position 378: 0.01286694204141142
Position 1168: 0.01255146653423648
Position 13652: 0.011547836769480556
Position 469: 0.010754570525568167
Position 1477: 0.009863171904448903
Position 17145: 0.00966022556172029
Position 1983: 0.009210582008331712
Position 2415: 0.009208140642181305
Position 2847: 0.008608449405238245
Position 1945: 0.007621306101073822
Position 9274: 0.007556684645541598
Position 16: 0.007158257527720502
Position 5580: 0.006252116109633298
Position 7779: 0.00575975833950766
Position 605: 0.005655399092046458
Position 6764: 0.004946409504743896
Position 8733: 0.004644639649095887
Position 959: 0.004611215927192291
Position 1149: 0.004443292098471826
Position 9363: 0.004346133193914586
Position 17428: 0.004296358887893714
Position 15068: 0.002789302762558408
Position 15281: 0.0026814771842987493
Position 4971: 0.0026753285062368188
Position 4623: 0.0024916166846680214
Position 693: 0.0024273356165259545
Position 4596: 0.0021697844155211757
Position 1368: 0.0020309320730955817
Position 1467: 0.001809559879573653
Position 16836: 0.0016373326708481078
Position 13873: 0.0012611260135940207
