Gene = VGF
index = 1547
Annotated 5SS: [220]
Annotated 3SS: [729]
SMsplice 5SS: [608]
SMsplice 3SS: [729]
top_k =  1000
Partition function (log Z): -9.289697063215874

Sorted 5' Splice Sites (High to Low Probability):
Position 608: 0.5442779958252277
Position 220: 0.34705562135260165
Position 806: 0.0969831123739572
Position 331: 0.09166710622566561
Position 513: 0.07982042737094397
Position 613: 0.04778690694019805
Position 270: 0.03438823507906782
Position 459: 0.029658692085248343
Position 344: 0.013205000641333262
Position 653: 0.011618168895076435
Position 234: 0.009179532762545125
Position 924: 0.006327282018085468
Position 2175: 0.004115043574493833
Position 876: 0.0022239736658346944
Position 1002: 0.0021344793894220904
Position 1264: 0.0019407509916746987
Position 1362: 0.0018956242713343494
Position 2157: 0.0018769131569397136
Position 476: 0.0014580844955586153
Position 1659: 0.0010138597079892722
Position 2325: 0.000719261673485718
Position 264: 0.0005893320325728408
Position 280: 0.0005709624513232485
Position 2358: 0.0005181627868139982
Position 1104: 0.00038382591864262916
Position 1450: 0.00036861577077975847
Position 826: 0.000144047380420072
Position 1792: 0.00013950940798235583
Position 1332: 0.00012874015284845857
Position 463: 8.96630606008506e-05
Position 1751: 4.4042145976623316e-05
Position 638: 2.9614178925581655e-05
Position 302: 1.5018181627804596e-05
Position 150: 7.042521981819321e-06
Position 207: 3.895252448743118e-06
Position 337: 3.374077565668541e-06
Position 383: 2.4156949538441228e-06
Position 166: 1.933310083305141e-06
Position 532: 1.7646640940615448e-06
Position 3: 6.935673187790538e-07
Position 406: 6.057121295177124e-07
Position 238: 3.714599140740716e-07
Position 204: 2.5718454738868146e-07
Position 108: 2.3022109510427482e-07
Position 668: 1.174958134554252e-07
Position 1487: 9.771153779533625e-08
Position 304: 5.177385316992179e-08
Position 767: 1.8662536976998732e-08
Position 27: 1.1964114086858266e-08
Position 356: 7.264911841189389e-09
Position 20: 3.911742829105607e-09
Position 595: 9.218510180043082e-10
Position 747: 8.359065634127884e-10
Position 712: 4.4818066617226925e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 729: 0.4865008444551863
Position 2270: 0.30575314828369504
Position 383: 0.08839456690736866
Position 1445: 0.06445469494593267
Position 459: 0.05763295725753201
Position 316: 0.04369295960282169
Position 2145: 0.04231337318689285
Position 2301: 0.03771025273981471
Position 558: 0.026963881027978785
Position 1013: 0.02335318661979554
Position 1172: 0.019674312312153185
Position 1241: 0.01660091550751283
Position 1583: 0.01564131202307919
Position 905: 0.013112737764224754
Position 2099: 0.012059065371799549
Position 856: 0.009705877176276032
Position 2872: 0.00887376301491511
Position 2510: 0.006382221032963882
Position 1524: 0.005927022303259901
Position 1061: 0.004417426755305994
Position 1970: 0.004285793642575664
Position 1048: 0.004150002553448815
Position 1550: 0.0035128997625094157
Position 695: 0.0033127203787476243
Position 489: 0.0028153540875906443
Position 2947: 0.0020632955891702986
Position 953: 0.0018638328354978263
Position 1976: 0.0014093849874247317
Position 2370: 0.0013719997499524916
Position 335: 0.0012263454593744309
Position 1111: 0.0011596800879622652
Position 1058: 0.0011357647609577363
Position 739: 0.0010660337411825809
Position 1973: 0.0009123929015824319
Position 612: 0.0009111502139389207
Position 756: 0.0009058262967969158
Position 1751: 0.0009032452545823556
Position 763: 0.0006202604343396577
Position 2417: 0.0006182228238215704
Position 476: 0.0005896374999459142
Position 1805: 0.0005831557696835416
Position 2783: 0.0005616346229063664
Position 362: 0.0005281296800474713
Position 425: 0.0004881350136586696
Position 2039: 0.00041289073787765444
Position 2018: 0.00038982999994194414
Position 974: 0.0003457094999948036
Position 1487: 0.0003407775212343318
Position 1763: 0.00032024302446273767
Position 2161: 0.00028995898026149057
Position 2012: 0.0002601198278324446
Position 2749: 0.00025326435451552057
Position 1391: 0.00022115833720124116
Position 913: 0.00021449385564324062
Position 652: 0.00020690028980634568
Position 517: 0.00019889566668385915
Position 836: 0.00019800090643954947
Position 406: 0.00018434406117316318
Position 1100: 0.00017996860130871197
Position 2909: 0.00017862681937427555
Position 1879: 0.0001647861744120737
Position 1643: 0.00015719702677392073
Position 810: 0.0001516913653985825
Position 505: 0.00014069947678288508
Position 2489: 0.0001327780744389115
Position 921: 0.00012439886451485482
Position 2811: 0.0001229041403174272
Position 891: 0.00011307240301272332
Position 1139: 8.704493300940644e-05
Position 870: 8.31888115926142e-05
Position 842: 7.126497008435436e-05
Position 947: 7.067669597978436e-05
Position 480: 6.647822029010297e-05
Position 1647: 6.0130643325839386e-05
Position 2543: 5.7186957329758846e-05
Position 521: 5.427062677037778e-05
Position 356: 4.044812832662513e-05
Position 2110: 3.837776042957721e-05
Position 930: 3.485489015075463e-05
Position 560: 3.36029383644289e-05
Position 427: 3.2739920141332546e-05
Position 2967: 3.2276919365359464e-05
Position 1679: 2.746006927061947e-05
Position 1658: 2.6229320982445805e-05
Position 1560: 2.4919423078054107e-05
Position 1462: 2.3829161817582776e-05
Position 1258: 2.221263566260061e-05
Position 1070: 2.0565383248057154e-05
Position 422: 6.7446593276130955e-06
Position 323: 4.016994725187852e-06
Position 494: 3.7635974144012187e-06
Position 418: 2.904583191135115e-06
Position 502: 8.519533392005531e-07
Position 626: 8.447860714693178e-07
Position 671: 6.558457969449128e-07
Position 1141: 3.450387427937885e-07
Position 257: 2.5947885517264206e-07
Position 816: 1.0204224537873527e-07
Position 677: 4.734529356417371e-08
Position 216: 4.09237765155585e-08
Position 631: 1.812970183453852e-08
Position 261: 8.744447372828638e-09
Position 73: 5.983039999821234e-09
Position 662: 2.5924291113554337e-09
Position 98: 1.0834057423158831e-09
Position 679: 7.619971546935872e-10
Position 136: 6.088287036133347e-10
Position 83: 6.622217885068065e-11
Position 141: 3.8105645230714293e-11
Position 78: 3.619894064760916e-11
Position 278: 1.7099899940605273e-11
Position 274: 1.2994072628906042e-11
