Gene = UHRF2
index = 1529
Annotated 5SS: [  321  7820 20851 47469 62178 64486 68444 68777 73603 80610 84038 84836
 86609 87387 91369]
Annotated 3SS: [ 7588 20590 47249 62067 64298 68319 68668 73497 80502 83874 84694 86511
 87228 91269 92709]
SMsplice 5SS: [  321  7820 11506 15066 20851 36269 47469 62243 64370 68444 68777 73603
 80610 83781 83946 84836 86609]
SMsplice 3SS: [ 7588 11380 14878 20801 36157 47249 62067 64298 68319 68668 73497 80502
 83636 83874 84694 86511 92709]
top_k =  1000
Partition function (log Z): -36.40379500386865

Sorted 5' Splice Sites (High to Low Probability):
Position 7820: 0.9866435478230967
Position 321: 0.968441085527763
Position 20851: 0.8240807840417639
Position 11506: 0.7456744198239479
Position 29607: 0.5422005161874832
Position 15066: 0.5419565976142939
Position 29299: 0.46621443323614037
Position 24188: 0.44910210448521243
Position 15005: 0.3964588503091359
Position 14745: 0.25324270085803474
Position 9430: 0.2415616740908677
Position 13999: 0.20029771656476328
Position 1042: 0.17560410597045087
Position 1593: 0.16326652217512935
Position 25355: 0.12936644673511516
Position 21396: 0.12213961747476214
Position 2685: 0.0984821328174835
Position 8461: 0.05760107213479292
Position 26062: 0.055276786620475624
Position 24239: 0.050918167546408884
Position 2272: 0.05076348420773591
Position 2205: 0.04791932399511816
Position 2696: 0.04216671832422138
Position 42: 0.040823440135115754
Position 2692: 0.0407427141181239
Position 17340: 0.03936170083073542
Position 33: 0.03677229244130021
Position 5041: 0.03505089321812357
Position 6876: 0.034017020415481145
Position 4389: 0.025342980711574665
Position 4282: 0.025248533228149156
Position 2700: 0.024524189550614674
Position 1603: 0.023908518783423705
Position 4202: 0.021409164084976652
Position 9236: 0.018254789524839044
Position 4191: 0.01726125587831415
Position 13050: 0.01700369612315315
Position 12418: 0.015728882326190213
Position 12871: 0.015420383786486243
Position 10493: 0.015211268340971378
Position 1990: 0.011255030882617222
Position 4807: 0.010965880067135758
Position 941: 0.00997546785767136
Position 7748: 0.009441766256106512
Position 4259: 0.009113713067925645
Position 37: 0.007819318539145064
Position 442: 0.007355547660640053
Position 14046: 0.007271463947945508
Position 180: 0.007264364137386879
Position 12893: 0.006562566269633314
Position 5815: 0.006171523626761975
Position 9515: 0.005822279401286134
Position 11501: 0.005268400010322182
Position 5050: 0.005000509014317538
Position 589: 0.004613023646654806
Position 10993: 0.004417598371480991
Position 12219: 0.004407434224651567
Position 11589: 0.004157400522663189
Position 10408: 0.0036679569749022414
Position 7197: 0.0034614674734881846
Position 7369: 0.0034456419998068967
Position 8661: 0.003347154911028977
Position 3025: 0.003275627411174552
Position 12065: 0.003069592379690872
Position 4013: 0.003045259145912277
Position 5062: 0.0025804507479522663
Position 13067: 0.0022938475408847614
Position 1161: 0.0020468233078954523
Position 526: 0.002043842303123416
Position 1779: 0.001970263862632956
Position 279: 0.0013531824569396403
Position 2187: 0.0013320588091015953
Position 261: 0.001305505259917469
Position 12965: 0.00088195831669903
Position 20043: 0.0007350278166157783
Position 467: 0.0005924162265880977
Position 8374: 0.0005417186002436254
Position 8057: 0.000492057382771832
Position 8808: 0.00048622765329526304
Position 846: 0.0004432247005180905
Position 7730: 0.000252035957799994
Position 1986: 0.0002454285029615613
Position 920: 0.00022171026409059227
Position 2408: 0.00020188289282297768
Position 8530: 0.0001927053846331299
Position 390: 0.00016721944891027424
Position 2089: 0.0001649212238346851
Position 622: 0.00012666719397084968
Position 603: 0.00011233686569124084
Position 2470: 0.00010506468194366894
Position 1127: 7.583203262145842e-05
Position 547: 7.369943390891463e-05
Position 2571: 6.589527686596801e-05
Position 403: 6.548546343420315e-05
Position 1030: 4.864142472579459e-05
Position 492: 3.848813571775516e-05
Position 967: 3.727401832513002e-05
Position 8418: 3.4693232091796704e-05
Position 2981: 3.196939377930024e-05
Position 1172: 3.151519210525473e-05
