Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  4662  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557
 16765]
SMsplice 3SS: [ 4534  4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659
 18857]
top_k =  1000
Partition function (log Z): 8.042220886397867

Sorted 5' Splice Sites (High to Low Probability):
Position 5980: 0.978549945884561
Position 11050: 0.9604825857303421
Position 5117: 0.8647924611125332
Position 15330: 0.8433598661686912
Position 13665: 0.8382071394528195
Position 6525: 0.794335245009993
Position 8879: 0.7501204354313843
Position 9839: 0.6414331381949357
Position 16765: 0.6371084201642899
Position 7543: 0.621185846965841
Position 4662: 0.5583764293290896
Position 15557: 0.537988680884456
Position 8565: 0.5023223245783294
Position 458: 0.4779448922584518
Position 14359: 0.40033305242356515
Position 7946: 0.3309487358462978
Position 18444: 0.2591784393576067
Position 10478: 0.2460877018303811
Position 16843: 0.20763924013234505
Position 156: 0.1991334695685828
Position 56: 0.17588214466061725
Position 15534: 0.12024948892001554
Position 1787: 0.10547946278241944
Position 6492: 0.10327573034413211
Position 14508: 0.09966955599580188
Position 14380: 0.09857320674893486
Position 339: 0.09667701018391049
Position 9028: 0.09220456554038198
Position 1042: 0.0857928314195564
Position 241: 0.053014501387053506
Position 107: 0.05182341834858201
Position 6664: 0.05036441242221402
Position 16201: 0.04575561793374678
Position 14558: 0.04269297727384855
Position 8697: 0.04107700099223982
Position 2801: 0.035379357938425976
Position 17024: 0.03341253159172415
Position 7274: 0.030512667702347417
Position 15702: 0.028888636421873243
Position 16862: 0.027900973478071796
Position 18241: 0.02507957499235348
Position 16593: 0.024794177072125105
Position 17503: 0.02343074949815366
Position 2778: 0.02119767784215284
Position 8420: 0.021010712110326988
Position 1729: 0.01789027871145014
Position 10227: 0.0177587039866881
Position 9060: 0.017516430068371412
Position 16262: 0.017043284509569174
Position 15746: 0.016612299077014343
Position 9593: 0.014528048724246973
Position 10178: 0.011969334148991092
Position 1052: 0.011363411478000967
Position 7128: 0.01064570638467996
Position 16710: 0.009861787872546789
Position 9361: 0.009694429787490242
Position 1892: 0.008259165242052854
Position 14791: 0.008204658004454945
Position 8089: 0.007084379315985556
Position 14573: 0.006013799412795438
Position 6276: 0.005749505944914587
Position 17917: 0.005691662574117236
Position 10720: 0.005306702985921969
Position 14345: 0.0048092391456156635
Position 4658: 0.004761836471363187
Position 10434: 0.00457159472178456
Position 16154: 0.004301552136746835
Position 10277: 0.003618454312478781
Position 5764: 0.0036094532939626844
Position 4701: 0.0035647430025562547
Position 185: 0.003455936757981181
Position 8114: 0.003419263699850522
Position 589: 0.0030190556224623994
Position 12485: 0.0029517711961955526
Position 4837: 0.0028903098721852335
Position 10191: 0.0026509231073665305
Position 17517: 0.0026468263927488713
Position 205: 0.0024642317341387393
Position 6850: 0.00238040276522831
Position 2085: 0.0019347328320495
Position 582: 0.0018723460813100047
Position 9456: 0.0016844569184047862
Position 13143: 0.0014726749980886026
Position 8254: 0.001365611081390545
Position 5770: 0.0013397657463143197
Position 1057: 0.0013289333016028913
Position 1016: 0.0012908565501112204
Position 6500: 0.0012441187869416603
Position 17415: 0.0011265341759131816
Position 8368: 0.0010237116743459867
Position 9724: 0.0008847207369026126
Position 15551: 0.0007631262349617474
Position 3215: 0.0007228587507385771
Position 6787: 0.0007221670572018059
Position 6702: 0.000706836824534388
