Gene = LDLRAD2
index = 775
Annotated 5SS: [ 272 2559 3810 9347]
Annotated 3SS: [2132 3677 9184 9936]
SMsplice 5SS: [ 272 1359 3810]
SMsplice 3SS: [1276 3677 9184]
top_k =  1000
Partition function (log Z): -5.086555280124029

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9861043872065498
Position 1359: 0.823400087987819
Position 3810: 0.8088402354917827
Position 10749: 0.40861457741636337
Position 10356: 0.3381545769272169
Position 2634: 0.300750449553876
Position 2559: 0.29173387451231286
Position 8584: 0.2673855010319559
Position 6775: 0.26460970269764084
Position 12368: 0.24810854912558397
Position 7478: 0.2267234531056748
Position 9347: 0.20563176978090159
Position 11720: 0.10400678891762925
Position 9399: 0.09510991299958538
Position 4262: 0.08323808498493603
Position 7693: 0.07269154534798489
Position 9638: 0.06626258673365142
Position 10169: 0.05453149682284462
Position 4103: 0.04109490080923144
Position 10753: 0.03553513206182411
Position 10642: 0.02978584196227965
Position 4421: 0.028096637145390995
Position 9264: 0.02780566106199396
Position 10295: 0.018819086517771883
Position 10309: 0.01549281093699146
Position 2209: 0.014567567755122262
Position 1396: 0.012077841124139907
Position 8601: 0.011242210339901974
Position 10277: 0.010793361994666593
Position 1214: 0.010054685103721645
Position 1341: 0.009668199310277625
Position 7482: 0.00937719617206449
Position 11936: 0.008807393492765372
Position 6833: 0.006704592983160725
Position 222: 0.00578644517588252
Position 3490: 0.0053824690289652624
Position 3715: 0.004927878119079606
Position 10500: 0.004861765594229579
Position 150: 0.003531395917099769
Position 10231: 0.0033793046508692063
Position 11789: 0.0031464654049032387
Position 2365: 0.0030793409741238327
Position 849: 0.0023642089547875338
Position 7050: 0.002200042930693024
Position 1104: 0.001805917632671892
Position 8056: 0.0014765878272678667
Position 2249: 0.0014605749795240884
Position 1749: 0.0008272247520893381
Position 1206: 0.0008120722717132808
Position 154: 0.0007810609833359866
Position 2303: 0.0007266172864896222
Position 4250: 0.000624412930478257
Position 3814: 0.0005579232458203113
Position 9573: 0.000515240738653013
Position 3821: 0.0004926272084317637
Position 737: 0.00048492707188197093
Position 2437: 0.00045211641146827424
Position 7677: 0.0003866600896801259
Position 4566: 0.0003712611224237253
Position 2717: 0.0003040333242434393
Position 6878: 0.00027718921888743157
Position 1363: 0.0002294341793136825
Position 276: 0.00022722155145641962
Position 7462: 0.0002193607037011876
Position 3139: 0.0002119165637269689
Position 2456: 0.00019007178901569966
Position 4321: 0.00018765000670947313
Position 3494: 0.00016493216107379857
Position 3112: 0.00014285352382162344
Position 817: 0.00013980677946790062
Position 2287: 0.00013922008685104267
Position 972: 0.0001361167972209852
Position 3500: 0.00013050203184723875
Position 1416: 0.00011845299444552306
Position 1433: 0.00011836085211257795
Position 533: 8.986463496508463e-05
Position 2798: 8.848173489745205e-05
Position 73: 7.860659967930307e-05
Position 46: 7.826676938285292e-05
Position 1885: 7.276212850716298e-05
Position 7947: 7.19948071953362e-05
Position 9535: 6.754405262142466e-05
Position 1295: 6.422231661506694e-05
Position 632: 5.0393038934541894e-05
Position 1224: 5.009596138753751e-05
Position 2149: 3.997347802588619e-05
Position 291: 3.858393170725449e-05
Position 1051: 3.0954635785731634e-05
Position 493: 2.0531329340006263e-05
Position 584: 2.047790153688806e-05
Position 1335: 1.3281328970281046e-05
Position 347: 1.2120868766786867e-05
Position 588: 1.191556983680159e-05
Position 2389: 9.583034492902242e-06
Position 894: 7.1530754741724245e-06
Position 4026: 6.672564467185693e-06
Position 1842: 6.139735709692994e-06
Position 1145: 6.062931096239447e-06
Position 3790: 4.56268376097826e-06
Position 907: 4.411641116294907e-06
Position 3734: 4.022337987210837e-06
Position 119: 2.7180725973377157e-06
Position 3774: 2.5925705648268447e-06
Position 901: 2.4853083556871403e-06
Position 1024: 2.4760116199040772e-06
Position 410: 2.407914987262805e-06
Position 485: 1.8382022318283726e-06
Position 210: 1.8067482882414857e-06
Position 3163: 1.775238435662847e-06
Position 774: 1.7468232517380324e-06
Position 75: 1.0261203565327117e-06
Position 3324: 6.280798588497565e-07
Position 405: 5.020237448990332e-07
Position 403: 4.674716004358097e-07
Position 1349: 4.443544255300119e-07
Position 338: 4.394897216607004e-07
Position 1093: 4.181202378456812e-07
Position 200: 3.9787681048026983e-07
Position 605: 3.641252228010418e-07
Position 2622: 3.5039170534696454e-07
Position 790: 3.339784006520204e-07
Position 1917: 2.703215914409843e-07
Position 1625: 1.9650133479970944e-07
Position 1550: 7.695885281375709e-08
Position 1448: 5.96284423934661e-08
Position 2042: 1.940407237212206e-08
Position 197: 3.802481557091464e-09
Position 468: 1.4744374596039856e-09
Position 1267: 2.0938386465341247e-10
Position 699: 1.1875238713312473e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1276: 0.7487426350861334
Position 3677: 0.7213544155268887
Position 10577: 0.5488291593063104
Position 2486: 0.524911508359601
Position 9184: 0.39255749838646786
Position 8446: 0.28002688590619884
Position 10166: 0.26995149776485544
Position 9936: 0.19937713398488854
Position 12215: 0.19400751472228514
Position 12609: 0.15917371652098894
Position 6705: 0.15072342549620815
Position 12408: 0.13889066807057915
Position 12236: 0.13044045639224153
Position 11644: 0.13010023034500212
Position 7314: 0.1199499626997736
Position 6685: 0.11241679048226899
Position 4209: 0.10006179981215244
Position 9458: 0.0952268687697641
Position 1102: 0.086598283382259
Position 7435: 0.06892243439124539
Position 10194: 0.06813029877733794
Position 7568: 0.06469209196895932
Position 11460: 0.06199611006679159
Position 12432: 0.05606654984781385
Position 3881: 0.0451865459591321
Position 3657: 0.044338408783708566
Position 7294: 0.038930535094132725
Position 9256: 0.03406097519424557
Position 9904: 0.028969107888074466
Position 3706: 0.02859777937731602
Position 2389: 0.028270222338321743
Position 12284: 0.023384039510521558
Position 3421: 0.018763122212958186
Position 2208: 0.018724403089258115
Position 9552: 0.0179554214024569
Position 2132: 0.01783712326538051
Position 11814: 0.017071207214679404
Position 11576: 0.01637420388465426
Position 12663: 0.01242216919709936
Position 2310: 0.011165110178499998
Position 12555: 0.010340440777551224
Position 1189: 0.009754564750041465
Position 7319: 0.00938408598300458
Position 12575: 0.009188765565944142
Position 12492: 0.006793113725809993
Position 2254: 0.006086573053164423
Position 1241: 0.005937220312965377
Position 4140: 0.005694288648625452
Position 6708: 0.005690145192771549
Position 11761: 0.005522239723539701
Position 9398: 0.005519549028118236
Position 10385: 0.0048617655942295775
Position 7576: 0.0046652270793564096
Position 12884: 0.004332001775433027
Position 11518: 0.00431999943314555
Position 9271: 0.004164686903214335
Position 7611: 0.003735345318944751
Position 6727: 0.0035069429752974395
Position 10641: 0.0034863010719113413
Position 10272: 0.0034297853804105788
Position 3714: 0.0032678298739701158
Position 11792: 0.0030113418611544098
Position 3571: 0.0026666596772594886
Position 2064: 0.002593806584662714
Position 12450: 0.0025935087284738104
Position 3987: 0.0022789393492231285
Position 11358: 0.0022071702254467663
Position 7971: 0.0021317510406593594
Position 6860: 0.0020924041785593513
Position 1173: 0.0014911093352355071
Position 4749: 0.001327657328719522
Position 4023: 0.0011577923991818785
Position 4162: 0.001018732952418324
Position 6724: 0.0010057446993884062
Position 1123: 0.001005393568931385
Position 2287: 0.0009848089267266642
Position 2507: 0.0009711843319294801
Position 2597: 0.0008126400555280738
