Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  1000
Partition function (log Z): 4.773264039215273

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9935676783482192
Position 2349: 0.8752364357016746
Position 446: 0.7506275923038144
Position 2730: 0.6136118963501718
Position 608: 0.603550657162806
Position 1507: 0.30709417437126013
Position 372: 0.20838681629531927
Position 63: 0.11753042273669391
Position 98: 0.07097563437031168
Position 52: 0.05774507993377502
Position 906: 0.05640588942838272
Position 2259: 0.03817865371823215
Position 244: 0.03390049582971669
Position 2356: 0.029141451511542734
Position 694: 0.02776417145484941
Position 552: 0.02519018418501091
Position 707: 0.023915368374037294
Position 1452: 0.021005222659207724
Position 1169: 0.019212123444456643
Position 167: 0.017497133924195774
Position 1706: 0.015889969413914788
Position 690: 0.014447394808204523
Position 268: 0.011450774996234734
Position 1548: 0.010292736908714337
Position 1171: 0.010155456636814452
Position 1730: 0.00881588323089704
Position 1136: 0.007631184656184928
Position 1724: 0.0067847809444094905
Position 1532: 0.004702403805966408
Position 1989: 0.004257868042188072
Position 229: 0.003976322466217841
Position 2587: 0.003897504049070582
Position 557: 0.0026885437076699507
Position 2011: 0.0017067329227251145
Position 766: 0.0016855962299000525
Position 1738: 0.0016256325277130802
Position 76: 0.0015783513078312325
Position 1309: 0.0014359101657264858
Position 2327: 0.0012769914936069892
Position 1436: 0.001247013833054177
Position 869: 0.001067968345074558
Position 259: 0.0009724739561450263
Position 2819: 0.0006436426555611624
Position 865: 0.0006433179196721474
Position 645: 0.0004852479705311204
Position 1743: 0.0004494458719420283
Position 482: 0.00038319717468980776
Position 1584: 0.0003227396204186925
Position 1093: 0.00027118170925756387
Position 2739: 0.00025799576325511684
Position 1259: 0.00020323748457267728
Position 3258: 0.0002030189376148648
Position 74: 0.00018732581596940165
Position 3106: 0.00017036075899729992
Position 2529: 0.00016819472056575893
Position 1257: 0.00014424723228269773
Position 794: 0.000136622764840351
Position 253: 0.00010891141214445092
Position 213: 0.00010621864422287012
Position 1089: 0.00010098368841337277
Position 2337: 8.462678631234815e-05
Position 1067: 7.952635230741e-05
Position 65: 6.423582746773989e-05
Position 41: 5.727708237809102e-05
Position 1511: 5.2434974624818086e-05
Position 655: 5.066541575110495e-05
Position 377: 3.7961267167463165e-05
Position 1677: 3.5734962182902106e-05
Position 809: 3.56849271665494e-05
Position 3287: 3.371980410721654e-05
Position 1378: 2.9821137464193167e-05
Position 1357: 2.611037563586973e-05
Position 2241: 2.2533443460542545e-05
Position 3017: 1.4675883060503688e-05
Position 2022: 1.4398308631268928e-05
Position 110: 1.4349495508974609e-05
Position 2035: 1.2608789991107873e-05
Position 2794: 1.2131309877372285e-05
Position 12: 1.092122001172672e-05
Position 1971: 9.955253286176179e-06
Position 3344: 9.121234859628752e-06
Position 17: 7.3997366535493165e-06
Position 962: 6.142847557435604e-06
Position 807: 5.1520649956166116e-06
Position 129: 4.377635035607184e-06
Position 3245: 4.3117227397387e-06
Position 2028: 4.188189576270818e-06
Position 826: 3.3864952479344153e-06
Position 1949: 1.098081146671532e-06
Position 151: 8.65020159018586e-07
Position 90: 5.101733931819626e-07
Position 979: 2.1424643625595837e-07
Position 564: 9.987061103315213e-08
Position 2388: 3.637243812484642e-08
Position 2417: 2.8487537746410927e-08
Position 1047: 1.7621542454242117e-08
Position 234: 1.7402176892770267e-08
Position 2039: 1.0988172105036718e-08
Position 2243: 7.413399326942443e-09
Position 2969: 3.220266301700418e-09
Position 2672: 1.4769687289196352e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.995796008077312
Position 2968: 0.9516292573906704
Position 549: 0.7073422728281086
Position 2116: 0.3470408346299107
Position 2155: 0.2307092385677567
Position 2635: 0.21447090026999097
Position 2208: 0.19282079477088676
Position 2097: 0.18000381862168244
Position 2649: 0.16777997069988482
Position 299: 0.1550141657938568
Position 1064: 0.15398277296202917
Position 2572: 0.14330456984706638
Position 393: 0.12228668532566633
Position 1415: 0.08974084947092609
Position 2586: 0.05707349538967257
Position 1412: 0.042367359209596965
Position 1248: 0.032276399970399904
Position 2591: 0.03141349879385129
Position 1592: 0.028804654292780826
Position 769: 0.02529627269586609
Position 1167: 0.02402417406873609
Position 1269: 0.0154447988590539
Position 1347: 0.014301898540022904
Position 335: 0.011077736876431819
Position 2684: 0.009660504520083204
Position 3047: 0.007868199812435014
Position 645: 0.005189544913915473
Position 2127: 0.005163095535985215
Position 1352: 0.004817290079026855
Position 1613: 0.0035861700491475693
Position 2405: 0.003223368593266982
Position 2294: 0.0018494432997992825
Position 3381: 0.0018364721968272036
Position 607: 0.0016289530305751282
Position 2235: 0.0016030330241561402
Position 1844: 0.0015574355615831554
Position 2533: 0.0015040730976343996
Position 702: 0.001487808970809144
Position 556: 0.001438848808956276
Position 2256: 0.001435523113257682
