Gene = GSTK1
index = 626
Annotated 5SS: [ 143  725 1234 1650 1854 4291 4742]
Annotated 3SS: [ 642 1104 1548 1817 4173 4647 5344]
SMsplice 5SS: [ 143  725 1650 1854 4291 4742]
SMsplice 3SS: [ 642 1548 1817 4173 4647 5344]
top_k =  1000
Partition function (log Z): 4.222607618845636

Sorted 5' Splice Sites (High to Low Probability):
Position 1650: 0.9979540022558896
Position 1854: 0.9326476138951659
Position 143: 0.9067814840100794
Position 725: 0.8139060473910158
Position 4742: 0.6758443821403336
Position 4291: 0.38271551634089235
Position 4746: 0.2079388394678012
Position 4243: 0.18743782043300128
Position 1234: 0.13798133932573434
Position 4058: 0.09914670125651968
Position 4307: 0.07141163827695457
Position 943: 0.06017385875567931
Position 1918: 0.05466947882915168
Position 3659: 0.053635080065437046
Position 2352: 0.027341346386388708
Position 1436: 0.023109982535913124
Position 199: 0.021280226554712307
Position 738: 0.02059496680498495
Position 530: 0.019120062453892334
Position 3770: 0.013524312280677344
Position 1259: 0.01321471263687325
Position 224: 0.010679958737004273
Position 289: 0.010285871468945896
Position 181: 0.008915667989786281
Position 2105: 0.007656053013384529
Position 4054: 0.006235663284144878
Position 495: 0.006214403862954481
Position 2109: 0.006114602123086145
Position 4774: 0.004946602566548238
Position 2047: 0.0043363139344264915
Position 4190: 0.004072831702351155
Position 492: 0.0037718131372394704
Position 684: 0.0037170097161855833
Position 654: 0.003632111449441146
Position 4569: 0.0028235138312054727
Position 4583: 0.002796524098409801
Position 366: 0.0019202118528730792
Position 4481: 0.0019136549577803725
Position 3178: 0.0017968023034177292
Position 1955: 0.0017680570985187578
Position 1120: 0.001719640825746293
Position 750: 0.0014206079270562204
Position 231: 0.0014205552502788406
Position 255: 0.00122713855381166
Position 1043: 0.001155832366687006
Position 1934: 0.001009516625892897
Position 110: 0.0009507881409135892
Position 5501: 0.0009240229163982694
Position 1382: 0.0008606310665884027
Position 864: 0.0008258064586100689
Position 3859: 0.0008019665069451497
Position 5177: 0.0007900394857499486
Position 2327: 0.0007120572851107652
Position 535: 0.0006126668986957024
Position 786: 0.0005771071749829297
Position 2912: 0.0005706900165761424
Position 158: 0.0005306668614106083
Position 537: 0.0004630026104643495
Position 937: 0.0004396924106683023
Position 722: 0.00036235260570718756
Position 2936: 0.0003357257274934377
Position 1066: 0.00032231695979331525
Position 1333: 0.00028897786332086667
Position 4809: 0.0002443206496871998
Position 1643: 0.00022681414194023722
Position 1420: 0.00018304218352850133
Position 1243: 0.00018193125192551775
Position 1037: 0.00017298979903060573
Position 1214: 0.00016664251886552948
Position 4050: 0.0001644068549066906
Position 2291: 0.0001642147332804831
Position 172: 0.00015560158411456447
Position 3763: 0.00015061514453131895
Position 1250: 0.00014352017233751268
Position 3587: 0.0001362424141875943
Position 356: 0.00013507007004596642
Position 4375: 0.00013499603389441851
Position 4867: 0.0001299534031414925
Position 1656: 0.0001216136479776289
Position 4355: 0.00010536361415960466
Position 2344: 9.011788322273492e-05
Position 4361: 8.860775404153586e-05
Position 21: 8.823468743929683e-05
Position 3907: 8.608175877010152e-05
Position 1218: 8.432537818351713e-05
Position 3345: 7.955847740463869e-05
Position 1470: 6.30427251210213e-05
Position 1654: 4.3803169341672474e-05
Position 3320: 4.106070966785054e-05
Position 5161: 3.183375964376393e-05
Position 861: 2.8794760068090012e-05
Position 830: 2.5530488373167425e-05
Position 2168: 1.9748966965586264e-05
