Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  1000
Partition function (log Z): -6.111377814842198

Sorted 5' Splice Sites (High to Low Probability):
Position 17737: 0.9944447231903162
Position 125: 0.9928703703174494
Position 20237: 0.9363100114354957
Position 23480: 0.9347060753053552
Position 20701: 0.9320565716513679
Position 21861: 0.6495120230628223
Position 28001: 0.08432073647118567
Position 26882: 0.07876885653543417
Position 20524: 0.06274784764045543
Position 20738: 0.05785134008104793
Position 25569: 0.047711948472361855
Position 6083: 0.027137963813397517
Position 22614: 0.024810845401637915
Position 20346: 0.02407635796471317
Position 20484: 0.02308202364634848
Position 22515: 0.018118936817794085
Position 23469: 0.01773666120097044
Position 24268: 0.01643552597144807
Position 9501: 0.013328557347708329
Position 26884: 0.012768624395857978
Position 22453: 0.010168106993578258
Position 22995: 0.009510770331332949
Position 23648: 0.007873573775397021
Position 24621: 0.007109273205035814
Position 195: 0.007069983809654889
Position 32853: 0.0065082632771755085
Position 21828: 0.00631647963658383
Position 27541: 0.005674825645614705
Position 23902: 0.0051521399722410455
Position 31774: 0.00281409635193444
Position 20641: 0.0027052148307792493
Position 20957: 0.0024032240075637437
Position 24321: 0.0023750652046485377
Position 27693: 0.0023584991055870135
Position 8949: 0.002358342096040762
Position 21793: 0.002334852175814716
Position 23616: 0.0018038030742682392
Position 23620: 0.0016207325221042992
Position 28517: 0.001593796507671451
Position 6782: 0.0015144089016857717
Position 27017: 0.0014484724559956914
Position 26849: 0.0014446543117260487
Position 22719: 0.0012993587301994766
Position 25245: 0.0010428615461322646
Position 21411: 0.0010199014191990586
Position 1057: 0.0009414517888941006
Position 22553: 0.000783699018404626
Position 22175: 0.0007478932752822412
Position 22621: 0.0006645068409991287
Position 22606: 0.0006640049746839076
Position 3030: 0.0006080968430040094
Position 26070: 0.0006045280292637852
Position 22526: 0.0005870127136680638
Position 21517: 0.0005672417293112931
Position 23484: 0.0005576050245678028
Position 5926: 0.0005530260574515658
Position 29820: 0.0005275855817517567
Position 22808: 0.0005235033654826455
Position 2044: 0.00048412607819732685
Position 21942: 0.0004326776431512458
Position 27019: 0.0004048686286305606
Position 22097: 0.00034337341385876205
Position 733: 0.00034053334471770454
Position 4132: 0.0003386801288304173
Position 24146: 0.00033659917866353664
Position 22439: 0.0003321328339390196
Position 24127: 0.0003127674398568607
Position 20623: 0.00018700538053811148
Position 22002: 0.00018579039394792265
Position 6893: 0.00018210654366472846
Position 25539: 0.00017791112157029522
Position 24242: 0.00017701822277062162
Position 1964: 0.00017511939638895196
Position 20757: 0.00015308486119073168
Position 21116: 0.00015233727759746168
Position 21742: 0.00014934647724658927
Position 2599: 0.0001445123682897319
Position 4676: 0.00014061422530440323
Position 21874: 0.00013547735883599104
Position 654: 0.00013230265279575218
Position 25343: 0.00012493661317400397
Position 868: 0.00012182514375707576
Position 22757: 0.00011390860999229984
Position 2838: 0.00011135506802527621
Position 6087: 0.00010990360415510098
Position 3118: 9.280006279352649e-05
Position 5705: 7.934354665270395e-05
Position 23896: 5.4913922592375415e-05
Position 25875: 4.370772519771676e-05
Position 23471: 1.3568742710264278e-05
Position 224: 1.0092376893203705e-05
Position 22036: 5.233495604788599e-06
Position 23563: 4.155543107745235e-06
Position 25130: 4.122156673006463e-06
Position 248: 3.7816683719514605e-06
Position 25531: 3.6174486244839367e-06
Position 24167: 3.39606872111871e-06
Position 25159: 3.1939134008468703e-06
Position 24064: 8.095997728886354e-07
Position 1554: 1.336253418153366e-07
Position 441: 1.266857132140769e-07
Position 1163: 1.0817332270568875e-07
Position 675: 6.972748572132751e-08
Position 1031: 5.26060190199934e-08
Position 763: 4.4687405858641145e-08
Position 1808: 2.4387312440929124e-08
Position 844: 2.3181614194745234e-08
Position 1139: 1.53473571300131e-08
Position 829: 1.2285150079262569e-08
Position 324: 1.072509330340652e-08
Position 233: 8.110383917876686e-09
Position 528: 7.645090840963604e-09
Position 1191: 6.9423556137015126e-09
Position 777: 6.305858929466241e-09
Position 520: 5.576269013879233e-09
Position 699: 5.475401416042348e-09
Position 531: 5.027707925190478e-09
Position 656: 2.1735506170311484e-09
Position 667: 1.9337962119216526e-09
Position 366: 1.8305648911451679e-09
Position 494: 1.6848954064850383e-09
Position 1036: 1.4339948604121935e-09
Position 721: 1.1167708017187863e-09
Position 573: 8.968976146023073e-10
Position 504: 7.95494528473093e-10
Position 658: 6.505315812916999e-10
Position 295: 3.6672542701475056e-10
Position 927: 3.4663994091585473e-10
Position 891: 2.7090926693551395e-10
Position 553: 2.1721932141454613e-10
Position 903: 1.7772572608314602e-10
Position 614: 8.912906980098421e-11
Position 774: 8.307658482441499e-11
Position 512: 2.156817586446936e-11
Position 283: 4.567589857858064e-12
Position 40: 3.1316880774021592e-12
Position 563: 1.6845812008310869e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17545: 0.9944447231903162
Position 23389: 0.9514097058975111
Position 20610: 0.8047045774990929
Position 26759: 0.5995001396365545
Position 20121: 0.482904205291721
Position 21707: 0.4746627704535237
Position 20089: 0.45340580614377474
Position 31887: 0.19051790532297164
Position 20581: 0.1683884730913497
Position 20335: 0.11615722030871643
Position 27854: 0.09184259211846983
Position 21665: 0.07121557090924185
Position 22362: 0.05372828237417414
