Gene = ZCCHC17
index = 1597
Annotated 5SS: [   81 13170 22172 40281 42054 49746 51980]
Annotated 3SS: [13048 22113 40179 41961 49644 51833 67036]
SMsplice 5SS: [  219   598 13170 19629 22172 40281 42054 49746 51980]
SMsplice 3SS: [  503 13048 19491 22113 40179 41961 49644 51833 67036]
top_k =  1000
Partition function (log Z): -35.22431553379226

Sorted 5' Splice Sites (High to Low Probability):
Position 598: 0.8838127892811378
Position 219: 0.5863114468405857
Position 3208: 0.3619869543949562
Position 13170: 0.3577412111383216
Position 6512: 0.22045228838601172
Position 81: 0.20371212221515037
Position 102: 0.11451007187648224
Position 8432: 0.08923086639857537
Position 12595: 0.0534230269403282
Position 4957: 0.05132845363175524
Position 1201: 0.04536193690016907
Position 1212: 0.038228267132393565
Position 5020: 0.028892280521372583
Position 6521: 0.027889772130181425
Position 3192: 0.021150889015779106
Position 11897: 0.015679971842323722
Position 85: 0.014912855902827484
Position 7018: 0.010246121502173635
Position 137: 0.01007213958142354
Position 380: 0.009656943358088234
Position 6516: 0.009450858198022377
Position 4902: 0.00871938570323149
Position 5175: 0.008547100375656059
Position 11804: 0.007899974639476344
Position 7253: 0.007510869874504188
Position 11723: 0.007043534663649681
Position 7225: 0.0057061137300580865
Position 13345: 0.005698688203280133
Position 7432: 0.005585348931446048
Position 939: 0.005570143494819295
Position 188: 0.0034560826033195866
Position 5974: 0.0018986367066805433
Position 12676: 0.0016542119933644717
Position 8725: 0.001623772898160457
Position 647: 0.0015498627408960664
Position 11739: 0.0014772979718210661
Position 2790: 0.0011751752144735738
Position 172: 0.0010469821088653956
Position 2555: 0.0009564793947618743
Position 2508: 0.0008642209352313387
Position 619: 0.000854502007030445
Position 3196: 0.0008408489993839166
Position 2397: 0.0007817559527583364
Position 2783: 0.0007788286174801209
Position 2132: 0.0007332754201248196
Position 2668: 0.0007307609118171344
Position 7744: 0.0005945107248413632
Position 952: 0.0005872020171519038
Position 31: 0.0005136932031028401
Position 1146: 0.0003706676651842023
Position 1271: 0.00032826523850461217
Position 1150: 0.00030760639762525725
Position 106: 0.00028314990030152393
Position 767: 0.0002823729593800346
