Gene = TMEM88B
index = 1455
Annotated 5SS: [258]
Annotated 3SS: [1425]
SMsplice 5SS: [258]
SMsplice 3SS: [1425]
top_k =  1000
Partition function (log Z): -5.6953063480281285

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9983960039904289
Position 521: 0.013502693696166716
Position 731: 0.006249481874842836
Position 527: 0.005545993041931509
Position 4: 0.0018980694130233933
Position 204: 0.0004671369790190182
Position 43: 0.00043569158590739697
Position 489: 0.000382216877110658
Position 371: 0.0003207564508390742
Position 273: 0.0003138404357048222
Position 775: 0.00024908790316425307
Position 1055: 0.00020275938115981896
Position 576: 0.00020004279683320117
Position 567: 0.00015878827075066474
Position 122: 0.00013763879561299463
Position 119: 0.00013657666876710017
Position 667: 0.00012340608028816555
Position 1147: 7.168555364573492e-05
Position 46: 5.908921976508514e-05
Position 266: 4.9657685541702706e-05
Position 645: 3.46662205010314e-05
Position 319: 3.264858083321939e-05
Position 543: 2.7156952396218485e-05
Position 373: 2.4845282517373343e-05
Position 294: 2.227695898003473e-05
Position 110: 1.4364714395463957e-05
Position 304: 1.3121863265841559e-05
Position 847: 7.120905535651715e-06
Position 245: 6.211622740735397e-06
Position 462: 3.6273392849799525e-06
Position 833: 1.6575947880140054e-06
Position 332: 1.0382406470881349e-06
Position 674: 5.501377648089279e-07
Position 1449: 3.1467973910300123e-07
Position 1426: 1.316820659834727e-07
Position 438: 9.523492168874558e-08
Position 1525: 2.9067730735030796e-08
Position 1442: 1.4095448668631191e-08
Position 228: 5.524299887135108e-10
Position 570: 3.476954774549855e-10
Position 357: 2.1972944971743777e-10
Position 310: 1.9381369934755728e-10
Position 225: 2.7329212621445548e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1425: 0.7899814028881952
Position 364: 0.07514725721541915
Position 345: 0.045235752657469375
Position 1468: 0.03566522841925123
Position 665: 0.024263214144531687
Position 1375: 0.023629505553957923
Position 389: 0.012447947386211682
Position 975: 0.0036300838601149347
Position 922: 0.0031093959265527855
Position 366: 0.0026900218273576584
Position 859: 0.002522600222160693
Position 1341: 0.0018811541243449756
Position 192: 0.0016521721020081646
Position 619: 0.00156085717344479
Position 592: 0.0009995790088988227
Position 451: 0.0007156127226300613
Position 643: 0.0005495441857413512
Position 876: 0.00042853379517499647
Position 495: 0.00042747356278574703
Position 117: 0.0003491692442465556
Position 95: 0.00030361499387109405
Position 576: 0.00029414269463416985
Position 630: 0.00028670295386892624
Position 403: 0.0002539509635063364
Position 804: 0.00016877415091596834
Position 475: 0.00015624973199765792
Position 326: 0.0001296201805828732
Position 599: 9.568118412658542e-05
Position 505: 9.41693149949672e-05
Position 415: 8.127873978222139e-05
Position 484: 6.045562796623152e-05
Position 421: 5.999204532428287e-05
Position 1555: 4.97163772047823e-05
Position 727: 4.3697083814997686e-05
Position 549: 2.8130153318394107e-05
Position 747: 2.630041482931813e-05
Position 457: 1.676070494535183e-05
Position 516: 1.286109020419718e-05
Position 817: 1.1521155108807184e-05
Position 102: 8.23339996924021e-06
Position 667: 7.630096116792419e-06
Position 555: 5.242910810511422e-06
Position 792: 4.993521712167754e-06
Position 558: 1.0200116254963201e-06
Position 775: 6.264477509389594e-07
Position 740: 4.3306807109285847e-07
Position 765: 3.297410078070552e-07
Position 1632: 3.1889158696276666e-07
Position 758: 2.756789458577669e-07
Position 750: 2.6986365358576407e-07
Position 738: 2.3060855966823267e-07
Position 427: 1.7791392548530708e-07
Position 430: 1.7595470501876448e-07
Position 536: 1.5675988304517868e-07
Position 755: 1.3945794153260736e-07
Position 534: 5.289016627883654e-08
Position 1638: 2.7243399231697395e-08
Position 288: 1.5522132906549973e-08
Position 432: 1.1787286677416214e-08
Position 256: 1.8642937806768834e-09
Position 262: 1.9392636078901346e-14
Position 304: 1.6855444667980053e-15
