Gene = GOLGA4
index = 607
Annotated 5SS: [   446   8308  39096  42885  46115  51901  53043  55844  56195  59156
  72422  76018  78710  84649  85361  85917  91990  93987  94558  97023
 104120 112011 118129]
Annotated 3SS: [  8217  38780  42836  46057  51801  52909  55655  56110  59007  72242
  75885  78553  80410  85238  85785  91875  93965  94488  96946 104015
 111923 118065 122902]
SMsplice 5SS: [   446   8308  30425  38898  42885  46115  51901  53043  55844  56195
  59156  72351  72753  76018  78710  84649  85361  91990  94558  97023
 104120 112011]
SMsplice 3SS: [  8217  30358  38780  42836  46057  51801  52909  55655  56110  59007
  72242  72629  75885  78553  84364  85210  91875  94488  96946 104015
 111923 122902]
top_k =  1000
Partition function (log Z): -55.22595660521498

Sorted 5' Splice Sites (High to Low Probability):
Position 8308: 0.9767876848128308
Position 446: 0.9721449003694141
Position 9305: 0.34116129998367184
Position 5507: 0.3255702497364612
Position 2284: 0.2830407832367255
Position 2245: 0.2682614631563599
Position 4722: 0.24031808424043533
Position 6890: 0.23772296111421204
Position 4787: 0.2038046195666126
Position 951: 0.1835839379330251
Position 7431: 0.16714249787808524
Position 8881: 0.12870408744432196
Position 1001: 0.10658020555885449
Position 7690: 0.10122274255944251
Position 1067: 0.09468825385799907
Position 6886: 0.08995561504271328
Position 5656: 0.08693287799875858
Position 1645: 0.059894755159661126
Position 9599: 0.051815620400223236
Position 1627: 0.05073402480610782
Position 6566: 0.046347451359761684
Position 2665: 0.04485500193672113
Position 8291: 0.022074298545910018
Position 5796: 0.02149222853778686
Position 358: 0.02134643168964913
Position 20069: 0.018220014540211257
Position 8998: 0.016587424544750578
Position 4128: 0.015735167612218496
Position 219: 0.015694477736225124
Position 5693: 0.015175964902431812
Position 8768: 0.013505369323873343
Position 11263: 0.011296444233995718
Position 66: 0.010807388253949293
Position 5358: 0.005802566765750963
Position 3704: 0.0052598490491401915
Position 2033: 0.004905623927678194
Position 1089: 0.004660916281822001
Position 9891: 0.00436371495342907
Position 55: 0.004196018955717311
Position 10055: 0.004050739898144057
Position 2502: 0.004040447523341775
Position 9796: 0.003953810107312205
Position 3904: 0.0037967563820694022
Position 217: 0.003425307293113971
Position 12918: 0.003290517466646817
Position 9937: 0.002935489251540974
Position 1780: 0.0028873114385145507
Position 765: 0.0027883169921098885
Position 989: 0.002542152378499692
Position 930: 0.00244695980016094
Position 9125: 0.00220155190729958
Position 4341: 0.0020990526262346133
Position 606: 0.0020971331927183328
Position 1010: 0.0016610877251486136
Position 8741: 0.0015639222992831021
Position 1333: 0.0015052939148632268
Position 6461: 0.0014489286209633
Position 337: 0.0013502212230419909
Position 1739: 0.001269212136298964
Position 281: 0.0010415238802761767
Position 2280: 0.0009115314365257522
Position 1734: 0.0008216100840071872
Position 10491: 0.0006378852932793303
Position 35: 0.0006198716806637006
Position 362: 0.0006004562184497085
Position 12924: 0.0005280711431308843
Position 8899: 0.0005088525321116077
Position 11060: 0.0005074275621776481
Position 5306: 0.0004710516058479668
Position 10163: 0.0004167707625049126
Position 1337: 0.00035712009663029306
Position 1754: 0.0002994824582303294
Position 1812: 0.00027071384023294806
Position 1500: 0.0002626578872100818
Position 8609: 0.00020284551401384928
Position 1990: 0.00019696185412151256
Position 8399: 0.00017662856380783396
Position 1770: 0.0001741249060963072
Position 974: 0.0001591263983132165
Position 1541: 0.00013765175161298076
Position 279: 0.0001263881892443389
Position 9050: 0.00012630398286341113
Position 704: 0.0001244784413317566
Position 3582: 0.00012393146331200815
Position 613: 0.00012097309195406351
Position 2341: 0.00011101630404249085
Position 3374: 9.694593792424023e-05
Position 9017: 9.659961372169208e-05
Position 877: 7.420334236586524e-05
Position 600: 7.060701109811673e-05
Position 609: 4.669554515813579e-05
Position 2149: 4.4993096769189315e-05
Position 9301: 4.0700091735029634e-05
Position 474: 3.6747447247073244e-05
Position 95: 3.6617888955219344e-05
Position 2667: 3.3472411177066036e-05
Position 289: 3.281564291142443e-05
Position 9309: 2.7767558862977028e-05
Position 673: 2.648981745503092e-05
Position 887: 1.9874775515331508e-05
Position 3824: 1.9615252633265457e-05
Position 1243: 1.8767643887318587e-05
Position 1071: 1.6977866163994146e-05
Position 19: 1.586484194115292e-05
Position 1179: 1.5375424950520757e-05
Position 2096: 1.501674528879887e-05
Position 8419: 1.1927210577547381e-05
