Gene = CACFD1
index = 271
Annotated 5SS: [ 201 3569 5461 8042]
Annotated 3SS: [3495 5334 7933 8575]
SMsplice 5SS: [ 201 5461 8042]
SMsplice 3SS: [5334 7933 8575]
top_k =  1000
Partition function (log Z): 1.6942783667409707

Sorted 5' Splice Sites (High to Low Probability):
Position 5461: 0.9806114839679682
Position 8042: 0.6617749247000382
Position 201: 0.6462416473342375
Position 3569: 0.5967712451015841
Position 8721: 0.3254357773087095
Position 8015: 0.321724112119546
Position 2734: 0.25083404425828765
Position 2233: 0.24444518733385967
Position 93: 0.2354678100498006
Position 2939: 0.1937641731677353
Position 632: 0.18922605909662507
Position 4817: 0.17655336775673866
Position 7328: 0.1610412151720241
Position 5694: 0.10107444057222183
Position 7219: 0.08748124981594184
Position 5236: 0.08156262271600247
Position 636: 0.07613862713775775
Position 411: 0.06914533559574995
Position 6581: 0.06566135144191923
Position 8308: 0.0651293531508863
Position 1262: 0.05938542173681107
Position 1678: 0.05330682414068608
Position 8285: 0.051835066296749194
Position 8478: 0.04723291956846378
Position 2537: 0.04066107501295
Position 5182: 0.04032969745687809
Position 7349: 0.038358532742297044
Position 8924: 0.03619626834223326
Position 1907: 0.03579458210599192
Position 6650: 0.03389856172108231
Position 157: 0.032663191362429234
Position 10487: 0.02418785199574546
Position 9884: 0.023510451632428517
Position 1425: 0.022278548827638158
Position 8711: 0.022196405979320693
Position 678: 0.02107951447431333
Position 2850: 0.019647231241536552
Position 5172: 0.0186996264404122
Position 5791: 0.01708762150991771
Position 205: 0.01564820761363882
Position 2739: 0.015485767312590784
Position 6144: 0.014865113277969601
Position 3719: 0.014263766174574876
Position 9484: 0.013326196376650098
Position 983: 0.011785895187189454
Position 9795: 0.010953981065943318
Position 1454: 0.010943604829312885
Position 768: 0.010396121594035771
Position 6726: 0.00989568414784069
Position 751: 0.00984206414418009
Position 5536: 0.009477260142890099
Position 5795: 0.008529594607828078
Position 7588: 0.008165976230080932
Position 7512: 0.008006914001456715
Position 4087: 0.007203993559219543
Position 9767: 0.006825133671465404
Position 55: 0.006390447315670994
Position 5758: 0.005808252316242295
Position 746: 0.0044024253517762095
Position 1673: 0.004260332531592447
Position 8010: 0.0039942113957978104
Position 7767: 0.0039019351839148673
Position 9209: 0.0037164154463889417
Position 3573: 0.003440650035144476
Position 1928: 0.002780809125926551
Position 9199: 0.0026574393784285473
Position 8105: 0.002529791540347601
Position 8715: 0.0024837844590081134
Position 1610: 0.002423336184946171
Position 9739: 0.0019959828333502403
Position 5417: 0.0019792714728924
Position 2524: 0.0019603640564298734
Position 151: 0.0016826776384450898
